labels,text,emo_name,prob_emo_name,prob_max
joy,The world didnt give it and the world cant take it away ,sadness,"[0.8914292, 0.8844068, 0.45956942, 0.30346403, 0.93772423, 0.58959275]",0.93772423
joy,time to start this research paper ,joy,"[0.023435272, 0.03443521, 0.024285495, 0.13069694, 0.05736153, 0.035983358]",0.13069694
joy,History wasn't so bad! Now the last exam on tuesday! And that would be N. S! ,surprise,"[0.14960855, 0.06128122, 0.11848002, 0.0664299, 0.38775054, 0.8580603]",0.8580603
joy,Ready to knock some out before . am today ,joy,"[0.5090763, 0.072170295, 0.0216458, 0.66212106, 0.021640174, 0.23599833]",0.66212106
joy, Celebrating your Birthday amp droppin a new album? Livin life w/mad style ) Happy Birthday! ! Xoxo Success ,joy,"[0.07247741, 0.029700236, 0.020759776, 0.9295521, 0.0029269182, 0.65571004]",0.9295521
joy,I have learned to be content in any situation amp I thank God for peace that surpasses ALL understanding ,joy,"[0.017279515, 0.009403901, 0.016019186, 0.96968734, 0.0058462177, 0.381185]",0.96968734
joy,Just had possibly the most awkward conversation in my life. ,disgust,"[0.6511847, 0.9622827, 0.7925633, 0.008029418, 0.9345032, 0.47523707]",0.9622827
sadness,staging environment. private server. logged in to back-end CMS. opening the front-end in new window. . . too many connections. . . WTF? ,disgust,"[0.77528924, 0.7855377, 0.38135654, 0.049592067, 0.35362738, 0.72245026]",0.7855377
joy,"Soooooo. . . yeah, I think I'm gonna start posting my newest fan fiction. I was gonna wait till I was finish, but I'm excited. D ",joy,"[0.13198578, 0.08766254, 0.045506597, 0.96435136, 0.014469379, 0.53029317]",0.96435136
joy,Gotta take a customer out for dinner tonight. not ,sadness,"[0.15833652, 0.34021768, 0.24519263, 0.023523185, 0.5161324, 0.21553813]",0.5161324
anger,"quotIn your do not sin do not let the sun go down while you are still angry, and DO NOT GIVE THE DEVIL A FOOTHOLD. quot Ephesians ",anger,"[0.8964911, 0.78665346, 0.49967226, 0.059439756, 0.47591144, 0.319503]",0.8964911
sadness,"sleepy time. cant wait to work with  tomorrow, considering her days are numbered dontwannathinkaboutit ",sadness,"[0.0045370096, 0.07938146, 0.20996787, 0.18766882, 0.3816709, 0.22874779]",0.3816709
fear, I'm also putting off getting an eye test as I know ill need glasses! ,fear,"[0.9589748, 0.8661258, 0.9751966, 0.2753037, 0.83071655, 0.713488]",0.9751966
joy," Jon bought me a luffly Radley purse yesterday  very nice, lucky you! ! x ",surprise,"[0.036863964, 0.0074327444, 0.16167454, 0.9410006, 0.009826654, 0.9808617]",0.9808617
fear,''What is profound might become absolutely meaningless'' ,fear,"[0.5358474, 0.5055984, 0.95057225, 0.10694318, 0.8607753, 0.5704118]",0.95057225
surprise,back on the internet no such thing as writing essays. ,disgust,"[0.24091728, 0.39004967, 0.2502152, 0.18440762, 0.28160593, 0.36273423]",0.39004967
sadness,I want cake. I bet we don't have any. ,sadness,"[0.0483987, 0.05049988, 0.0773812, 0.40683144, 0.65707844, 0.593099]",0.65707844
surprise,"Je viens de voir le film Les Schtroumpfs avec mes enfants. Et j'ai beaucoup ri. Par contre, bien sûr téléchargercesttrèsmal ",joy,"[0.7403754, 0.43291453, 0.2913717, 0.74430096, 0.4125519, 0.71246773]",0.74430096
joy,"Remember, men need laughter sometimes more than food. ",joy,"[0.016998725, 0.0099545475, 0.0076196347, 0.94067854, 0.0050077247, 0.45041353]",0.94067854
joy,Great. . . thanksgiving. mad people in my house for no apparent reason smh -_- ,anger,"[0.43277103, 0.21002188, 0.03838707, 0.059420243, 0.02036066, 0.38260266]",0.43277103
fear,"Don't believe the lies, look me in the eyes- please don't be scared of me ",disgust,"[0.6582831, 0.7137896, 0.69814706, 0.35102776, 0.36463133, 0.6018955]",0.7137896
joy,"It's so cold in here every freaking girls boobs, including my own, have become their own powerpoint presentation. ",disgust,"[0.44808426, 0.94281554, 0.9371316, 0.023009567, 0.9308901, 0.39032093]",0.94281554
anger, I received my parcel trashed. It proves it was teared from backside and thing was removed. cheapservice ,surprise,"[0.054112878, 0.35176197, 0.046612527, 0.17947991, 0.10994833, 0.43878946]",0.43878946
surprise,"Got approved for a Kay credit card for up to $, going to buy James a watch! Shhhhhh lol ",surprise,"[0.02294769, 0.07722592, 0.65625495, 0.38174757, 0.25289994, 0.92235386]",0.92235386
joy,"Abundance is seeing lots and lots of family, eat lots of delicious food, see many beautiful places repeatedly over the last four days. ",joy,"[0.0018076703, 0.00028151047, 0.0012171674, 0.8571338, 0.0001887854, 0.45862857]",0.8571338
surprise,Traffic jam of Bandra-Worli Sea link from Bandra to Worli. ,disgust,"[0.5922426, 0.639034, 0.35916337, 0.0364738, 0.42713767, 0.17254665]",0.639034
anger,Went upstairs for a min and came back to find my puppy ate a huge corner of my book. . . ,sadness,"[0.8927781, 0.8908622, 0.7203364, 0.03748333, 0.9686979, 0.8182395]",0.9686979
fear,Little hesitant to apply deodorant ever again ,fear,"[0.23180564, 0.7791583, 0.98977566, 0.037094537, 0.97782123, 0.41278085]",0.98977566
joy,Enjoy this Day Beautiful World and Planet Earth's wonderful people! ! ,joy,"[0.00475927, 0.001061038, 0.0065405224, 0.98492163, 0.00057108596, 0.45986247]",0.98492163
joy,Guess what? Its Thursday and I have tests today. . . ,surprise,"[0.2874996, 0.45330286, 0.2558899, 0.08689679, 0.43189272, 0.93292314]",0.93292314
sadness,Packing to leave tomorrow ,sadness,"[0.05892319, 0.18686637, 0.1597204, 0.18345134, 0.47313604, 0.059172593]",0.47313604
surprise,"Had me zo voorgenomen om Josey zelf zijn te laten maken. . . Waarom zit ik dan onder de behanglijm, glitters en verf? ",surprise,"[0.45136014, 0.13720676, 0.20369592, 0.48223677, 0.124478735, 0.66523534]",0.66523534
fear,Is it a lack of or a of loneliness that make people put up with bullshit ,sadness,"[0.11164169, 0.37510967, 0.40972242, 0.04595057, 0.88034356, 0.24804895]",0.88034356
fear, China has it right regarding Don't listen to the rhetoric amp mongering disguising oil amp gas motives ,disgust,"[0.54519385, 0.67832243, 0.41913086, 0.331471, 0.3008387, 0.4284927]",0.67832243
surprise,I haven't listened to I Remember Me in full in a minute ,sadness,"[0.5683091, 0.33214155, 0.44604206, 0.20371501, 0.8277704, 0.39183757]",0.8277704
joy,gotta get up in hours to ride a plane ,sadness,"[0.29326838, 0.4985688, 0.27057692, 0.08411152, 0.5439828, 0.27236092]",0.5439828
joy,Happiness may shift with the circumstances but the Joy of the Lord gives you the Victory over the circumstances. ,joy,"[0.007138442, 0.007001494, 0.008374773, 0.98610836, 0.0066956095, 0.34895656]",0.98610836
anger,words cant even describe how i feel right nowww! mad cmonguys ,anger,"[0.9677017, 0.7476977, 0.29210916, 0.0700037, 0.65704185, 0.64666533]",0.9677017
joy,bawling my eyes out and curled up. . . . i have never felt this sick so far ,sadness,"[0.3698913, 0.9940445, 0.95947367, 0.006875519, 0.9962658, 0.83904153]",0.9962658
fear,Had a coffee about hours ago and I'm coming up like a bastard with the and jitters now! Need naggins to calm me down ! ! ! ,fear,"[0.8280694, 0.9721005, 0.9760729, 0.31168586, 0.97455794, 0.62694097]",0.9760729
joy,Working my first Campbell game of the year ,joy,"[0.19695206, 0.19294074, 0.18310411, 0.37800774, 0.14355962, 0.28398654]",0.37800774
surprise,Your o dancing like your o big when your boob pops out scotch ,surprise,"[0.20118374, 0.28276226, 0.11211704, 0.55219764, 0.010178306, 0.6730914]",0.6730914
joy,After all that ive been through I still have The joy of the Lord is my strength. The devil cant steal my joy. Joy. GM TWEEPS! ! ! ! ,joy,"[0.011667925, 0.0064639887, 0.012768885, 0.97069585, 0.0017916204, 0.6841277]",0.97069585
anger," you ok? ( is such a good hashtag, love getting evil feelings out that way! ",disgust,"[0.71594054, 0.8134135, 0.58533716, 0.10924956, 0.61189604, 0.22498488]",0.8134135
sadness,Is wanting  to be healthy to join me back in the paint ,surprise,"[0.039240178, 0.038661305, 0.043206006, 0.3342762, 0.032992706, 0.34641647]",0.34641647
surprise,"RT, follow  and WIN one of the special collector items that we are giving away to our Twitter friends! RT WIN ",joy,"[0.083741754, 0.43865877, 0.1798943, 0.6778571, 0.2040303, 0.5998401]",0.6778571
joy,"Seein' folks, overcome limitations, by seeing that THEY can be who they DREAM! That their capacity for is the compass! ",surprise,"[0.14827557, 0.067599766, 0.1607784, 0.7357301, 0.037178844, 0.77115303]",0.77115303
joy, COME take pictures with Comet The Bear in the Pearson Commons from - PM! ) Christmas pictures! ! ! ,joy,"[0.04437118, 0.03130911, 0.07724763, 0.92119724, 0.018078709, 0.4987468]",0.92119724
anger,Annoying people who rung you and then hang up once you pick up the phone ,anger,"[0.9404096, 0.9340127, 0.18596566, 0.0030767592, 0.15449093, 0.24095778]",0.9404096
joy,Lost volleyball game to meadowlark ,sadness,"[0.6122708, 0.72707456, 0.41744426, 0.15341234, 0.96372205, 0.38427275]",0.96372205
joy,Nothing like a am dentist appointment to get your day started right. . . whatdididotodeservethis ,surprise,"[0.052618288, 0.08100209, 0.08311244, 0.4506444, 0.023689307, 0.8438705]",0.8438705
joy,Successful day of nothingness. D Now back to reality. ,disgust,"[0.10807921, 0.68560827, 0.27928695, 0.013704184, 0.6139601, 0.069032855]",0.68560827
fear,"Looking through old Facebook photos, I noticed circa late spring , aka graduation, that my eyes were bugged out. ",anger,"[0.9710406, 0.91445804, 0.689273, 0.14518218, 0.9098129, 0.76021284]",0.9710406
surprise,Arabic coursework deadline extended by a week! ,anger,"[0.9713514, 0.8071306, 0.34972224, 0.8007399, 0.3648761, 0.95228046]",0.9713514
surprise,"Tyler Seguin (Boston), Ryan Nugent-Hopkins (Edmonton) and Jeff Skinner (Carolina) will not be made available for world juniors. ",sadness,"[0.5911946, 0.6645621, 0.5173329, 0.40817428, 0.8530894, 0.50016505]",0.8530894
surprise,watch'n the news ampamp this lady went to the ER for stomach cramps ampamp had a whole baby . . she didn kno she was preggo what a ,sadness,"[0.6877538, 0.8793572, 0.7077443, 0.079484925, 0.93685216, 0.86334187]",0.93685216
joy,"Our storms are designed to test out Faith. As a Christian we have the power to WIN in every situation. Cry but keep flying, ",surprise,"[0.64890516, 0.51036805, 0.6350031, 0.024019873, 0.6634018, 0.7751017]",0.7751017
joy,mom said someone ant work called her newborn girl LUBNA wohoo ,surprise,"[0.02762509, 0.0845133, 0.019350985, 0.8914583, 0.0075192414, 0.9114076]",0.9114076
sadness,"Lol! I just did, too. RT  I forced some down anyway, lol I'll regret it later RT  No room for dessert. ",disgust,"[0.42924404, 0.8893071, 0.67850375, 0.4551692, 0.5898361, 0.3630798]",0.8893071
anger,We all are not worthy of God's forgiveness. We are saved by His loving grace. Don't harbor resentment. fear ,fear,"[0.093986124, 0.3920912, 0.93430305, 0.05064539, 0.48497197, 0.30911666]",0.93430305
joy,at JAKARTA quotMAGICAL ELECTROquot W/ DJ's  CHRISTWIST KHALID amp MAGICIAN MASTER DANIEL GL DANES  ,surprise,"[0.20744833, 0.3811781, 0.26558846, 0.43616128, 0.20338668, 0.43767366]",0.43767366
sadness,I meet Santa Claus! ! ! ! He said he couldn't bring me  me and  we're sad. ,sadness,"[0.06488989, 0.47849497, 0.7769251, 0.0024267214, 0.99741083, 0.83198786]",0.99741083
sadness,I'll miss watching Buehrle on the south side. He was my favorite White Sox player. ,sadness,"[0.15325591, 0.030212168, 0.32484266, 0.5424795, 0.98158354, 0.26955408]",0.98158354
fear,And know I pop bottles because I bottle my emotions. . At least I put it all in the open. . ,sadness,"[0.12553409, 0.2735407, 0.19474494, 0.010320985, 0.3547208, 0.014123263]",0.3547208
anger," nevermind. forget it, and im so mad i forgot the moves earlier! ",anger,"[0.9909582, 0.96046996, 0.57166964, 0.0034359137, 0.96932113, 0.48381037]",0.9909582
joy,I am fucking extremely full! ! ,anger,"[0.97582686, 0.974573, 0.86625516, 0.6242192, 0.20843382, 0.7934331]",0.97582686
joy,Tweetin For My Big Brovaa Since His Fatt Ass Wanna Take Snack Breaks n Shitt. ! ,disgust,"[0.6285242, 0.89511186, 0.3781982, 0.82139343, 0.5363685, 0.4423624]",0.89511186
joy,"Such a pointless day at college, just ate mcdonalds now for fitness ",sadness,"[0.5460743, 0.92216456, 0.04215037, 0.026572743, 0.9875267, 0.23465288]",0.9875267
surprise,Wow! RT  I've got a feeling that very shortly we'll be making a special announcement for a very lucky person. . . ! ,surprise,"[0.03807688, 0.018214438, 0.020485785, 0.7258397, 0.0017479281, 0.9554187]",0.9554187
disgust,"This covo in the car is so funny about dudes fucking dudes, in the hood ",joy,"[0.15851197, 0.026520643, 0.19642211, 0.5907899, 0.0051412666, 0.38902447]",0.5907899
surprise,"Mum and Dad left £ and some sweets on our bed, ",surprise,"[0.043215033, 0.15579878, 0.18185239, 0.646858, 0.38538748, 0.9630753]",0.9630753
surprise,"aww. max gaat in de kast liggen en als ik er dan langs loop, valt ie me aan attack ",surprise,"[0.5145907, 0.066253416, 0.2881108, 0.7589471, 0.04168666, 0.8707075]",0.8707075
anger,At what point does Fred Hoiberg's heart doctor get concerned? ,fear,"[0.17607284, 0.50862676, 0.97352433, 0.12951808, 0.44017148, 0.11126981]",0.97352433
sadness,Back from the hospital just in time for a tutorial. Today will not be a good day boredness fedupness ,sadness,"[0.7131817, 0.9040043, 0.76758826, 0.007930146, 0.9785472, 0.28569594]",0.9785472
joy,"Our pastor asked us to join in him in fasting, for days, in this eat right and exercise. ",fear,"[0.19875965, 0.76967233, 0.94418937, 0.11764004, 0.79998815, 0.40391365]",0.94418937
surprise,Hannibal for the night for  birthday! ! ! ,joy,"[0.07263876, 0.05405387, 0.10247984, 0.9576694, 0.031672977, 0.79107773]",0.9576694
surprise,It's so awesome to a woman when she gets outta the shower by eating her pussy. ,joy,"[0.04930432, 0.008653888, 0.11902633, 0.9439329, 0.0022738792, 0.71555066]",0.9439329
joy,I have a date mw. I haven't been this excited to go out in months. I feel the need to look pretty amp get flowers  nervous ,fear,"[0.04508072, 0.0063928324, 0.88108265, 0.75944555, 0.006816571, 0.72980297]",0.88108265
anger,  miss carmen u need to control that ask joey he does s good job s ,sadness,"[0.37638402, 0.3350533, 0.360967, 0.21680862, 0.8674796, 0.25020927]",0.8674796
joy,mid terms begin next week. ,disgust,"[0.14988568, 0.35441652, 0.19966505, 0.13486893, 0.2363499, 0.086403884]",0.35441652
joy, it's okay I just won't get any pain pills til tomorrow cause my mom can't leave. . ,joy,"[0.01778572, 0.21842727, 0.17148907, 0.3236518, 0.15703268, 0.29791105]",0.3236518
joy, OMG JUST ! i get the death stare tomorrow. . . . . ,anger,"[0.99068296, 0.9784545, 0.97366446, 0.023694342, 0.93723977, 0.19513981]",0.99068296
joy,"Love when mt boyfriend gets drunk, and then no one knows where he is ",joy,"[0.012358266, 0.0038124905, 0.0105470745, 0.96457815, 0.0075766966, 0.83671963]",0.96457815
surprise,secretly learning a song on the piano. my parents will crap themselves when I preform for them Christmas day cheapgift ,disgust,"[0.3041248, 0.8513187, 0.7360835, 0.27405345, 0.81196094, 0.8140467]",0.8513187
joy,Kind of in an amazing mood  ,joy,"[0.004129067, 0.0009273734, 0.017244037, 0.9860512, 0.0007041385, 0.66297686]",0.9860512
joy,my sissy in law been cooking all day . ,surprise,"[0.43462765, 0.4658983, 0.2186017, 0.5726036, 0.46239138, 0.6630411]",0.6630411
sadness,"no matter how much i love her, or tweet her  will never tweet me back. ",sadness,"[0.91610694, 0.9431816, 0.89374155, 0.027690632, 0.9814849, 0.14945956]",0.9814849
joy,"Break! , Angels are cheering for you, blessing you. You are fully supported. Feel amp enjoy it. LJB ",joy,"[0.022823252, 0.021688838, 0.033092327, 0.90661967, 0.005455708, 0.61847776]",0.90661967
surprise, On a été a la Vp ! ! Un petit cadeau t attend a Paris hihi lt ,surprise,"[0.6242392, 0.6781913, 0.45581323, 0.6530132, 0.3687449, 0.783094]",0.783094
joy,"I release all struggle now, and I am at peace. ",joy,"[0.022899408, 0.025787318, 0.07114448, 0.7159156, 0.008737265, 0.43757942]",0.7159156
joy,Debate paper for history ,disgust,"[0.052242238, 0.11485921, 0.07681351, 0.058964077, 0.10618204, 0.06727279]",0.11485921
joy,Having a lie in tomorrow! Don't have to be up till . ,surprise,"[0.06411829, 0.34796935, 0.26617143, 0.91892546, 0.035480503, 0.95405036]",0.95405036
joy,o my fucking god new korn album is out ,anger,"[0.93970716, 0.8549162, 0.46905646, 0.63227797, 0.54426664, 0.8093061]",0.93970716
