labels,text,emo_name,prob_emo_name,prob_max
joy,There is no concrete equation for joy. you can't explain how to get in your life. ,joy,"[0.22590776, 0.11750953, 0.1876175, 0.97583425, 0.3462015, 0.7678879]",0.97583425
joy,I don't need present's of king's but just just to be in the presence of The King Peace PleasuresForEvermore ,joy,"[0.0026354075, 0.002273067, 0.023660418, 0.65248823, 0.002506337, 0.19277012]",0.65248823
joy,All my battles r surely handled properly amp never by me . . . it feels so good ,joy,"[0.012082069, 0.0012826724, 0.005725676, 0.042035334, 0.002298194, 0.04086891]",0.042035334
joy,Bringing my cousin amp his friend to jingle jam amp they get to see drake amp i dontt ? fml ,surprise,"[0.093675904, 0.057181668, 0.061773814, 0.10867779, 0.1881997, 0.30358282]",0.30358282
joy,Nobody up worth talking too so back to sleep I try to go! ,sadness,"[0.03056149, 0.16308899, 0.19871944, 0.0017504599, 0.2451078, 0.018922556]",0.2451078
joy,"Even if you're bad  something, i cant knock you if you try. / the time, those ppl are the s that love it the most. Don't kill their ",surprise,"[0.08475408, 0.081394255, 0.091659755, 0.19835068, 0.035047524, 0.20500068]",0.20500068
fear,Someone on my high school football team is also called Moriarty. ,surprise,"[0.1558845, 0.06590896, 0.14260499, 0.0939022, 0.13473067, 0.22453126]",0.22453126
anger,I just absolutely lost my mind. . ( ,anger,"[0.96731335, 0.76924163, 0.86170185, 0.3184944, 0.32650518, 0.63503474]",0.96731335
joy,Christmas lights? Check! ) now its time to decorate inside. . ,joy,"[0.004964763, 0.0046373317, 0.044747412, 0.5756654, 0.0032470499, 0.09802384]",0.5756654
joy,"Obscura, de app van  is awesome. Zowel  als ik stonden daardoor al op de homepage van La fille d'O. ",surprise,"[0.007297163, 0.006348218, 0.089748956, 0.7237134, 0.005028163, 0.8852562]",0.8852562
anger,My earlier tweet should've said quotI sometimes think I'm the youngest person. . . quot ,anger,"[0.331237, 0.113835916, 0.20202696, 0.16302925, 0.25786576, 0.12922229]",0.331237
sadness,Working on this third drink tho. . . Someone is tryna challenge me to a cook off. . . they've already ,anger,"[0.27259153, 0.025022317, 0.070706464, 0.030815875, 0.056378514, 0.04326039]",0.27259153
sadness,sounds awful but alot of people are dying recently (( ,sadness,"[0.4036428, 0.8728736, 0.88885516, 0.0065896525, 0.98972523, 0.5141555]",0.98972523
joy,Getting Ready to Spend Time With Fam --- and is What Life Is All About ,joy,"[0.015746737, 0.049923424, 0.06678189, 0.86969566, 0.0055386596, 0.5447944]",0.86969566
joy,Group meeting . hours early. Can't wait to present today and rid myself from this bitch. suitandtie ,anger,"[0.16650328, 0.03190216, 0.029124737, 0.02863045, 0.012762588, 0.035854246]",0.16650328
joy,is to do calc problems. . . . that has been my life for the last hours and will be for the rest of the night ,fear,"[0.09152329, 0.117150836, 0.18003897, 0.044886895, 0.077046186, 0.14911298]",0.18003897
sadness,Feeling left out. . . I guess I always have my boyfriend. ,sadness,"[0.03273788, 0.015307137, 0.030919556, 0.0015844919, 0.44449311, 0.015728774]",0.44449311
anger, FUCKS. ME. OFF. Its like. Bitch. This is my ultimate favourite song and you're saying where-EBER? ! hahahaha xx ,anger,"[0.89063054, 0.6777486, 0.2525467, 0.009081025, 0.076656654, 0.10371661]",0.89063054
anger, I believe you've just got on to a hypothetical highway that may be leading to the danger zone. mad ,anger,"[0.8796677, 0.5344157, 0.8252007, 0.0066796383, 0.2984524, 0.25712708]",0.8796677
fear,"So shall they fear the name of the Lord from the west, and his glory from the rising of the sun. . . . . (KJV) glory God ",fear,"[0.46100953, 0.10601678, 0.975544, 0.8591774, 0.024381341, 0.6899255]",0.975544
surprise,"Decemeber th! ! ! ! ! ! ! COME ON, good night, cant wait ",joy,"[0.057053927, 0.0032708817, 0.025881417, 0.48288786, 0.003507813, 0.14728855]",0.48288786
sadness,I only have two class periods left with my favorite teacher. ,sadness,"[0.13361874, 0.018606737, 0.31976587, 0.3039348, 0.744852, 0.16483462]",0.744852
anger,Stupid fucking woman on the bus talks to the bus driver every week for ages I wanna get home u stupid dirty old fuck ,anger,"[0.88791245, 0.68834156, 0.45123398, 0.122495346, 0.42873818, 0.14988577]",0.88791245
sadness,been awake since am. too tired for black friday fun. ,fear,"[0.0064225476, 0.006339691, 0.022711542, 0.0026775126, 0.014108233, 0.007019083]",0.022711542
surprise, when u get a chance u should leave that piece out for min then turn the lights out ,surprise,"[0.16865113, 0.034263343, 0.18925676, 0.07379216, 0.04006696, 0.2407904]",0.2407904
surprise, I would feel obligated if you knew when it happened. It's all about the element of ,surprise,"[0.09149947, 0.039067023, 0.3069971, 0.0098613035, 0.08841544, 0.37867635]",0.37867635
fear,"My biggest is loosing you, so please don't make me ever face that fear. You have no absolutely no idea how much you mean to me. ",fear,"[0.24832474, 0.21735561, 0.89705634, 0.18416621, 0.6747332, 0.36826137]",0.89705634
sadness," Thanks, but I think a puck to the eye means he probably will stay clear of the Garden. ",fear,"[0.26831096, 0.107753694, 0.72228533, 0.03233823, 0.22207782, 0.271583]",0.72228533
fear,Father forgive me for my and help me live boldly in Your truth GloryOfTheCross ,joy,"[0.28924003, 0.38098702, 0.23986049, 0.4738223, 0.05167226, 0.41428265]",0.4738223
sadness,I can't believe I'm saying this but Room by is a big ass simp album. ,surprise,"[0.32843938, 0.5417341, 0.18988606, 0.13380654, 0.24397513, 0.8828273]",0.8828273
fear,Waiting for the start of from  The return of SuperDragon will be a great night! ,joy,"[0.01798124, 0.008866154, 0.03016029, 0.938671, 0.002418025, 0.38536966]",0.938671
anger,"They're playing Manchester Orchestra in between acts. . . Hey Allston Pudding, I really would have liked to go to that concert. ",sadness,"[0.082429215, 0.022140967, 0.048241973, 0.06722664, 0.34454724, 0.07560202]",0.34454724
surprise,SOMETiMES I JUST SiT BACK AND OBSERVE THiNGS ,joy,"[0.12410268, 0.3267835, 0.1617439, 0.62631893, 0.21822551, 0.55709034]",0.62631893
joy,Guess I better start my psychology paper that's due Monday. ,fear,"[0.14350855, 0.082658775, 0.27312654, 0.023588924, 0.0919874, 0.16660604]",0.27312654
joy,literally haven't seen the sun in a week and it's finally coming out! ,joy,"[0.033726398, 0.01959124, 0.022357881, 0.421156, 0.006829186, 0.298739]",0.421156
joy,"Since this is the season to give I'm giving God my problems solutions, sickness healing, insecurity a touch of HIS garment! ",fear,"[0.034446333, 0.019214272, 0.91335493, 0.060617846, 0.0929564, 0.17348953]",0.91335493
joy,Now for the painful walk downstairs ,sadness,"[0.35585618, 0.3280464, 0.4122264, 0.0019107996, 0.94981915, 0.03929959]",0.94981915
joy,FANTASTIC. My amazing memory saves the day again! Now I can sleep in tomorrow ,joy,"[0.08036494, 0.12603176, 0.17042935, 0.35417494, 0.018663649, 0.19650261]",0.35417494
sadness,Naubusan kami ng slot sa k ng MILO MARATHON | ,surprise,"[0.209524, 0.4040519, 0.10185474, 0.23888755, 0.07062442, 0.44413596]",0.44413596
fear,People are more likely to die in hospital at the weekend? ,sadness,"[0.07505455, 0.06793055, 0.12705855, 0.0042697405, 0.2519597, 0.16311824]",0.2519597
joy,"Can honestly say, don't think I've ever done so shit in an exam before ",disgust,"[0.5566881, 0.7730602, 0.37407094, 0.055631388, 0.7103028, 0.29280114]",0.7730602
joy,Barca saraaaw  saaraawwww ya shamaataatiii fehoom Madrid today fayzen w barca finally fell XD ,sadness,"[0.29188895, 0.2585712, 0.52677476, 0.0030791427, 0.6654711, 0.16118294]",0.6654711
sadness, haha nah. For the most part im done skating for the season unless we get some really nice days. It's just to cold. ,fear,"[0.30313462, 0.2414606, 0.6265528, 0.027577827, 0.11044379, 0.21117708]",0.6265528
sadness,"If nobody makes plans by tomorrow morning, I'm gonna finally watch all those SVU episodes crowding my DVR. ",anger,"[0.49452236, 0.092557944, 0.3672502, 0.42049712, 0.113396175, 0.18259418]",0.49452236
joy,The world didnt give it and the world cant take it away ,sadness,"[0.435095, 0.11613757, 0.14564952, 0.45140332, 0.4574657, 0.22880532]",0.4574657
joy,time to start this research paper ,surprise,"[0.024486335, 0.008260297, 0.024366558, 0.13303201, 0.008412707, 0.17834435]",0.17834435
joy,History wasn't so bad! Now the last exam on tuesday! And that would be N. S! ,joy,"[0.21241306, 0.08756066, 0.20666768, 0.2559302, 0.14449361, 0.1639725]",0.2559302
joy,Ready to knock some out before . am today ,joy,"[0.20901862, 0.055084262, 0.06437457, 0.5387382, 0.013589447, 0.21678391]",0.5387382
joy, Celebrating your Birthday amp droppin a new album? Livin life w/mad style ) Happy Birthday! ! Xoxo Success ,joy,"[0.6700661, 0.013106485, 0.21451151, 0.9358014, 0.019216102, 0.6990261]",0.9358014
joy,I have learned to be content in any situation amp I thank God for peace that surpasses ALL understanding ,joy,"[0.04329448, 0.17663927, 0.17202479, 0.54859865, 0.04215331, 0.23621558]",0.54859865
joy,Just had possibly the most awkward conversation in my life. ,fear,"[0.3418818, 0.3193045, 0.6353641, 0.0005800519, 0.28756127, 0.17471072]",0.6353641
sadness,staging environment. private server. logged in to back-end CMS. opening the front-end in new window. . . too many connections. . . WTF? ,surprise,"[0.46515942, 0.38829774, 0.22210246, 0.0021804047, 0.07154606, 0.65687037]",0.65687037
joy,"Soooooo. . . yeah, I think I'm gonna start posting my newest fan fiction. I was gonna wait till I was finish, but I'm excited. D ",joy,"[0.08196585, 0.20530868, 0.1899904, 0.8800625, 0.014440304, 0.495954]",0.8800625
joy,Gotta take a customer out for dinner tonight. not ,surprise,"[0.025533903, 0.019662555, 0.014717158, 0.25417367, 0.0418826, 0.35770583]",0.35770583
anger,"quotIn your do not sin do not let the sun go down while you are still angry, and DO NOT GIVE THE DEVIL A FOOTHOLD. quot Ephesians ",anger,"[0.82228386, 0.26455006, 0.2482606, 0.030163212, 0.18936323, 0.3476613]",0.82228386
sadness,"sleepy time. cant wait to work with  tomorrow, considering her days are numbered dontwannathinkaboutit ",fear,"[0.016150577, 0.0039770342, 0.106667675, 0.01168966, 0.015113011, 0.0065090074]",0.106667675
fear, I'm also putting off getting an eye test as I know ill need glasses! ,fear,"[0.20592742, 0.10916945, 0.88024074, 0.033227146, 0.36703002, 0.04170032]",0.88024074
joy," Jon bought me a luffly Radley purse yesterday  very nice, lucky you! ! x ",surprise,"[0.0025880975, 0.0016810482, 0.013148677, 0.19857614, 0.00025869437, 0.38201222]",0.38201222
fear,''What is profound might become absolutely meaningless'' ,fear,"[0.2519589, 0.19196007, 0.7029437, 0.034210023, 0.40247586, 0.4316331]",0.7029437
surprise,back on the internet no such thing as writing essays. ,sadness,"[0.05990495, 0.020818764, 0.037312984, 0.015603842, 0.12660314, 0.06970328]",0.12660314
sadness,I want cake. I bet we don't have any. ,fear,"[0.024464004, 0.006686036, 0.30517703, 0.024532847, 0.09091857, 0.09684638]",0.30517703
surprise,"Je viens de voir le film Les Schtroumpfs avec mes enfants. Et j'ai beaucoup ri. Par contre, bien sûr téléchargercesttrèsmal ",surprise,"[0.13131347, 0.06066076, 0.08882754, 0.046358358, 0.06807569, 0.17461115]",0.17461115
joy,"Remember, men need laughter sometimes more than food. ",joy,"[0.0131988395, 0.004438904, 0.026122045, 0.91493696, 0.01841842, 0.18704914]",0.91493696
joy,Great. . . thanksgiving. mad people in my house for no apparent reason smh -_- ,anger,"[0.8789436, 0.009783793, 0.012753086, 0.001505786, 0.01003784, 0.028337345]",0.8789436
fear,"Don't believe the lies, look me in the eyes- please don't be scared of me ",fear,"[0.35635272, 0.16565241, 0.81451786, 0.11245677, 0.24350688, 0.20882627]",0.81451786
joy,"It's so cold in here every freaking girls boobs, including my own, have become their own powerpoint presentation. ",disgust,"[0.31089398, 0.42888623, 0.30287468, 0.002462904, 0.19254678, 0.045185465]",0.42888623
anger, I received my parcel trashed. It proves it was teared from backside and thing was removed. cheapservice ,disgust,"[0.7892312, 0.86803764, 0.3048515, 0.012104633, 0.66117793, 0.15941872]",0.86803764
surprise,"Got approved for a Kay credit card for up to $, going to buy James a watch! Shhhhhh lol ",surprise,"[0.04873163, 0.01836063, 0.07997683, 0.18105428, 0.01875848, 0.38844463]",0.38844463
joy,"Abundance is seeing lots and lots of family, eat lots of delicious food, see many beautiful places repeatedly over the last four days. ",joy,"[0.0035615359, 0.0010462676, 0.0072800536, 0.82326436, 0.0010369774, 0.084271826]",0.82326436
surprise,Traffic jam of Bandra-Worli Sea link from Bandra to Worli. ,fear,"[0.48856622, 0.2816193, 0.55370224, 0.0025700952, 0.37297437, 0.18844688]",0.55370224
anger,Went upstairs for a min and came back to find my puppy ate a huge corner of my book. . . ,sadness,"[0.71812564, 0.62326884, 0.3489014, 0.011910981, 0.82295716, 0.6901412]",0.82295716
fear,Little hesitant to apply deodorant ever again ,fear,"[0.38821223, 0.41047347, 0.9149149, 0.0046216957, 0.20786865, 0.46394512]",0.9149149
joy,Enjoy this Day Beautiful World and Planet Earth's wonderful people! ! ,joy,"[0.010953975, 0.0023564075, 0.024331797, 0.9346577, 0.008942772, 0.2728969]",0.9346577
joy,Guess what? Its Thursday and I have tests today. . . ,surprise,"[0.3043452, 0.15151952, 0.36431172, 0.10362014, 0.41272342, 0.68705034]",0.68705034
sadness,Packing to leave tomorrow ,sadness,"[0.23297551, 0.2682997, 0.2630362, 0.2973587, 0.7267473, 0.34065235]",0.7267473
surprise,"Had me zo voorgenomen om Josey zelf zijn te laten maken. . . Waarom zit ik dan onder de behanglijm, glitters en verf? ",fear,"[0.2654893, 0.32744598, 0.40531904, 0.113544755, 0.22637492, 0.39121112]",0.40531904
fear,Is it a lack of or a of loneliness that make people put up with bullshit ,sadness,"[0.08974493, 0.11544717, 0.05996819, 0.02127097, 0.27403158, 0.07936252]",0.27403158
fear, China has it right regarding Don't listen to the rhetoric amp mongering disguising oil amp gas motives ,fear,"[0.19707474, 0.23135884, 0.26568535, 0.10015222, 0.16199829, 0.2523992]",0.26568535
surprise,I haven't listened to I Remember Me in full in a minute ,sadness,"[0.30378354, 0.1483893, 0.2703821, 0.09475727, 0.5049941, 0.37213394]",0.5049941
joy,gotta get up in hours to ride a plane ,anger,"[0.48683128, 0.39874214, 0.4565851, 0.071901016, 0.3161177, 0.35534865]",0.48683128
joy,Happiness may shift with the circumstances but the Joy of the Lord gives you the Victory over the circumstances. ,joy,"[0.06208823, 0.017369412, 0.12662438, 0.9645814, 0.16830443, 0.29644728]",0.9645814
anger,words cant even describe how i feel right nowww! mad cmonguys ,anger,"[0.9898185, 0.42511582, 0.104417175, 0.015437998, 0.20078866, 0.24190152]",0.9898185
joy,bawling my eyes out and curled up. . . . i have never felt this sick so far ,disgust,"[0.041239224, 0.8979414, 0.68473506, 0.0019408837, 0.8320032, 0.5315976]",0.8979414
fear,Had a coffee about hours ago and I'm coming up like a bastard with the and jitters now! Need naggins to calm me down ! ! ! ,fear,"[0.02893456, 0.09374509, 0.7121214, 0.003890764, 0.05484172, 0.10637173]",0.7121214
joy,Working my first Campbell game of the year ,joy,"[0.3731096, 0.2524538, 0.28789684, 0.37943497, 0.34297273, 0.32866722]",0.37943497
surprise,Your o dancing like your o big when your boob pops out scotch ,joy,"[0.023092113, 0.03199821, 0.07065742, 0.29982635, 0.0064927246, 0.22512458]",0.29982635
joy,After all that ive been through I still have The joy of the Lord is my strength. The devil cant steal my joy. Joy. GM TWEEPS! ! ! ! ,joy,"[0.002817745, 0.0022338012, 0.0052307346, 0.2830693, 0.0012588772, 0.16882876]",0.2830693
anger," you ok? ( is such a good hashtag, love getting evil feelings out that way! ",anger,"[0.80788094, 0.39478824, 0.22483446, 0.0025933266, 0.12367677, 0.028971588]",0.80788094
sadness,Is wanting  to be healthy to join me back in the paint ,joy,"[0.056121387, 0.022784159, 0.05143447, 0.2971293, 0.02262843, 0.16615677]",0.2971293
surprise,"RT, follow  and WIN one of the special collector items that we are giving away to our Twitter friends! RT WIN ",joy,"[0.4959251, 0.8157429, 0.24537632, 0.92702, 0.14458409, 0.84740597]",0.92702
joy,"Seein' folks, overcome limitations, by seeing that THEY can be who they DREAM! That their capacity for is the compass! ",joy,"[0.02819776, 0.018928349, 0.12655309, 0.5565764, 0.012111255, 0.24385999]",0.5565764
joy, COME take pictures with Comet The Bear in the Pearson Commons from - PM! ) Christmas pictures! ! ! ,joy,"[0.0029216115, 0.0064722933, 0.0077921366, 0.29198596, 0.0016243019, 0.1146593]",0.29198596
anger,Annoying people who rung you and then hang up once you pick up the phone ,anger,"[0.70575047, 0.4283484, 0.29349175, 0.022906244, 0.15135425, 0.29411384]",0.70575047
joy,Lost volleyball game to meadowlark ,sadness,"[0.6704464, 0.4497295, 0.26909745, 0.19646044, 0.7391071, 0.3849707]",0.7391071
joy,Nothing like a am dentist appointment to get your day started right. . . whatdididotodeservethis ,fear,"[0.09153181, 0.027516633, 0.109099865, 0.058793593, 0.030115591, 0.040292613]",0.109099865
joy,Successful day of nothingness. D Now back to reality. ,surprise,"[0.03138927, 0.020806214, 0.063392974, 0.015105843, 0.06763745, 0.07065118]",0.07065118
fear,"Looking through old Facebook photos, I noticed circa late spring , aka graduation, that my eyes were bugged out. ",sadness,"[0.7529038, 0.58456606, 0.7174201, 0.046450607, 0.8138539, 0.3938607]",0.8138539
surprise,Arabic coursework deadline extended by a week! ,joy,"[0.15609536, 0.10207573, 0.06760998, 0.33334658, 0.02692642, 0.25613502]",0.33334658
surprise,"Tyler Seguin (Boston), Ryan Nugent-Hopkins (Edmonton) and Jeff Skinner (Carolina) will not be made available for world juniors. ",sadness,"[0.27066872, 0.44062084, 0.21423237, 0.036260325, 0.66862565, 0.25800368]",0.66862565
surprise,watch'n the news ampamp this lady went to the ER for stomach cramps ampamp had a whole baby . . she didn kno she was preggo what a ,surprise,"[0.18558341, 0.14945583, 0.13317665, 0.069246404, 0.25334403, 0.47323555]",0.47323555
joy,"Our storms are designed to test out Faith. As a Christian we have the power to WIN in every situation. Cry but keep flying, ",sadness,"[0.042961232, 0.014786665, 0.037690632, 0.02009414, 0.057161443, 0.03583533]",0.057161443
joy,mom said someone ant work called her newborn girl LUBNA wohoo ,anger,"[0.3214068, 0.10420356, 0.0994603, 0.10862811, 0.024858125, 0.17619675]",0.3214068
sadness,"Lol! I just did, too. RT  I forced some down anyway, lol I'll regret it later RT  No room for dessert. ",fear,"[0.062454388, 0.07317653, 0.58777523, 0.0047064447, 0.07372768, 0.023662832]",0.58777523
anger,We all are not worthy of God's forgiveness. We are saved by His loving grace. Don't harbor resentment. fear ,anger,"[0.79430616, 0.7669381, 0.7436257, 0.45414558, 0.74927896, 0.62487864]",0.79430616
joy,at JAKARTA quotMAGICAL ELECTROquot W/ DJ's  CHRISTWIST KHALID amp MAGICIAN MASTER DANIEL GL DANES  ,joy,"[0.10734337, 0.11236334, 0.0919397, 0.46738046, 0.035448812, 0.10115819]",0.46738046
sadness,I meet Santa Claus! ! ! ! He said he couldn't bring me  me and  we're sad. ,sadness,"[0.017537946, 0.014734248, 0.020061165, 0.0014662867, 0.9282586, 0.10031486]",0.9282586
sadness,I'll miss watching Buehrle on the south side. He was my favorite White Sox player. ,sadness,"[0.2513262, 0.028574293, 0.2622591, 0.19236556, 0.89038336, 0.25547162]",0.89038336
fear,And know I pop bottles because I bottle my emotions. . At least I put it all in the open. . ,surprise,"[0.00054717116, 0.0005149706, 0.00053202594, 0.0005264665, 0.00074321683, 0.00092290266]",0.00092290266
anger," nevermind. forget it, and im so mad i forgot the moves earlier! ",anger,"[0.9835122, 0.6749964, 0.3967937, 0.0015924128, 0.6676582, 0.13726549]",0.9835122
joy,I am fucking extremely full! ! ,surprise,"[0.068702266, 0.07122595, 0.032078344, 0.22003174, 0.0068336506, 0.27176824]",0.27176824
joy,Tweetin For My Big Brovaa Since His Fatt Ass Wanna Take Snack Breaks n Shitt. ! ,anger,"[0.7946464, 0.46856144, 0.3330407, 0.15854082, 0.27776873, 0.2065054]",0.7946464
joy,"Such a pointless day at college, just ate mcdonalds now for fitness ",sadness,"[0.028969677, 0.046397083, 0.037543055, 0.014418495, 0.079172686, 0.04348809]",0.079172686
surprise,Wow! RT  I've got a feeling that very shortly we'll be making a special announcement for a very lucky person. . . ! ,joy,"[0.051206816, 0.08131354, 0.038636252, 0.8642927, 0.0018306926, 0.56449014]",0.8642927
disgust,"This covo in the car is so funny about dudes fucking dudes, in the hood ",joy,"[0.09243151, 0.008720127, 0.07229404, 0.36657554, 0.0031972348, 0.20978151]",0.36657554
surprise,"Mum and Dad left £ and some sweets on our bed, ",surprise,"[0.010646312, 0.0076637673, 0.009404706, 0.3893241, 0.024909746, 0.6707599]",0.6707599
surprise,"aww. max gaat in de kast liggen en als ik er dan langs loop, valt ie me aan attack ",sadness,"[0.89792794, 0.3415116, 0.8085131, 0.18442474, 0.899226, 0.7004689]",0.899226
anger,At what point does Fred Hoiberg's heart doctor get concerned? ,fear,"[0.020134693, 0.020550516, 0.37774858, 0.22381085, 0.061764814, 0.09081361]",0.37774858
sadness,Back from the hospital just in time for a tutorial. Today will not be a good day boredness fedupness ,sadness,"[0.052500963, 0.069159314, 0.061724063, 0.002147594, 0.09051961, 0.03946601]",0.09051961
joy,"Our pastor asked us to join in him in fasting, for days, in this eat right and exercise. ",surprise,"[0.025824564, 0.015741697, 0.043489914, 0.019934699, 0.02774495, 0.09411147]",0.09411147
surprise,Hannibal for the night for  birthday! ! ! ,fear,"[0.02418351, 0.016125668, 0.5776754, 0.38426802, 0.0008778776, 0.48548073]",0.5776754
surprise,It's so awesome to a woman when she gets outta the shower by eating her pussy. ,joy,"[0.022177858, 0.0015735533, 0.034894723, 0.8999372, 0.0021490569, 0.4299065]",0.8999372
joy,I have a date mw. I haven't been this excited to go out in months. I feel the need to look pretty amp get flowers  nervous ,joy,"[0.0104110455, 0.0018062417, 0.018257003, 0.34490395, 0.0065645385, 0.08042792]",0.34490395
anger,  miss carmen u need to control that ask joey he does s good job s ,anger,"[0.36083588, 0.12718967, 0.24237186, 0.07473396, 0.11994882, 0.18573827]",0.36083588
joy,mid terms begin next week. ,sadness,"[0.17316797, 0.05864921, 0.10813537, 0.15882592, 0.19184577, 0.14173073]",0.19184577
joy, it's okay I just won't get any pain pills til tomorrow cause my mom can't leave. . ,surprise,"[0.046181988, 0.03348333, 0.17038101, 0.016331716, 0.036964595, 0.17089288]",0.17089288
joy, OMG JUST ! i get the death stare tomorrow. . . . . ,fear,"[0.7065357, 0.8075393, 0.93235284, 0.0018111556, 0.18973558, 0.72835404]",0.93235284
joy,"Love when mt boyfriend gets drunk, and then no one knows where he is ",joy,"[0.0020131213, 0.00047014584, 0.016480962, 0.80799955, 0.0007283725, 0.29396233]",0.80799955
surprise,secretly learning a song on the piano. my parents will crap themselves when I preform for them Christmas day cheapgift ,surprise,"[0.09851776, 0.29774192, 0.2889854, 0.092164725, 0.12558036, 0.84465206]",0.84465206
joy,Kind of in an amazing mood  ,joy,"[0.009022134, 0.001637907, 0.013626307, 0.94364685, 0.0033698296, 0.46842048]",0.94364685
joy,my sissy in law been cooking all day . ,joy,"[0.042738374, 0.038049392, 0.10085497, 0.32552856, 0.053731814, 0.17853853]",0.32552856
sadness,"no matter how much i love her, or tweet her  will never tweet me back. ",sadness,"[0.15354022, 0.09357046, 0.20516756, 0.0041302163, 0.8732939, 0.24839328]",0.8732939
joy,"Break! , Angels are cheering for you, blessing you. You are fully supported. Feel amp enjoy it. LJB ",joy,"[0.015826412, 0.003725103, 0.054740634, 0.8255039, 0.0050137085, 0.44740674]",0.8255039
surprise, On a été a la Vp ! ! Un petit cadeau t attend a Paris hihi lt ,surprise,"[0.03327836, 0.009920673, 0.056407224, 0.095399976, 0.012542646, 0.35427517]",0.35427517
joy,"I release all struggle now, and I am at peace. ",joy,"[0.119213894, 0.004745373, 0.15247005, 0.67619485, 0.029465806, 0.18748923]",0.67619485
joy,Debate paper for history ,joy,"[0.14856143, 0.062229864, 0.16931643, 0.18560803, 0.06850899, 0.14183173]",0.18560803
joy,Having a lie in tomorrow! Don't have to be up till . ,joy,"[0.2171092, 0.23392916, 0.29935297, 0.89436454, 0.036234155, 0.7817246]",0.89436454
joy,o my fucking god new korn album is out ,disgust,"[0.2349021, 0.65542686, 0.25320596, 0.06800853, 0.10038311, 0.43764937]",0.65542686
