labels,text,expr_emo,prob_expr_emo,prob_max
joy, bahahahaha so many things i could say. . . RT  I just shit my pants. Pure % gravy. ,disgust,"[0.94730484, 0.95011264, 0.91626173, 0.05560032, 0.44609278, 0.9426786]",0.95011264
sadness, morning ) oh what a bad episode to come in towards the end. . . And only more episode? ? ,surprise,"[0.9743414, 0.99428844, 0.98255324, 0.0033162502, 0.9941841, 0.99753535]",0.99753535
fear,large crowds of manic football fans amp mascots ,anger,"[0.981659, 0.20562544, 0.44260228, 0.90036, 0.067663014, 0.8780218]",0.981659
joy,There is no concrete equation for joy. you can't explain how to get in your life. ,surprise,"[0.031122085, 0.06434787, 0.08761523, 0.05272226, 0.08686511, 0.44829378]",0.44829378
joy,I don't need present's of king's but just just to be in the presence of The King Peace PleasuresForEvermore ,joy,"[0.0190858, 0.021223338, 0.020480085, 0.98124504, 0.028550467, 0.53379977]",0.98124504
joy,All my battles r surely handled properly amp never by me . . . it feels so good ,joy,"[0.039848167, 0.00943842, 0.028410973, 0.99331963, 0.009992798, 0.96012]",0.99331963
joy,Bringing my cousin amp his friend to jingle jam amp they get to see drake amp i dontt ? fml ,surprise,"[0.45394796, 0.40277168, 0.56285053, 0.88725775, 0.68053854, 0.98005223]",0.98005223
joy,Nobody up worth talking too so back to sleep I try to go! ,fear,"[0.5117194, 0.9640375, 0.977751, 0.021424241, 0.9528824, 0.9001218]",0.977751
joy,"Even if you're bad  something, i cant knock you if you try. / the time, those ppl are the s that love it the most. Don't kill their ",surprise,"[0.6504, 0.09209043, 0.283701, 0.360304, 0.52898824, 0.65052336]",0.65052336
fear,Someone on my high school football team is also called Moriarty. ,anger,"[0.7459552, 0.49210754, 0.6478502, 0.24636115, 0.74199605, 0.6643649]",0.7459552
anger,I just absolutely lost my mind. . ( ,anger,"[0.996956, 0.9423563, 0.98306656, 0.01150129, 0.9798737, 0.97374314]",0.996956
joy,Christmas lights? Check! ) now its time to decorate inside. . ,joy,"[0.02108493, 0.022751383, 0.046424434, 0.9752898, 0.06409319, 0.9200214]",0.9752898
joy,"Obscura, de app van  is awesome. Zowel  als ik stonden daardoor al op de homepage van La fille d'O. ",surprise,"[0.16202296, 0.017224882, 0.27424738, 0.57190377, 0.11676268, 0.66622144]",0.66622144
anger,My earlier tweet should've said quotI sometimes think I'm the youngest person. . . quot ,fear,"[0.81292415, 0.57474494, 0.82601136, 0.02534517, 0.75033975, 0.71204585]",0.82601136
sadness,Working on this third drink tho. . . Someone is tryna challenge me to a cook off. . . they've already ,fear,"[0.9308592, 0.6254494, 0.9417326, 0.035360917, 0.66448116, 0.8616336]",0.9417326
sadness,sounds awful but alot of people are dying recently (( ,sadness,"[0.98703766, 0.9890808, 0.98819846, 0.0032772976, 0.99287605, 0.5902174]",0.99287605
joy,Getting Ready to Spend Time With Fam --- and is What Life Is All About ,joy,"[0.011534063, 0.0052601136, 0.014602312, 0.9877983, 0.013809961, 0.49975538]",0.9877983
joy,Group meeting . hours early. Can't wait to present today and rid myself from this bitch. suitandtie ,anger,"[0.9799028, 0.96248, 0.04135509, 0.94707245, 0.03566651, 0.93303394]",0.9799028
joy,is to do calc problems. . . . that has been my life for the last hours and will be for the rest of the night ,sadness,"[0.98159695, 0.96598333, 0.97655666, 0.053016413, 0.9936841, 0.76085603]",0.9936841
sadness,Feeling left out. . . I guess I always have my boyfriend. ,surprise,"[0.98271173, 0.9585614, 0.9842785, 0.0040639997, 0.99270695, 0.9951911]",0.9951911
anger, FUCKS. ME. OFF. Its like. Bitch. This is my ultimate favourite song and you're saying where-EBER? ! hahahaha xx ,surprise,"[0.9822218, 0.6325507, 0.6659306, 0.8571329, 0.11258976, 0.9890859]",0.9890859
anger, I believe you've just got on to a hypothetical highway that may be leading to the danger zone. mad ,anger,"[0.9973104, 0.9525834, 0.9203865, 0.0004381598, 0.010905074, 0.07876545]",0.9973104
fear,"So shall they fear the name of the Lord from the west, and his glory from the rising of the sun. . . . . (KJV) glory God ",fear,"[0.03400154, 0.0139451055, 0.9922437, 0.82681084, 0.0094797565, 0.4500206]",0.9922437
surprise,"Decemeber th! ! ! ! ! ! ! COME ON, good night, cant wait ",surprise,"[0.9685394, 0.8843047, 0.9839171, 0.9713624, 0.99615186, 0.99716955]",0.99716955
sadness,I only have two class periods left with my favorite teacher. ,joy,"[0.2778686, 0.01172482, 0.6647929, 0.98187995, 0.96743727, 0.89971066]",0.98187995
anger,Stupid fucking woman on the bus talks to the bus driver every week for ages I wanna get home u stupid dirty old fuck ,anger,"[0.99599564, 0.9946689, 0.92423713, 0.01904326, 0.96363086, 0.8424709]",0.99599564
sadness,been awake since am. too tired for black friday fun. ,sadness,"[0.7788711, 0.86629826, 0.8486051, 0.0481404, 0.9158604, 0.7578068]",0.9158604
surprise, when u get a chance u should leave that piece out for min then turn the lights out ,sadness,"[0.80582726, 0.7084056, 0.8506372, 0.40346655, 0.92528296, 0.7538499]",0.92528296
surprise, I would feel obligated if you knew when it happened. It's all about the element of ,sadness,"[0.8170353, 0.7194676, 0.9249086, 0.14499956, 0.94601005, 0.9081676]",0.94601005
fear,"My biggest is loosing you, so please don't make me ever face that fear. You have no absolutely no idea how much you mean to me. ",sadness,"[0.7736015, 0.23860277, 0.9404228, 0.01296255, 0.94573456, 0.33632892]",0.94573456
sadness," Thanks, but I think a puck to the eye means he probably will stay clear of the Garden. ",fear,"[0.90725976, 0.8319313, 0.9790197, 0.35239398, 0.9220934, 0.9183037]",0.9790197
fear,Father forgive me for my and help me live boldly in Your truth GloryOfTheCross ,sadness,"[0.31724182, 0.39926615, 0.4514744, 0.027433474, 0.7461671, 0.71819764]",0.7461671
sadness,I can't believe I'm saying this but Room by is a big ass simp album. ,surprise,"[0.8533308, 0.91840196, 0.87502706, 0.05472193, 0.94352937, 0.9980856]",0.9980856
fear,Waiting for the start of from  The return of SuperDragon will be a great night! ,joy,"[0.02028756, 0.008053996, 0.015196719, 0.99473935, 0.014219438, 0.9756822]",0.99473935
anger,"They're playing Manchester Orchestra in between acts. . . Hey Allston Pudding, I really would have liked to go to that concert. ",sadness,"[0.8722302, 0.02668063, 0.51146626, 0.8242728, 0.9933739, 0.9854081]",0.9933739
surprise,SOMETiMES I JUST SiT BACK AND OBSERVE THiNGS ,surprise,"[0.18064287, 0.04741332, 0.38388178, 0.9645644, 0.9508504, 0.96817815]",0.96817815
joy,Guess I better start my psychology paper that's due Monday. ,surprise,"[0.30492258, 0.41888994, 0.46503073, 0.22515696, 0.69080746, 0.7129541]",0.7129541
joy,literally haven't seen the sun in a week and it's finally coming out! ,surprise,"[0.902738, 0.1740043, 0.2645407, 0.9927971, 0.0612169, 0.9970982]",0.9970982
joy,"Since this is the season to give I'm giving God my problems solutions, sickness healing, insecurity a touch of HIS garment! ",surprise,"[0.034748867, 0.1213888, 0.4292327, 0.24127892, 0.19810879, 0.9446965]",0.9446965
joy,Now for the painful walk downstairs ,sadness,"[0.98184353, 0.9751785, 0.9772753, 0.00142913, 0.98469794, 0.2737342]",0.98469794
joy,FANTASTIC. My amazing memory saves the day again! Now I can sleep in tomorrow ,surprise,"[0.01711284, 0.0013101333, 0.010525425, 0.9984188, 0.00827481, 0.99871886]",0.99871886
sadness,Naubusan kami ng slot sa k ng MILO MARATHON | ,sadness,"[0.9136253, 0.9413765, 0.9379686, 0.94380194, 0.98898566, 0.9821552]",0.98898566
fear,People are more likely to die in hospital at the weekend? ,surprise,"[0.9150941, 0.7747342, 0.9786659, 0.18138927, 0.9337501, 0.9917868]",0.9917868
joy,"Can honestly say, don't think I've ever done so shit in an exam before ",surprise,"[0.99357384, 0.99760157, 0.99237275, 0.018531045, 0.9943007, 0.9985844]",0.9985844
joy,Barca saraaaw  saaraawwww ya shamaataatiii fehoom Madrid today fayzen w barca finally fell XD ,surprise,"[0.1954692, 0.7187043, 0.92567044, 0.96960056, 0.98998827, 0.9920145]",0.9920145
sadness, haha nah. For the most part im done skating for the season unless we get some really nice days. It's just to cold. ,sadness,"[0.7255202, 0.6058875, 0.69513994, 0.3095968, 0.8996612, 0.72214836]",0.8996612
sadness,"If nobody makes plans by tomorrow morning, I'm gonna finally watch all those SVU episodes crowding my DVR. ",fear,"[0.9109711, 0.45466155, 0.94421774, 0.23215076, 0.80300623, 0.6844352]",0.94421774
joy,The world didnt give it and the world cant take it away ,sadness,"[0.97425735, 0.931969, 0.9060479, 0.13993277, 0.9834426, 0.9019708]",0.9834426
joy,time to start this research paper ,surprise,"[0.018699499, 0.012899472, 0.018861653, 0.06792508, 0.023357427, 0.086302154]",0.086302154
joy,History wasn't so bad! Now the last exam on tuesday! And that would be N. S! ,surprise,"[0.5345535, 0.033654295, 0.63709086, 0.7057964, 0.59812135, 0.9971143]",0.9971143
joy,Ready to knock some out before . am today ,anger,"[0.581608, 0.32065952, 0.04711068, 0.5644728, 0.41272792, 0.5623513]",0.581608
joy, Celebrating your Birthday amp droppin a new album? Livin life w/mad style ) Happy Birthday! ! Xoxo Success ,joy,"[0.036080793, 0.0038883607, 0.006987773, 0.9952885, 0.008001976, 0.9825476]",0.9952885
joy,I have learned to be content in any situation amp I thank God for peace that surpasses ALL understanding ,joy,"[0.006045387, 0.008393556, 0.0067718383, 0.9936573, 0.007382845, 0.46464074]",0.9936573
joy,Just had possibly the most awkward conversation in my life. ,sadness,"[0.6032847, 0.78413546, 0.82840633, 0.005372637, 0.84667724, 0.46674642]",0.84667724
sadness,staging environment. private server. logged in to back-end CMS. opening the front-end in new window. . . too many connections. . . WTF? ,surprise,"[0.9644902, 0.9710373, 0.8728117, 0.047577877, 0.79548824, 0.9928484]",0.9928484
joy,"Soooooo. . . yeah, I think I'm gonna start posting my newest fan fiction. I was gonna wait till I was finish, but I'm excited. D ",joy,"[0.076352835, 0.018767968, 0.01712927, 0.9953041, 0.014871492, 0.9816466]",0.9953041
joy,Gotta take a customer out for dinner tonight. not ,sadness,"[0.6298072, 0.70039415, 0.77871233, 0.19293413, 0.8912634, 0.7546533]",0.8912634
anger,"quotIn your do not sin do not let the sun go down while you are still angry, and DO NOT GIVE THE DEVIL A FOOTHOLD. quot Ephesians ",anger,"[0.954567, 0.8849116, 0.85181963, 0.019177062, 0.6319781, 0.6448059]",0.954567
sadness,"sleepy time. cant wait to work with  tomorrow, considering her days are numbered dontwannathinkaboutit ",fear,"[0.026727745, 0.6229101, 0.78421944, 0.22943622, 0.7620617, 0.50947016]",0.78421944
fear, I'm also putting off getting an eye test as I know ill need glasses! ,surprise,"[0.99046785, 0.9479618, 0.9908874, 0.37129992, 0.967213, 0.99612975]",0.99612975
joy," Jon bought me a luffly Radley purse yesterday  very nice, lucky you! ! x ",surprise,"[0.012081168, 0.0037576465, 0.05149146, 0.9966453, 0.017852109, 0.99790466]",0.99790466
fear,''What is profound might become absolutely meaningless'' ,fear,"[0.87418324, 0.7431704, 0.9889731, 0.015290215, 0.9778462, 0.79452556]",0.9889731
surprise,back on the internet no such thing as writing essays. ,disgust,"[0.5417963, 0.7340221, 0.5641602, 0.07233662, 0.6443158, 0.6311105]",0.7340221
sadness,I want cake. I bet we don't have any. ,surprise,"[0.40145868, 0.037689604, 0.3238416, 0.78614265, 0.8231758, 0.9836678]",0.9836678
surprise,"Je viens de voir le film Les Schtroumpfs avec mes enfants. Et j'ai beaucoup ri. Par contre, bien sûr téléchargercesttrèsmal ",joy,"[0.78418815, 0.5409499, 0.5884937, 0.9713496, 0.8767916, 0.9683326]",0.9713496
joy,"Remember, men need laughter sometimes more than food. ",joy,"[0.008781499, 0.0073919995, 0.01027201, 0.9738877, 0.007542728, 0.6625054]",0.9738877
joy,Great. . . thanksgiving. mad people in my house for no apparent reason smh -_- ,surprise,"[0.9586307, 0.9467209, 0.7712858, 0.09121579, 0.3999486, 0.98633444]",0.98633444
fear,"Don't believe the lies, look me in the eyes- please don't be scared of me ",sadness,"[0.8367855, 0.5338458, 0.66445684, 0.041866913, 0.8588394, 0.85357845]",0.8588394
joy,"It's so cold in here every freaking girls boobs, including my own, have become their own powerpoint presentation. ",disgust,"[0.9423287, 0.97991794, 0.97761667, 0.01355088, 0.9185749, 0.83299416]",0.97991794
anger, I received my parcel trashed. It proves it was teared from backside and thing was removed. cheapservice ,disgust,"[0.9085698, 0.9766614, 0.66571, 0.010473425, 0.9285713, 0.9402233]",0.9766614
surprise,"Got approved for a Kay credit card for up to $, going to buy James a watch! Shhhhhh lol ",surprise,"[0.16029255, 0.28450653, 0.9607839, 0.108777545, 0.385856, 0.9941262]",0.9941262
joy,"Abundance is seeing lots and lots of family, eat lots of delicious food, see many beautiful places repeatedly over the last four days. ",joy,"[0.0039947913, 0.0014490036, 0.002893367, 0.97211456, 0.0010041657, 0.9072041]",0.97211456
surprise,Traffic jam of Bandra-Worli Sea link from Bandra to Worli. ,anger,"[0.77510434, 0.7412089, 0.73691577, 0.055509716, 0.7618607, 0.5486924]",0.77510434
anger,Went upstairs for a min and came back to find my puppy ate a huge corner of my book. . . ,surprise,"[0.9682283, 0.96958053, 0.9256441, 0.018871214, 0.97165495, 0.98505914]",0.98505914
fear,Little hesitant to apply deodorant ever again ,fear,"[0.6674636, 0.9618957, 0.9959435, 0.050498527, 0.96494603, 0.97253954]",0.9959435
joy,Enjoy this Day Beautiful World and Planet Earth's wonderful people! ! ,joy,"[0.0038850263, 0.0016396381, 0.0031644716, 0.9980603, 0.003194057, 0.9838774]",0.9980603
joy,Guess what? Its Thursday and I have tests today. . . ,surprise,"[0.7803891, 0.74041194, 0.8187998, 0.027873997, 0.8744996, 0.99261546]",0.99261546
sadness,Packing to leave tomorrow ,sadness,"[0.34843516, 0.1255248, 0.82182086, 0.13791974, 0.8492119, 0.1413141]",0.8492119
surprise,"Had me zo voorgenomen om Josey zelf zijn te laten maken. . . Waarom zit ik dan onder de behanglijm, glitters en verf? ",surprise,"[0.6084074, 0.41456762, 0.66558963, 0.6605771, 0.3160271, 0.9405967]",0.9405967
fear,Is it a lack of or a of loneliness that make people put up with bullshit ,anger,"[0.794764, 0.5984649, 0.36611548, 0.010756026, 0.58656967, 0.6863019]",0.794764
fear, China has it right regarding Don't listen to the rhetoric amp mongering disguising oil amp gas motives ,disgust,"[0.90408957, 0.9240911, 0.5892365, 0.10224571, 0.61535764, 0.671589]",0.9240911
surprise,I haven't listened to I Remember Me in full in a minute ,surprise,"[0.76384926, 0.6117556, 0.87503225, 0.27005073, 0.9332556, 0.9807308]",0.9807308
joy,gotta get up in hours to ride a plane ,fear,"[0.85099995, 0.6826259, 0.9603009, 0.054320853, 0.91723895, 0.6359513]",0.9603009
joy,Happiness may shift with the circumstances but the Joy of the Lord gives you the Victory over the circumstances. ,joy,"[0.0053933365, 0.01526229, 0.006295425, 0.9007382, 0.012260859, 0.3684117]",0.9007382
anger,words cant even describe how i feel right nowww! mad cmonguys ,anger,"[0.9841652, 0.9792941, 0.72325563, 0.017599812, 0.8478306, 0.5292831]",0.9841652
joy,bawling my eyes out and curled up. . . . i have never felt this sick so far ,sadness,"[0.975753, 0.9923201, 0.9841613, 0.011348374, 0.9969807, 0.965203]",0.9969807
fear,Had a coffee about hours ago and I'm coming up like a bastard with the and jitters now! Need naggins to calm me down ! ! ! ,fear,"[0.9754852, 0.97792655, 0.99632806, 0.0076610586, 0.99385947, 0.9840843]",0.99632806
joy,Working my first Campbell game of the year ,surprise,"[0.22308815, 0.17143981, 0.46044305, 0.7754338, 0.6068939, 0.9489394]",0.9489394
surprise,Your o dancing like your o big when your boob pops out scotch ,surprise,"[0.36763197, 0.2749164, 0.17248172, 0.9831013, 0.014739662, 0.98849165]",0.98849165
joy,After all that ive been through I still have The joy of the Lord is my strength. The devil cant steal my joy. Joy. GM TWEEPS! ! ! ! ,joy,"[0.005738533, 0.007213192, 0.010232594, 0.98726594, 0.00396916, 0.97706956]",0.98726594
anger," you ok? ( is such a good hashtag, love getting evil feelings out that way! ",anger,"[0.99034214, 0.977827, 0.85164624, 0.007706958, 0.7412083, 0.29300684]",0.99034214
sadness,Is wanting  to be healthy to join me back in the paint ,surprise,"[0.10427804, 0.036191877, 0.08287391, 0.21711686, 0.44895685, 0.7479809]",0.7479809
surprise,"RT, follow  and WIN one of the special collector items that we are giving away to our Twitter friends! RT WIN ",surprise,"[0.643886, 0.44655955, 0.6273968, 0.66228783, 0.74165446, 0.76418066]",0.76418066
joy,"Seein' folks, overcome limitations, by seeing that THEY can be who they DREAM! That their capacity for is the compass! ",surprise,"[0.2098806, 0.025883073, 0.082646504, 0.9831565, 0.076719955, 0.99474216]",0.99474216
joy, COME take pictures with Comet The Bear in the Pearson Commons from - PM! ) Christmas pictures! ! ! ,joy,"[0.016012099, 0.010995355, 0.058087282, 0.9876052, 0.18399617, 0.97103035]",0.9876052
anger,Annoying people who rung you and then hang up once you pick up the phone ,anger,"[0.99267465, 0.98482937, 0.3470405, 0.0031920506, 0.25046328, 0.37455928]",0.99267465
joy,Lost volleyball game to meadowlark ,sadness,"[0.8848494, 0.9029683, 0.93045056, 0.028507723, 0.98441327, 0.9570659]",0.98441327
joy,Nothing like a am dentist appointment to get your day started right. . . whatdididotodeservethis ,surprise,"[0.21556444, 0.6802773, 0.32623547, 0.8856194, 0.18486252, 0.927004]",0.927004
joy,Successful day of nothingness. D Now back to reality. ,disgust,"[0.49844253, 0.91879857, 0.2837106, 0.020701569, 0.39617798, 0.49779534]",0.91879857
fear,"Looking through old Facebook photos, I noticed circa late spring , aka graduation, that my eyes were bugged out. ",surprise,"[0.9068038, 0.8639784, 0.87217283, 0.07958559, 0.9699637, 0.9809868]",0.9809868
surprise,Arabic coursework deadline extended by a week! ,surprise,"[0.99008673, 0.9479236, 0.8411107, 0.85552156, 0.9064641, 0.9961773]",0.9961773
surprise,"Tyler Seguin (Boston), Ryan Nugent-Hopkins (Edmonton) and Jeff Skinner (Carolina) will not be made available for world juniors. ",sadness,"[0.7753206, 0.75911325, 0.7057543, 0.23283005, 0.9078009, 0.81216854]",0.9078009
surprise,watch'n the news ampamp this lady went to the ER for stomach cramps ampamp had a whole baby . . she didn kno she was preggo what a ,surprise,"[0.8842806, 0.88333327, 0.93584096, 0.031158207, 0.956264, 0.97622937]",0.97622937
joy,"Our storms are designed to test out Faith. As a Christian we have the power to WIN in every situation. Cry but keep flying, ",sadness,"[0.54534525, 0.5382139, 0.68047994, 0.0072615608, 0.92787933, 0.6499335]",0.92787933
joy,mom said someone ant work called her newborn girl LUBNA wohoo ,surprise,"[0.55941355, 0.32476783, 0.10181542, 0.99162287, 0.051430073, 0.9967019]",0.9967019
sadness,"Lol! I just did, too. RT  I forced some down anyway, lol I'll regret it later RT  No room for dessert. ",surprise,"[0.20868047, 0.70094526, 0.77026826, 0.63735765, 0.31979603, 0.9754208]",0.9754208
anger,We all are not worthy of God's forgiveness. We are saved by His loving grace. Don't harbor resentment. fear ,fear,"[0.30475557, 0.32269764, 0.9898957, 0.0072577945, 0.59230316, 0.20511173]",0.9898957
joy,at JAKARTA quotMAGICAL ELECTROquot W/ DJ's  CHRISTWIST KHALID amp MAGICIAN MASTER DANIEL GL DANES  ,surprise,"[0.674946, 0.4625209, 0.4864937, 0.5649114, 0.67093533, 0.72998756]",0.72998756
sadness,I meet Santa Claus! ! ! ! He said he couldn't bring me  me and  we're sad. ,sadness,"[0.16366214, 0.84299445, 0.9839208, 0.01556855, 0.9984396, 0.997761]",0.9984396
sadness,I'll miss watching Buehrle on the south side. He was my favorite White Sox player. ,sadness,"[0.06711152, 0.009041583, 0.5730537, 0.91757625, 0.9966793, 0.65104157]",0.9966793
fear,And know I pop bottles because I bottle my emotions. . At least I put it all in the open. . ,anger,"[0.83292085, 0.7647922, 0.731914, 0.06389841, 0.7151528, 0.7458174]",0.83292085
anger," nevermind. forget it, and im so mad i forgot the moves earlier! ",anger,"[0.9972633, 0.9944634, 0.9106155, 0.0027280282, 0.975382, 0.9705857]",0.9972633
joy,I am fucking extremely full! ! ,surprise,"[0.99752563, 0.99386096, 0.9608718, 0.93498605, 0.49042034, 0.9984035]",0.9984035
joy,Tweetin For My Big Brovaa Since His Fatt Ass Wanna Take Snack Breaks n Shitt. ! ,anger,"[0.97168463, 0.94424844, 0.7825038, 0.94049567, 0.72809356, 0.9124608]",0.97168463
joy,"Such a pointless day at college, just ate mcdonalds now for fitness ",sadness,"[0.99237263, 0.9959245, 0.7856555, 0.015906818, 0.9966084, 0.93994313]",0.9966084
surprise,Wow! RT  I've got a feeling that very shortly we'll be making a special announcement for a very lucky person. . . ! ,surprise,"[0.01927622, 0.0033067963, 0.0073453574, 0.9952501, 0.005226325, 0.9983985]",0.9983985
disgust,"This covo in the car is so funny about dudes fucking dudes, in the hood ",surprise,"[0.02258738, 0.0064116386, 0.03234206, 0.10215853, 0.007033715, 0.8373203]",0.8373203
surprise,"Mum and Dad left £ and some sweets on our bed, ",surprise,"[0.23789334, 0.19810775, 0.5019635, 0.9475532, 0.8267526, 0.9829632]",0.9829632
surprise,"aww. max gaat in de kast liggen en als ik er dan langs loop, valt ie me aan attack ",surprise,"[0.9682428, 0.8039543, 0.93369603, 0.96946174, 0.9703772, 0.9958034]",0.9958034
anger,At what point does Fred Hoiberg's heart doctor get concerned? ,fear,"[0.70462376, 0.64675635, 0.8391464, 0.17126139, 0.8300687, 0.704855]",0.8391464
sadness,Back from the hospital just in time for a tutorial. Today will not be a good day boredness fedupness ,sadness,"[0.9298981, 0.95499605, 0.94500095, 0.005463758, 0.98194593, 0.30218765]",0.98194593
joy,"Our pastor asked us to join in him in fasting, for days, in this eat right and exercise. ",sadness,"[0.15317526, 0.3733284, 0.70183015, 0.077531, 0.8949101, 0.60182095]",0.8949101
surprise,Hannibal for the night for  birthday! ! ! ,surprise,"[0.5080303, 0.072631694, 0.22333239, 0.99665326, 0.103680976, 0.9980767]",0.9980767
surprise,It's so awesome to a woman when she gets outta the shower by eating her pussy. ,joy,"[0.042922992, 0.0055730664, 0.070415884, 0.98997116, 0.011322446, 0.96648604]",0.98997116
joy,I have a date mw. I haven't been this excited to go out in months. I feel the need to look pretty amp get flowers  nervous ,surprise,"[0.022603668, 0.004753147, 0.7187151, 0.9877843, 0.0086083505, 0.9957747]",0.9957747
anger,  miss carmen u need to control that ask joey he does s good job s ,sadness,"[0.841526, 0.59179324, 0.9135997, 0.058712423, 0.99197537, 0.8002227]",0.99197537
joy,mid terms begin next week. ,sadness,"[0.48898485, 0.5528215, 0.57072216, 0.2638416, 0.70230293, 0.64829755]",0.70230293
joy, it's okay I just won't get any pain pills til tomorrow cause my mom can't leave. . ,surprise,"[0.05829583, 0.07755784, 0.20912713, 0.16893883, 0.72896, 0.8120034]",0.8120034
joy, OMG JUST ! i get the death stare tomorrow. . . . . ,anger,"[0.9960414, 0.99125516, 0.9958723, 0.034856502, 0.99172485, 0.99347734]",0.9960414
joy,"Love when mt boyfriend gets drunk, and then no one knows where he is ",joy,"[0.008894343, 0.003947011, 0.028120482, 0.9906221, 0.013785429, 0.98379993]",0.9906221
surprise,secretly learning a song on the piano. my parents will crap themselves when I preform for them Christmas day cheapgift ,fear,"[0.94109076, 0.97194225, 0.9852073, 0.23534715, 0.96210235, 0.9757824]",0.9852073
joy,Kind of in an amazing mood  ,joy,"[0.0038574592, 0.0027259972, 0.0045500104, 0.9973242, 0.002412422, 0.99521893]",0.9973242
joy,my sissy in law been cooking all day . ,surprise,"[0.90481603, 0.82534575, 0.72658014, 0.9356917, 0.9334788, 0.96832854]",0.96832854
sadness,"no matter how much i love her, or tweet her  will never tweet me back. ",fear,"[0.8053387, 0.6727482, 0.8618002, 0.011693676, 0.784182, 0.093311995]",0.8618002
joy,"Break! , Angels are cheering for you, blessing you. You are fully supported. Feel amp enjoy it. LJB ",joy,"[0.008745363, 0.005617596, 0.018902812, 0.9778137, 0.014192106, 0.9529112]",0.9778137
surprise, On a été a la Vp ! ! Un petit cadeau t attend a Paris hihi lt ,surprise,"[0.98285115, 0.91719425, 0.9060683, 0.96229607, 0.9495824, 0.9958477]",0.9958477
joy,"I release all struggle now, and I am at peace. ",joy,"[0.0075593446, 0.02966053, 0.013245712, 0.853296, 0.017586265, 0.6745372]",0.853296
joy,Debate paper for history ,sadness,"[0.036529176, 0.070318274, 0.08107933, 0.069373414, 0.47589037, 0.32340893]",0.47589037
joy,Having a lie in tomorrow! Don't have to be up till . ,surprise,"[0.2847147, 0.40559542, 0.49544272, 0.9911006, 0.41806075, 0.9941948]",0.9941948
joy,o my fucking god new korn album is out ,surprise,"[0.9964336, 0.99580425, 0.92303425, 0.98426485, 0.99101335, 0.9984139]",0.9984139
