labels,text,expr_emo,prob_expr_emo,prob_max
sadness,"If nobody makes plans by tomorrow morning, I'm gonna finally watch all those SVU episodes crowding my DVR. ",anger,"[0.8702212, 0.070308656, 0.2039605, 0.6304299, 0.029207861, 0.62188184]",0.8702212
joy,The world didnt give it and the world cant take it away ,surprise,"[0.6830367, 0.14473702, 0.019044697, 0.29001215, 0.5068475, 0.842807]",0.842807
joy,time to start this research paper ,surprise,"[0.12899502, 0.036902677, 0.11392648, 0.00987191, 0.107024536, 0.29477254]",0.29477254
joy,History wasn't so bad! Now the last exam on tuesday! And that would be N. S! ,surprise,"[0.772517, 0.58666056, 0.62318313, 0.788718, 0.36347944, 0.960335]",0.960335
joy,Ready to knock some out before . am today ,joy,"[0.3450186, 0.004303734, 0.0021915473, 0.41616783, 0.0060052583, 0.06863536]",0.41616783
joy, Celebrating your Birthday amp droppin a new album? Livin life w/mad style ) Happy Birthday! ! Xoxo Success ,joy,"[0.46512732, 0.0010105969, 0.0028118547, 0.9945899, 0.00087200984, 0.33586827]",0.9945899
joy,I have learned to be content in any situation amp I thank God for peace that surpasses ALL understanding ,joy,"[0.00039428007, 0.0003632218, 0.0007290398, 0.16101705, 0.000736371, 0.012124018]",0.16101705
joy,Just had possibly the most awkward conversation in my life. ,fear,"[0.30237457, 0.8207247, 0.8835646, 0.0007024595, 0.43125638, 0.8692556]",0.8835646
sadness,staging environment. private server. logged in to back-end CMS. opening the front-end in new window. . . too many connections. . . WTF? ,surprise,"[0.95474964, 0.9811049, 0.7776942, 0.0010894705, 0.14772415, 0.99412006]",0.99412006
joy,"Soooooo. . . yeah, I think I'm gonna start posting my newest fan fiction. I was gonna wait till I was finish, but I'm excited. D ",joy,"[0.023818383, 0.0010432582, 0.0040585645, 0.988991, 0.0029901452, 0.8394555]",0.988991
joy,Gotta take a customer out for dinner tonight. not ,surprise,"[0.3942115, 0.3212309, 0.24782652, 0.0035075126, 0.65641344, 0.7565687]",0.7565687
anger,"quotIn your do not sin do not let the sun go down while you are still angry, and DO NOT GIVE THE DEVIL A FOOTHOLD. quot Ephesians ",anger,"[0.9587854, 0.33476266, 0.9275316, 0.0014467838, 0.009924112, 0.2728652]",0.9587854
sadness,"sleepy time. cant wait to work with  tomorrow, considering her days are numbered dontwannathinkaboutit ",fear,"[0.67711586, 0.37356794, 0.7759064, 0.5357568, 0.22937709, 0.45930856]",0.7759064
fear, I'm also putting off getting an eye test as I know ill need glasses! ,fear,"[0.37399405, 0.2507878, 0.9500448, 0.01376011, 0.399286, 0.02608515]",0.9500448
joy," Jon bought me a luffly Radley purse yesterday  very nice, lucky you! ! x ",surprise,"[0.005891292, 0.0003863007, 0.023370298, 0.98567003, 0.00071280525, 0.9887111]",0.9887111
fear,''What is profound might become absolutely meaningless'' ,fear,"[0.33534184, 0.24085496, 0.95448154, 0.0124175325, 0.9029598, 0.92574]",0.95448154
surprise,back on the internet no such thing as writing essays. ,surprise,"[0.22581655, 0.074287325, 0.15703957, 0.045538474, 0.20033056, 0.3826452]",0.3826452
sadness,I want cake. I bet we don't have any. ,surprise,"[0.18047519, 0.0019045405, 0.14966954, 0.053743273, 0.55201846, 0.98014235]",0.98014235
surprise,"Je viens de voir le film Les Schtroumpfs avec mes enfants. Et j'ai beaucoup ri. Par contre, bien sûr téléchargercesttrèsmal ",surprise,"[0.8706446, 0.8125708, 0.47338188, 0.3806833, 0.8883987, 0.9578168]",0.9578168
joy,"Remember, men need laughter sometimes more than food. ",joy,"[0.0009473338, 0.0008601176, 0.0011763681, 0.9730854, 0.00063036487, 0.10477152]",0.9730854
joy,Great. . . thanksgiving. mad people in my house for no apparent reason smh -_- ,anger,"[0.9832297, 0.96078706, 0.81695426, 0.21259849, 0.8863345, 0.93853396]",0.9832297
fear,"Don't believe the lies, look me in the eyes- please don't be scared of me ",anger,"[0.89492106, 0.21045919, 0.42352006, 0.0023490768, 0.041425638, 0.72888833]",0.89492106
joy,"It's so cold in here every freaking girls boobs, including my own, have become their own powerpoint presentation. ",disgust,"[0.9189906, 0.9678955, 0.82823896, 0.0017751356, 0.27307722, 0.6638747]",0.9678955
anger, I received my parcel trashed. It proves it was teared from backside and thing was removed. cheapservice ,disgust,"[0.98981106, 0.9934145, 0.5244719, 0.0007032446, 0.97078764, 0.882895]",0.9934145
surprise,"Got approved for a Kay credit card for up to $, going to buy James a watch! Shhhhhh lol ",surprise,"[0.015225955, 0.010046488, 0.30651605, 0.8567644, 0.004432494, 0.9625257]",0.9625257
joy,"Abundance is seeing lots and lots of family, eat lots of delicious food, see many beautiful places repeatedly over the last four days. ",joy,"[0.00061484776, 0.00027504432, 0.0005669375, 0.9571336, 0.00043248752, 0.0043369303]",0.9571336
surprise,Traffic jam of Bandra-Worli Sea link from Bandra to Worli. ,anger,"[0.66254324, 0.58300775, 0.46360946, 0.002537524, 0.54251903, 0.36886042]",0.66254324
anger,Went upstairs for a min and came back to find my puppy ate a huge corner of my book. . . ,surprise,"[0.8480511, 0.93750244, 0.43623567, 0.016160414, 0.91777813, 0.9888467]",0.9888467
fear,Little hesitant to apply deodorant ever again ,fear,"[0.6331955, 0.8664819, 0.98507893, 0.0036987998, 0.61462593, 0.7400307]",0.98507893
joy,Enjoy this Day Beautiful World and Planet Earth's wonderful people! ! ,joy,"[0.0019822028, 0.00054135016, 0.0015529344, 0.994755, 0.0010457544, 0.5683678]",0.994755
joy,Guess what? Its Thursday and I have tests today. . . ,surprise,"[0.56323016, 0.13974811, 0.89077044, 0.017936159, 0.7242456, 0.99517906]",0.99517906
sadness,Packing to leave tomorrow ,sadness,"[0.50055605, 0.16703495, 0.22218478, 0.048408944, 0.5292232, 0.3072567]",0.5292232
surprise,"Had me zo voorgenomen om Josey zelf zijn te laten maken. . . Waarom zit ik dan onder de behanglijm, glitters en verf? ",surprise,"[0.7743493, 0.8850819, 0.92864746, 0.07722278, 0.83899933, 0.98934096]",0.98934096
fear,Is it a lack of or a of loneliness that make people put up with bullshit ,sadness,"[0.15012878, 0.4406441, 0.18434909, 0.0010112211, 0.7492995, 0.45692033]",0.7492995
fear, China has it right regarding Don't listen to the rhetoric amp mongering disguising oil amp gas motives ,fear,"[0.6821212, 0.47592628, 0.7907482, 0.003028513, 0.102527976, 0.553144]",0.7907482
surprise,I haven't listened to I Remember Me in full in a minute ,surprise,"[0.24254732, 0.119629905, 0.25698692, 0.26675358, 0.67812794, 0.7048004]",0.7048004
joy,gotta get up in hours to ride a plane ,fear,"[0.7776991, 0.5665149, 0.8807821, 0.0050113564, 0.8019584, 0.8408661]",0.8807821
joy,Happiness may shift with the circumstances but the Joy of the Lord gives you the Victory over the circumstances. ,joy,"[0.0013513332, 0.0004851889, 0.0039210483, 0.979563, 0.0009366179, 0.23496023]",0.979563
anger,words cant even describe how i feel right nowww! mad cmonguys ,anger,"[0.9845206, 0.9720871, 0.22833635, 0.0045210663, 0.3477435, 0.9760908]",0.9845206
joy,bawling my eyes out and curled up. . . . i have never felt this sick so far ,sadness,"[0.0036856672, 0.99088776, 0.94658715, 0.0004869393, 0.9945933, 0.9944195]",0.9945933
fear,Had a coffee about hours ago and I'm coming up like a bastard with the and jitters now! Need naggins to calm me down ! ! ! ,fear,"[0.8556188, 0.8944144, 0.9851907, 0.0030808335, 0.39052463, 0.9261724]",0.9851907
joy,Working my first Campbell game of the year ,surprise,"[0.4368735, 0.0879401, 0.2712043, 0.048803452, 0.10301036, 0.9031397]",0.9031397
surprise,Your o dancing like your o big when your boob pops out scotch ,joy,"[0.31623057, 0.22353867, 0.12757523, 0.9847393, 0.0035664958, 0.9554921]",0.9847393
joy,After all that ive been through I still have The joy of the Lord is my strength. The devil cant steal my joy. Joy. GM TWEEPS! ! ! ! ,surprise,"[0.5659949, 0.8300656, 0.08923106, 0.9658083, 0.005527322, 0.9859461]",0.9859461
anger," you ok? ( is such a good hashtag, love getting evil feelings out that way! ",anger,"[0.9875617, 0.9638963, 0.8924672, 0.00286521, 0.5125715, 0.9409914]",0.9875617
sadness,Is wanting  to be healthy to join me back in the paint ,surprise,"[0.011187696, 0.0017218433, 0.13870856, 0.014519183, 0.12510498, 0.17514826]",0.17514826
surprise,"RT, follow  and WIN one of the special collector items that we are giving away to our Twitter friends! RT WIN ",joy,"[0.14744443, 0.017675685, 0.25099614, 0.9254743, 0.06730558, 0.716165]",0.9254743
joy,"Seein' folks, overcome limitations, by seeing that THEY can be who they DREAM! That their capacity for is the compass! ",surprise,"[0.017646812, 0.0022659504, 0.00296099, 0.5394901, 0.005015124, 0.56700397]",0.56700397
joy, COME take pictures with Comet The Bear in the Pearson Commons from - PM! ) Christmas pictures! ! ! ,joy,"[0.03164066, 0.0024244115, 0.039056435, 0.7392218, 0.002646524, 0.4110401]",0.7392218
anger,Annoying people who rung you and then hang up once you pick up the phone ,anger,"[0.9878291, 0.9758655, 0.22667284, 0.0036445186, 0.16633436, 0.29781708]",0.9878291
joy,Lost volleyball game to meadowlark ,sadness,"[0.8267333, 0.6665621, 0.4410013, 0.0017852698, 0.968548, 0.7348824]",0.968548
joy,Nothing like a am dentist appointment to get your day started right. . . whatdididotodeservethis ,surprise,"[0.9721243, 0.92305344, 0.58619857, 0.006360318, 0.9671794, 0.9723236]",0.9723236
joy,Successful day of nothingness. D Now back to reality. ,surprise,"[0.039563883, 0.28682074, 0.04213902, 0.08526763, 0.5870884, 0.6745121]",0.6745121
fear,"Looking through old Facebook photos, I noticed circa late spring , aka graduation, that my eyes were bugged out. ",surprise,"[0.95049447, 0.94670796, 0.9424734, 0.017990278, 0.83767116, 0.9835706]",0.9835706
surprise,Arabic coursework deadline extended by a week! ,surprise,"[0.38981596, 0.096509285, 0.2829864, 0.70425487, 0.02158132, 0.96781087]",0.96781087
surprise,"Tyler Seguin (Boston), Ryan Nugent-Hopkins (Edmonton) and Jeff Skinner (Carolina) will not be made available for world juniors. ",sadness,"[0.37195244, 0.19138338, 0.30393177, 0.012284881, 0.71711, 0.55161643]",0.71711
surprise,watch'n the news ampamp this lady went to the ER for stomach cramps ampamp had a whole baby . . she didn kno she was preggo what a ,surprise,"[0.92664206, 0.9573018, 0.9542298, 0.15182385, 0.9448366, 0.9950742]",0.9950742
joy,"Our storms are designed to test out Faith. As a Christian we have the power to WIN in every situation. Cry but keep flying, ",sadness,"[0.0055801184, 0.005110111, 0.023592627, 0.0023760342, 0.92519, 0.12221348]",0.92519
joy,mom said someone ant work called her newborn girl LUBNA wohoo ,surprise,"[0.9140327, 0.93568337, 0.8563986, 0.98189086, 0.2639128, 0.99262506]",0.99262506
sadness,"Lol! I just did, too. RT  I forced some down anyway, lol I'll regret it later RT  No room for dessert. ",surprise,"[0.057232246, 0.52663636, 0.720312, 0.28227603, 0.12371973, 0.87282306]",0.87282306
anger,We all are not worthy of God's forgiveness. We are saved by His loving grace. Don't harbor resentment. fear ,fear,"[0.18548027, 0.07679251, 0.9561088, 0.0057940986, 0.50619113, 0.40273723]",0.9561088
joy,at JAKARTA quotMAGICAL ELECTROquot W/ DJ's  CHRISTWIST KHALID amp MAGICIAN MASTER DANIEL GL DANES  ,surprise,"[0.11634399, 0.00858372, 0.014838472, 0.43446556, 0.003405429, 0.5857366]",0.5857366
sadness,I meet Santa Claus! ! ! ! He said he couldn't bring me  me and  we're sad. ,sadness,"[0.013859814, 0.0063130124, 0.0043264297, 0.048139744, 0.99157387, 0.9909753]",0.99157387
sadness,I'll miss watching Buehrle on the south side. He was my favorite White Sox player. ,sadness,"[0.031986393, 0.0010076751, 0.093590274, 0.010205662, 0.9923293, 0.5582587]",0.9923293
fear,And know I pop bottles because I bottle my emotions. . At least I put it all in the open. . ,surprise,"[0.0012199618, 0.000923617, 0.0009694652, 0.00087791815, 0.001401523, 0.0052505615]",0.0052505615
anger," nevermind. forget it, and im so mad i forgot the moves earlier! ",anger,"[0.9971522, 0.96712005, 0.08343242, 0.001159665, 0.084063046, 0.7769003]",0.9971522
joy,I am fucking extremely full! ! ,surprise,"[0.9137093, 0.719019, 0.025047274, 0.026820797, 0.0030959463, 0.95051664]",0.95051664
joy,Tweetin For My Big Brovaa Since His Fatt Ass Wanna Take Snack Breaks n Shitt. ! ,anger,"[0.96914005, 0.9065284, 0.51700413, 0.1306082, 0.581657, 0.67890507]",0.96914005
joy,"Such a pointless day at college, just ate mcdonalds now for fitness ",sadness,"[0.83472556, 0.9545377, 0.18573353, 0.0010656787, 0.9579402, 0.65689427]",0.9579402
surprise,Wow! RT  I've got a feeling that very shortly we'll be making a special announcement for a very lucky person. . . ! ,surprise,"[0.035960495, 0.0028617817, 0.017355347, 0.95979553, 0.0010666029, 0.99662554]",0.99662554
disgust,"This covo in the car is so funny about dudes fucking dudes, in the hood ",joy,"[0.0028282257, 0.0011927334, 0.0009528157, 0.9457316, 0.00032847747, 0.10368896]",0.9457316
surprise,"Mum and Dad left £ and some sweets on our bed, ",surprise,"[0.04284724, 0.0046984167, 0.028968891, 0.34069753, 0.19746642, 0.70354307]",0.70354307
surprise,"aww. max gaat in de kast liggen en als ik er dan langs loop, valt ie me aan attack ",surprise,"[0.9540677, 0.8084147, 0.98158294, 0.79503655, 0.987186, 0.9921349]",0.9921349
anger,At what point does Fred Hoiberg's heart doctor get concerned? ,fear,"[0.06953212, 0.028493198, 0.75136703, 0.0040299185, 0.16204225, 0.6477608]",0.75136703
sadness,Back from the hospital just in time for a tutorial. Today will not be a good day boredness fedupness ,disgust,"[0.86748683, 0.9904607, 0.36346218, 0.00059825234, 0.98448056, 0.12883754]",0.9904607
joy,"Our pastor asked us to join in him in fasting, for days, in this eat right and exercise. ",surprise,"[0.029316757, 0.013850219, 0.049091194, 0.004804921, 0.046476062, 0.45113963]",0.45113963
surprise,Hannibal for the night for  birthday! ! ! ,joy,"[0.48530853, 0.6508382, 0.9537733, 0.98338217, 0.0019414249, 0.9818075]",0.98338217
surprise,It's so awesome to a woman when she gets outta the shower by eating her pussy. ,joy,"[0.0066544134, 0.0018539274, 0.004019938, 0.9861172, 0.00085370627, 0.35222495]",0.9861172
joy,I have a date mw. I haven't been this excited to go out in months. I feel the need to look pretty amp get flowers  nervous ,joy,"[0.0016951009, 0.0006486615, 0.11173767, 0.91835207, 0.0006665597, 0.2494189]",0.91835207
anger,  miss carmen u need to control that ask joey he does s good job s ,anger,"[0.9554419, 0.5476597, 0.7571038, 0.00402554, 0.37376398, 0.67043877]",0.9554419
joy,mid terms begin next week. ,surprise,"[0.31045103, 0.079858676, 0.2944621, 0.050022516, 0.25046006, 0.5052353]",0.5052353
joy, it's okay I just won't get any pain pills til tomorrow cause my mom can't leave. . ,surprise,"[0.17413174, 0.04123066, 0.1065384, 0.0024375108, 0.05430042, 0.5825212]",0.5825212
joy, OMG JUST ! i get the death stare tomorrow. . . . . ,surprise,"[0.98950523, 0.98407376, 0.99559456, 0.0019592284, 0.9442996, 0.99563605]",0.99563605
joy,"Love when mt boyfriend gets drunk, and then no one knows where he is ",joy,"[0.0037093174, 0.00034116898, 0.0021495423, 0.9892436, 0.00076440274, 0.034244504]",0.9892436
surprise,secretly learning a song on the piano. my parents will crap themselves when I preform for them Christmas day cheapgift ,surprise,"[0.26537353, 0.90827775, 0.9856856, 0.017319165, 0.021621546, 0.9919269]",0.9919269
joy,Kind of in an amazing mood  ,joy,"[0.004214691, 0.0005160644, 0.000848248, 0.99503076, 0.0021528057, 0.86422396]",0.99503076
joy,my sissy in law been cooking all day . ,surprise,"[0.3982003, 0.069608234, 0.11904556, 0.13849448, 0.060532417, 0.7653504]",0.7653504
sadness,"no matter how much i love her, or tweet her  will never tweet me back. ",sadness,"[0.12666936, 0.016340299, 0.9422968, 0.0053926567, 0.9812429, 0.8531937]",0.9812429
joy,"Break! , Angels are cheering for you, blessing you. You are fully supported. Feel amp enjoy it. LJB ",joy,"[0.0012269784, 0.0004098026, 0.0006578527, 0.9865578, 0.001003566, 0.9076414]",0.9865578
surprise, On a été a la Vp ! ! Un petit cadeau t attend a Paris hihi lt ,surprise,"[0.6644723, 0.098894626, 0.07725779, 0.9708919, 0.20223217, 0.988058]",0.988058
joy,"I release all struggle now, and I am at peace. ",joy,"[0.0012458398, 0.00074013625, 0.0018354981, 0.15765513, 0.0010797719, 0.104009636]",0.15765513
joy,Debate paper for history ,anger,"[0.43236494, 0.10901107, 0.19368549, 0.05085307, 0.24355972, 0.30531693]",0.43236494
joy,Having a lie in tomorrow! Don't have to be up till . ,joy,"[0.07622197, 0.05138674, 0.032579284, 0.99111813, 0.029128268, 0.99050677]",0.99111813
