labels,text,emotion,prob_emotion,prob_max
joy,I passed an exam that I was absolutely certain that I had failed. ,guilt,"[0.5460345, 0.613892, 0.6425144, 0.71101016, 0.3813692, 0.63863623, 0.7044253]",0.71101016
fear,"On the way back from Denmark with a friend on a small yatch, there was a storm and my friend was blown overboard I was very scared till I managed to get him back onboard. ",fear,"[0.55885, 0.45756185, 0.96531695, 0.6119611, 0.0020665408, 0.8518917, 0.5756831]",0.96531695
anger,I locked myself out. ,shame,"[0.6725308, 0.75020474, 0.8273693, 0.743623, 0.03266299, 0.78686464, 0.84189755]",0.84189755
sadness,I missed the last tram home and had to walk in the pouring rain. ,sadness,"[0.65327454, 0.7256436, 0.6931127, 0.6789978, 0.00777328, 0.9066699, 0.7748651]",0.9066699
disgust,I found some worms in the food and I had obviously eaten some. ,shame,"[0.64832383, 0.8783407, 0.64083314, 0.8709811, 0.01553036, 0.71534026, 0.87985885]",0.87985885
shame,"My friend was so intoxicated that the police came and took him away, and they later contacted his parents. ",sadness,"[0.51763225, 0.6235494, 0.45266074, 0.50934714, 0.027219238, 0.74810475, 0.63355106]",0.74810475
guilt,I hapened to overhear something which I was not meant to hear. ,shame,"[0.5755096, 0.6952348, 0.6268616, 0.57845336, 0.20312127, 0.5876333, 0.717619]",0.717619
joy,When I won a trip to Greece in a competition. ,joy,"[0.21397173, 0.16906217, 0.20782927, 0.2641451, 0.5941875, 0.1030687, 0.16072758]",0.5941875
fear,When I am out in the dark and a suspicious looking character comes towards me. ,fear,"[0.5433516, 0.54821765, 0.8177312, 0.55622685, 0.0071615074, 0.25462946, 0.47384351]",0.8177312
anger,"At work, when an elderly man complained unjustifiably about me and distrusted me. ",fear,"[0.8633749, 0.946973, 0.95490235, 0.7278409, 0.00051777635, 0.8639058, 0.8538073]",0.95490235
sadness,When I had not understood anything after a lecture. ,anger,"[0.6864036, 0.67030454, 0.57717437, 0.47392586, 0.012471935, 0.56484187, 0.6248649]",0.6864036
disgust,When an alcoholic stood dribbling over a food counter. ,disgust,"[0.41209415, 0.7755647, 0.3538569, 0.4292477, 0.0012219265, 0.41607016, 0.66875774]",0.7755647
shame,When my friend and I were discussing the good looks of a guy we realized that he had been listening. ,joy,"[0.024383277, 0.008057432, 0.022184607, 0.059875958, 0.09705555, 0.010592404, 0.0634712]",0.09705555
guilt,When I complained about a colleague to the manager and he told her that someone had complained this colleague came to me believing that I liked her. ,anger,"[0.6991313, 0.51368463, 0.5987054, 0.6471828, 0.07398927, 0.571574, 0.5572048]",0.6991313
joy,At a friend's birthday party with some of my closest friends. It was all very pleasant and one could say that I was happy to have such good friends. ,joy,"[0.0010236129, 0.00065944466, 0.01362038, 0.12493791, 0.8860576, 0.00041292605, 0.0019083912]",0.8860576
fear,On the way home one Friday night in the heavy rain the car acquaplanned. I lost contact with the road surface for a few seconds. ,fear,"[0.4167561, 0.46858406, 0.7129967, 0.57677823, 0.048273448, 0.5914827, 0.5276494]",0.7129967
anger,Mad at my dad. ,anger,"[0.9948245, 0.9212605, 0.004256013, 0.4852316, 0.0004157719, 0.001336418, 0.15359536]",0.9948245
sadness,A case of unrequited love. ,sadness,"[0.00035371282, 0.00040753116, 0.00039662837, 0.0039319117, 0.0076380232, 0.039314352, 0.0012387872]",0.039314352
disgust,A bad smelling cucumber. ,disgust,"[0.4774725, 0.9822083, 0.39453295, 0.42280737, 0.00015888856, 0.4946304, 0.9159882]",0.9822083
shame,Nearly caught masturbating. ,shame,"[0.37308112, 0.817778, 0.37190047, 0.8090385, 0.0006108039, 0.045123868, 0.9053547]",0.9053547
guilt,I do not help out enough at home. ,guilt,"[0.8134791, 0.76934934, 0.6554847, 0.92407084, 0.068784654, 0.9167092, 0.90614516]",0.92407084
joy,I felt very happy when I won the football pools. ,joy,"[0.0006180282, 0.00044973474, 0.00044636152, 0.0015475287, 0.987889, 0.00029786644, 0.00056160614]",0.987889
fear,When I flew from Athens to Copenhagen after a holiday. The plane was caught in a storm and it began to shake and I thouhght that we were going to crash. ,fear,"[0.5292508, 0.42364785, 0.9099126, 0.53422177, 0.0005643078, 0.4658816, 0.42393804]",0.9099126
anger,When someone stole my bike. ,sadness,"[0.7620123, 0.75490457, 0.6921068, 0.69843024, 0.01835426, 0.91947776, 0.7948304]",0.91947776
sadness,"When I saw the list of books to read for an acccouting course, I thought "" Oh God how will I ever manaage it! "" ",fear,"[0.4366761, 0.5276016, 0.7485615, 0.5865581, 0.0008204346, 0.6947941, 0.70078945]",0.7485615
disgust,It was when I read a newspaper article on the future and they foresaw that we would be eating frog-burgers by the year . An illustration showed a frog between two pieces of bread. ,disgust,"[0.56682724, 0.7796346, 0.5614604, 0.34115246, 0.106658585, 0.16552028, 0.4380787]",0.7796346
shame,When I dropped a bottle in the state liquor store and everyboby started laughing. ,joy,"[0.061599415, 0.007348921, 0.01195141, 0.15143205, 0.8020617, 0.0005156843, 0.11572677]",0.8020617
guilt,"When I was young - , I pinched from a store and was caught. The store then contacted my parents. ",sadness,"[0.7792195, 0.7902884, 0.8464055, 0.8214434, 0.11247006, 0.8491141, 0.84314513]",0.8491141
joy,When the whole family gets together for a one week holiday. Everybody feels free and the trip is well planned. It works out well and we enjoy ourselves. ,joy,"[0.024530225, 0.013550493, 0.03408818, 0.05733262, 0.8916944, 0.0011568365, 0.021173406]",0.8916944
fear,"When I could not find my year old daughter. I ran and looked for her everywhere and could not find her. (I finally found her, she had gone to bed to sleep) ",sadness,"[0.69880164, 0.6500016, 0.82696164, 0.75468343, 0.09234737, 0.96469826, 0.7058634]",0.96469826
anger,When friends try to put me down or hurt me. ,sadness,"[0.7195679, 0.56394684, 0.74702215, 0.53596276, 0.001040713, 0.8340659, 0.64270043]",0.8340659
sadness,Marriage crises. Boredom. ,sadness,"[0.0143929375, 0.8013479, 0.09960978, 0.118676454, 0.0001787162, 0.9063774, 0.43416]",0.9063774
disgust,When someone makes advances that one does not want. ,anger,"[0.75937086, 0.66263324, 0.68760574, 0.5159282, 0.005836565, 0.4548925, 0.60616684]",0.75937086
shame,The discovery that one has only thought of oneself. ,shame,"[0.22793747, 0.3889028, 0.14253774, 0.35452718, 0.39504826, 0.22382991, 0.56414944]",0.56414944
guilt,When I spanked a child in anger and later regretted it terribly. ,anger,"[0.9419598, 0.13315317, 0.001197225, 0.6309545, 0.0005374177, 0.27139297, 0.45244578]",0.9419598
joy,When I passed the first examination that I had to repeat. ,joy,"[0.3960534, 0.432457, 0.5616827, 0.4648345, 0.6433611, 0.33871835, 0.41198224]",0.6433611
fear,When I drove to Stockholm for the first time and drove off the Stora Hissingen road at the wrong exit. ,sadness,"[0.51631504, 0.5679447, 0.7200851, 0.5517677, 0.24449283, 0.7272547, 0.65455574]",0.7272547
anger,When my boyfriend went away for a month long holiday without me. ,sadness,"[0.62803036, 0.56968296, 0.6742663, 0.61581045, 0.13609278, 0.9365592, 0.5905244]",0.9365592
sadness,Last year when I worked during the Summer holidays and studied at the same time for an examination I had to repeat my boyfriend went to Greece for a holiday for a month. ,sadness,"[0.5724302, 0.6393866, 0.64032584, 0.66503215, 0.1742995, 0.8041733, 0.6253813]",0.8041733
disgust,When a dog is left whining outside a shop. ,disgust,"[0.5321046, 0.70848507, 0.4181702, 0.4838043, 0.031513512, 0.4152401, 0.5968718]",0.70848507
shame,When I promised to help a friend over a weekend and did not keep the promise. ,sadness,"[0.81830245, 0.76612335, 0.698679, 0.8076069, 0.0068404237, 0.9303877, 0.77066034]",0.9303877
guilt,When I realized that I had three more examinations to take. ,sadness,"[0.37195188, 0.49482852, 0.49173918, 0.48444417, 0.054336507, 0.64005315, 0.5683649]",0.64005315
joy,The day I was told that I had been accepted as a student of economics. ,joy,"[0.29263794, 0.25724506, 0.29360145, 0.2494575, 0.7084767, 0.3348916, 0.26043898]",0.7084767
fear,"While taking a short cut through the Vasa park, I was surrounded by three people who tried to steal my money. I was scared and was saved only by the appearance of other people. ",fear,"[0.67631793, 0.58910227, 0.9685116, 0.71202236, 0.0012461388, 0.57392883, 0.6356675]",0.9685116
anger,"At a restaurant I observed how the gypsies tried to get money by cheating the foreigners i. e non Swedish speaking. My anger had nothing to do with hatred against foreigners, but it was an expression of the anger I feel when I see people being used . ",anger,"[0.98906994, 0.8543632, 0.08689634, 0.14359377, 0.00049888645, 0.01762505, 0.19750066]",0.98906994
sadness,At the begining of a new course one is afraid of encountering problems one can not manage. Thoughts revolve around failing the subject and the consequences it would have for the future. ,fear,"[0.33678395, 0.6114517, 0.9772849, 0.7580639, 0.0002971066, 0.45988977, 0.8162608]",0.9772849
disgust,While walking in town I noticed how the police harrassed a man who was under the influence of alcohol. They terrified him with the thought of arrest by driving close behind him on a pedestrian street. My disgust was directed at the gestures and the facial expressions of the policemen they seemed to be enjoying themselves. ,disgust,"[0.89716774, 0.9869306, 0.9082994, 0.26314563, 0.00022389338, 0.23648411, 0.7442767]",0.9869306
shame,"When my boyfriend revealed that he knew that I had discovered things of an important nature about him, I felt ashamed as I had not mentioned it earlier. ",shame,"[0.48305288, 0.71777636, 0.91847515, 0.9201415, 0.00019088249, 0.97835565, 0.9896723]",0.9896723
guilt,"When I am dishonest to a friend to whom I am very close. I feel guilty because I know that he gives a different version of the truth and I have not corrected these mistakes, and he is aware that I know that they are wrong. ",guilt,"[0.2548847, 0.43959627, 0.8024224, 0.9903082, 0.0007186719, 0.8174254, 0.9495246]",0.9903082
joy,When I found out that I had passed the last two exams by a margin of three marks. ,joy,"[0.23516655, 0.26033723, 0.388559, 0.27030048, 0.6129016, 0.3643798, 0.25102842]",0.6129016
fear,When my father was ill and was waiting for the results of his tests. ,sadness,"[0.55557877, 0.62158346, 0.7967735, 0.58956504, 0.07798264, 0.8746306, 0.5146468]",0.8746306
anger,When I got caught in the pouring rain last Thursday and did not have a raincoat on me. ,sadness,"[0.49864268, 0.60879695, 0.6690345, 0.6291651, 0.013801354, 0.7599797, 0.73844635]",0.7599797
sadness,When I failed an exam. ,sadness,"[0.70720804, 0.71361065, 0.6953106, 0.7010859, 0.00051593164, 0.910675, 0.83258116]",0.910675
shame,"When I had not prepared my contribution to the group as thoroughly as the other members, with the result that the overall result was poor. ",sadness,"[0.73269886, 0.74118584, 0.54523057, 0.7689015, 0.0017357457, 0.8643348, 0.79456913]",0.8643348
guilt,"When my father and I worked on the house just after he had recovered from illness, I was rather lazy. This meant that he had to work hard and was not very well later. ",sadness,"[0.15860279, 0.26504946, 0.2322732, 0.40485555, 0.015355569, 0.4438096, 0.359883]",0.4438096
joy,When I gave birth to my son and saw that he was alive and that I had managed it well. He was born a month too early with a malfunctioning lung. This happened a year ago. ,joy,"[0.21264082, 0.038563106, 0.27444968, 0.25865096, 0.7842125, 0.36852804, 0.12579589]",0.7842125
fear,When I found out that my father had lung cancer and they did not know how long he would live. ,sadness,"[0.62131613, 0.52982104, 0.82175404, 0.66818273, 0.051249888, 0.9510074, 0.5387269]",0.9510074
anger,"When a colleague asked me for help at work, despite the fact that he had more time to do it than I had. ",anger,"[0.82756454, 0.7887332, 0.71608406, 0.7652024, 0.13588008, 0.69658166, 0.71084887]",0.82756454
sadness,When I did not get the salary increase that I had been expecting and understood how little one's work was appreciated. ,sadness,"[0.8090728, 0.74209315, 0.6628898, 0.6325687, 0.001359551, 0.94800305, 0.7326839]",0.94800305
disgust,When I was weeding the garden I found a lizard in my hand. ,disgust,"[0.32459298, 0.57988375, 0.5511045, 0.4191917, 0.3264045, 0.19145955, 0.48217124]",0.57988375
shame,"When I met a friend whom I had not seen for a long time and heard all about her troubles, I thought that I should have got in touch with her earlier. ",sadness,"[0.8000371, 0.67002743, 0.866253, 0.80266386, 0.00052179524, 0.9682939, 0.7182179]",0.9682939
guilt,I got angry at my mother for something trivial. We were in a bad mood because my father was very ill and I knew that my mother really needed support. I had reacted wrongly. ,anger,"[0.9839939, 0.39863804, 0.3173387, 0.44915965, 0.0011115454, 0.011683062, 0.5576692]",0.9839939
joy,"New year's eve /, I met my girlfriend. We stood on the steps outside her parents home and I kissed her for the first time. ",joy,"[0.090211816, 0.0709863, 0.22418833, 0.33183664, 0.5092885, 0.030657345, 0.17244242]",0.5092885
fear,"When I was stopped by plain clothes policemen because the car I was driving had overturned on the Avenue. I had been driving too fast, and I was afraid when I was stopped, questionned and then toild to go. The situation ended happily since there were no consequences. ",fear,"[0.05841683, 0.025094146, 0.9375443, 0.047783002, 0.084658034, 0.0009827, 0.045913115]",0.9375443
anger,The editor changed the heading of an article that I had written. He considered the heading to be derogatory towards the person I had written about. ,disgust,"[0.5967962, 0.63693523, 0.524718, 0.4786306, 0.0061268136, 0.43487856, 0.5751076]",0.63693523
sadness,"A close acquaintance of the family died of lung cancer. Although it was expected, I still felt depressed. ",sadness,"[0.0026116562, 0.57327795, 0.53122056, 0.59373057, 0.00030452793, 0.9968618, 0.6894875]",0.9968618
disgust,"When I saw a picture, in the Gothenburg Post, of a totally demolished car with two fatally injured passengers. The car was so badly damaged that they couldn't get the bodies out at the scene of the accident. ",sadness,"[0.7090606, 0.697675, 0.7043425, 0.6228247, 0.088082515, 0.9562651, 0.6440726]",0.9562651
shame,One night I had a sexual intercourse with another man. My sexual desire and my curiosity had made me jump into bed with him. I am ashamed of myself now. ,shame,"[0.5203143, 0.87331265, 0.10255618, 0.8046067, 0.00040931496, 0.9511136, 0.9897921]",0.9897921
guilt,"Due to laziness, I failed the term studies completely at University. I also wanted, to some extent, to protest against my parents' expectations. ",sadness,"[0.6259078, 0.63116467, 0.39714408, 0.45888957, 0.017751817, 0.8269281, 0.6127584]",0.8269281
joy,When I got the loan for my studies. ,fear,"[0.3686947, 0.36709923, 0.48841456, 0.4744321, 0.41742355, 0.36571047, 0.3843418]",0.48841456
fear,I met intoxicated people with dubious intentions in a back alley one Wednesday night. ,anger,"[0.6817369, 0.6724047, 0.6618517, 0.6054227, 0.0028763656, 0.14458816, 0.6663241]",0.6817369
anger,On the T. V I saw a news feature on South Africa. A policeman attacked a group of black people with a whip. ,sadness,"[0.75007457, 0.7345429, 0.73455864, 0.6086901, 0.012902399, 0.81742483, 0.6718667]",0.81742483
sadness,The thought of having to read a boring book of pages in English. ,disgust,"[0.250886, 0.89253217, 0.7432401, 0.407849, 0.00029209125, 0.75124717, 0.78062016]",0.89253217
disgust,Grovelling people. ,fear,"[0.30744636, 0.6025754, 0.6579253, 0.57342494, 0.3558192, 0.41392124, 0.6544367]",0.6579253
shame,My inability to assert myself positively in a group. ,shame,"[0.71654934, 0.64440244, 0.3972085, 0.45279056, 0.000861564, 0.28297612, 0.7531789]",0.7531789
guilt,I experience feelings of guilt because I do not study enough. ,guilt,"[0.012350628, 0.024500135, 0.02226941, 0.9969266, 0.00042831516, 0.09612202, 0.27878538]",0.9969266
disgust,"Observing someone in the cafeteria noisily gulping in his food, having extremely bad manners. ",disgust,"[0.7697396, 0.85500395, 0.60932606, 0.6142805, 0.0045204232, 0.35421333, 0.8273084]",0.85500395
shame,I guess I have often been ashamed after having talked badly of other people. ,shame,"[0.45208564, 0.81874955, 0.6701237, 0.919963, 0.00038235294, 0.9170148, 0.98736376]",0.98736376
guilt,Having been angry and unpleasant towards my parents. ,anger,"[0.9718409, 0.58078134, 0.0036961355, 0.2951573, 0.0002931785, 0.0013570233, 0.36655805]",0.9718409
joy,When my sister - after a history of one abortion and one stillbirth - gave birth to a perfectly healty boy. ,joy,"[0.4350306, 0.4174798, 0.3143557, 0.4711113, 0.85393834, 0.7043143, 0.39768067]",0.85393834
fear,"When my sister had the still born child, she was emotionally very deep down, and it took her a long time to recover. ",sadness,"[0.32206085, 0.29993612, 0.47792658, 0.43224552, 0.0005890123, 0.9563503, 0.41227037]",0.9563503
anger,"We were starting a student project, and the teacher we talked to was very negative and not very helpful. ",sadness,"[0.7904438, 0.84004647, 0.6512542, 0.67424995, 0.0042014113, 0.8508674, 0.7516144]",0.8508674
sadness,"When my boyfriend openly let me down, preferring another girl. ",sadness,"[0.85568565, 0.82455987, 0.83192736, 0.75303847, 0.00074322463, 0.9859638, 0.8566259]",0.9859638
disgust,"I felt some disgust for my boyfriend for a time, after he had left me. ",disgust,"[0.6153807, 0.9895448, 0.06256354, 0.17459369, 0.00018515969, 0.0122937905, 0.8111213]",0.9895448
shame,Can't think of any. ,disgust,"[0.11566311, 0.61887574, 0.11850253, 0.13224716, 0.0016998815, 0.21209545, 0.3982089]",0.61887574
guilt,"Before an accident, my aunt offered me the front seat of the car, next to the driver. I declined, she took that seat and was killed there when the car crashed. ",sadness,"[0.7397818, 0.6728262, 0.8575725, 0.6738488, 0.032113254, 0.9727613, 0.61836195]",0.9727613
