labels,text,emotion,prob_emotion,prob_max
shame,"When I was tired and unmotivated, I shouted at my girlfriend and and brought up negative sides of her character which are actually not so important. ",anger,"[0.6886349, 0.15469988, 0.25278065, 0.39879405, 0.0051227007, 0.0878452, 0.17574245]",0.6886349
guilt,When I think that I do not study enough. After the weekend I think that I should have been able to have accomplished something during that time. ,guilt,"[0.35126343, 0.18714614, 0.15076438, 0.95750177, 0.010525913, 0.894638, 0.7603158]",0.95750177
joy,When I pass an examination which I did not think I did well. ,guilt,"[0.27587748, 0.31472194, 0.059151202, 0.7232546, 0.007900176, 0.4797653, 0.5369201]",0.7232546
fear,"When one has arranged to meet someone and that person arrives late, in the meantime one starts thinking about all that could have gone wrong e. g a traffic accident. ",guilt,"[0.21255915, 0.32525036, 0.6884773, 0.96172637, 0.0022524933, 0.7426606, 0.84950745]",0.96172637
anger,When one is unjustly accused of something one has not done. ,shame,"[0.5421962, 0.69286686, 0.4080252, 0.2640253, 0.0063691353, 0.7980411, 0.81996036]",0.81996036
sadness,When one's studies seem hopelessly difficult and uninteresting. ,disgust,"[0.28691584, 0.7673619, 0.34462422, 0.3862436, 0.0039896737, 0.57171154, 0.59710795]",0.7673619
disgust,"When one finds out that someone you know is not at all like one had thought, for instance friends who steal and things like that, quite unwarranted. ",disgust,"[0.4235386, 0.60365653, 0.27882618, 0.26362535, 0.0056745205, 0.35870594, 0.2904752]",0.60365653
shame,"When one has been unjust, stupid towards someone else. ",shame,"[0.51123655, 0.8146682, 0.053335775, 0.8441778, 0.004160539, 0.7556803, 0.939464]",0.939464
guilt,When one has neglected or been unjust to a good friend. ,guilt,"[0.39143538, 0.5941224, 0.0227432, 0.8250434, 0.005418667, 0.75177133, 0.81726044]",0.8250434
joy,Passing an exam I did not expect to pass. ,guilt,"[0.039626207, 0.0066662626, 0.014667761, 0.29749712, 0.09407104, 0.055232346, 0.049450465]",0.29749712
fear,When I climbed up a tree to pick apples. The angle of the ladder I was on did not enable me to get high enough. This implied that the ladder was not very stable. ,guilt,"[0.09993512, 0.09469906, 0.08491634, 0.42147848, 0.05000307, 0.34410003, 0.30181623]",0.42147848
guilt,When excuses are necessary and I get out of doing it myself. ,guilt,"[0.19163238, 0.20685655, 0.35802105, 0.6540934, 0.0071260557, 0.31364524, 0.44405806]",0.6540934
joy,When I had my children. ,guilt,"[0.020031996, 0.024011714, 0.015562471, 0.5451487, 0.32355747, 0.21174124, 0.10531129]",0.5451487
fear,When my year old son climbed up and sat on the th floor balcony with his legs hanging out. He was holding on tightly to the upper railing of the balcony but he could have easily lost his balance when he sat down. ,sadness,"[0.14913698, 0.2947126, 0.17437106, 0.48074841, 0.049271733, 0.54569834, 0.32095456]",0.54569834
anger,When my partner was attacked and lost three teeth. ,sadness,"[0.41632432, 0.35523742, 0.5314164, 0.7158851, 0.0059136422, 0.9119439, 0.42051452]",0.9119439
sadness,When I see children on T. V from areas devastated by drought and war. ,sadness,"[0.35707444, 0.37664983, 0.4141439, 0.51485866, 0.00632951, 0.60130095, 0.32940337]",0.60130095
disgust,When I nearly walked on a blindworm and then saw it crawl away. ,sadness,"[0.27346873, 0.50305355, 0.5804414, 0.6828065, 0.01615545, 0.8495615, 0.5278729]",0.8495615
shame,When I saw my year old son grab an oxygen mask as he had breathing difficulties. I had a bad conscience because I had not stopped smoking. Medication for the dilation of his breathing tubes also caused a sense of guilt in me. ,guilt,"[0.37940234, 0.81317395, 0.36794242, 0.98871523, 0.0024445844, 0.9787649, 0.9555735]",0.98871523
guilt,"I experience a sense of guilt as my middle son cannot express himself like other children, neither verbally nor in writing. ",guilt,"[0.0037668736, 0.029589983, 0.011835184, 0.99824333, 0.00026663012, 0.82159686, 0.8808756]",0.99824333
joy,When my child was born. ,guilt,"[0.04022177, 0.03795464, 0.015575683, 0.66695356, 0.3059791, 0.24946906, 0.14534633]",0.66695356
fear,"It was spring and the ice was melting. I was far out on a jetty and I poked the ice with a long branch to try and break it. The branch went through the ice and I fell in, the water closed in over my head. ",sadness,"[0.191854, 0.26939914, 0.13187036, 0.49036196, 0.05247106, 0.6196721, 0.3988255]",0.6196721
anger,"Unjust accusations directed at me and my way of acting, by someone close to me. ",anger,"[0.5241096, 0.32631704, 0.086686395, 0.22346893, 0.0011363487, 0.08931711, 0.23971549]",0.5241096
sadness,Failing an examination. ,shame,"[0.29851413, 0.81279474, 0.107336834, 0.84160626, 0.005358635, 0.7907031, 0.9308158]",0.9308158
disgust,"A drunkard fell, started bleeding and wet himself. Disgust that turned into sadness-unpleasantness. ",sadness,"[0.008928452, 0.576709, 0.051850475, 0.64220643, 0.0007691937, 0.98911846, 0.8356892]",0.98911846
shame,"When, as an adult I have been caught lying or behaving badly. ",guilt,"[0.35658118, 0.4783297, 0.14341871, 0.8531064, 0.0055702757, 0.5924733, 0.80379385]",0.8531064
guilt,"When I am in an environment or with a person much worse off than me, I realize how privileged I am. ",guilt,"[0.016522968, 0.0096186325, 0.013093575, 0.09479744, 0.08844925, 0.012578498, 0.028741434]",0.09479744
joy,When I saw a person I had not seen for a long time. ,sadness,"[0.067870535, 0.055991326, 0.07701993, 0.30772358, 0.15676266, 0.3201791, 0.14732786]",0.3201791
fear,"When, as a child, I was nearly knocked down by a car. ",sadness,"[0.32115707, 0.27776533, 0.47266707, 0.70177066, 0.014422338, 0.8452721, 0.39418843]",0.8452721
anger,"When I heard on the radio that the football match in Belgium had ended in a catastrophe, and several people had died. I could not understand how normal people could behave in such a way. ",sadness,"[0.77752805, 0.77902395, 0.13580085, 0.5470755, 0.0023942704, 0.9415511, 0.6461148]",0.9415511
sadness,"When I feel lonely, perhaps because I have to study a lot and I am shut up in my appartment. Nothing happens in particular because there is no time for anything else. ",sadness,"[0.027891278, 0.044998355, 0.13233063, 0.5500763, 0.003296672, 0.95056516, 0.31010464]",0.95056516
disgust,When one learns through the mass media all the wars and killing going on in the world. ,sadness,"[0.5365346, 0.6332059, 0.5720213, 0.60686135, 0.0027340346, 0.6617846, 0.5560962]",0.6617846
shame,"I lied, to be precise I cancelled a meeting with a good friend. ",guilt,"[0.20894386, 0.2882513, 0.25495115, 0.9003539, 0.012456098, 0.5847678, 0.69380736]",0.9003539
guilt,When one lets friends down ,shame,"[0.45350784, 0.7579176, 0.048938785, 0.85757935, 0.005503827, 0.8798672, 0.9068343]",0.9068343
joy,When I was accepted for a course on finance and accounting. ,joy,"[0.0210568, 0.009816188, 0.016990215, 0.19518901, 0.25253752, 0.085328095, 0.028288187]",0.25253752
fear,"A bus drove over my right leg. The event itself was not very frightening but when I had to wait in the emergency ward for three hours and then my leg began to swell, I was frightened. ",fear,"[0.1611671, 0.13419406, 0.8759143, 0.4582321, 0.0039869687, 0.73683584, 0.3508093]",0.8759143
anger,"At my Summer job, nobody looked after me in particular and I had to learn all on my own. ",sadness,"[0.42240357, 0.4237534, 0.2627258, 0.70309705, 0.022356754, 0.7340611, 0.5007409]",0.7340611
sadness,When I was not accepted as a student in finance and accounting. ,sadness,"[0.4394662, 0.36812022, 0.20429748, 0.6063034, 0.004902362, 0.8109383, 0.5391163]",0.8109383
disgust,When I had just moved into my new appartment I found a ventilator in the kitchen. I was going to clean it when I found that the drum was full of mud and slime. I felt disgusted. ,disgust,"[0.67502815, 0.9912298, 0.30390188, 0.86031973, 0.0045234757, 0.9368854, 0.9522837]",0.9912298
shame,My elder brother and I have not always had a good relationship and I feel ashamed of myself as I do not call him to talk to him nowadays. ,shame,"[0.41654748, 0.94241697, 0.53503877, 0.9917298, 0.0058476976, 0.9927517, 0.9945533]",0.9945533
guilt,At my Summer job a new caretaker had been employed who was my age but I preferred going out for lunch with the accounts personnel rather than with him. ,sadness,"[0.23511222, 0.12538192, 0.23227373, 0.4458333, 0.024010774, 0.4868295, 0.17217106]",0.4868295
joy,Passed an exam by points. ,sadness,"[0.030286431, 0.01653371, 0.05556892, 0.0380033, 0.032016944, 0.07663413, 0.038530648]",0.07663413
fear,"In a cottage in a large forest, I was alone for a while in the dark. ",sadness,"[0.16566782, 0.104258746, 0.20265254, 0.4439374, 0.07385461, 0.5442535, 0.21215402]",0.5442535
sadness,Railway station good-bye. ,sadness,"[0.04395304, 0.050916057, 0.03027614, 0.20919298, 0.10173592, 0.7097393, 0.07813162]",0.7097393
disgust,I saw a cripple in rags with small children in Italy. He was probably an imposter. ,sadness,"[0.55088514, 0.73808914, 0.54433584, 0.83787656, 0.017245252, 0.86862653, 0.79571515]",0.86862653
shame,I told a friend that I was going to a party and he would not enjoy himself if he came along. He understood that he would not have fitted in and there was something in that. ,guilt,"[0.12308646, 0.14793019, 0.36584952, 0.7824556, 0.02115832, 0.50543106, 0.5740243]",0.7824556
guilt,I was the reason behind the break-up of my friend's relationship with his girlfriend. She finished with him. ,guilt,"[0.7077457, 0.6840212, 0.3133612, 0.9019223, 0.007161544, 0.849399, 0.803207]",0.9019223
joy,I passed an exam that I was absolutely certain that I had failed. ,guilt,"[0.29804248, 0.07451289, 0.5265768, 0.8482978, 0.016802093, 0.13979313, 0.39011693]",0.8482978
fear,"On the way back from Denmark with a friend on a small yatch, there was a storm and my friend was blown overboard I was very scared till I managed to get him back onboard. ",fear,"[0.20506518, 0.16741447, 0.97878486, 0.85307777, 0.019300938, 0.9576276, 0.68563277]",0.97878486
anger,I locked myself out. ,guilt,"[0.74916804, 0.6505249, 0.5909771, 0.90792954, 0.011313136, 0.83166224, 0.8001533]",0.90792954
sadness,I missed the last tram home and had to walk in the pouring rain. ,sadness,"[0.3706641, 0.44239864, 0.24979296, 0.69564134, 0.007862474, 0.90181166, 0.3344998]",0.90181166
disgust,I found some worms in the food and I had obviously eaten some. ,guilt,"[0.2806291, 0.6802053, 0.33377975, 0.7128625, 0.016285524, 0.5994855, 0.46658152]",0.7128625
shame,"My friend was so intoxicated that the police came and took him away, and they later contacted his parents. ",sadness,"[0.6418432, 0.6883314, 0.6618201, 0.82552934, 0.030877667, 0.9412743, 0.7431372]",0.9412743
guilt,I hapened to overhear something which I was not meant to hear. ,guilt,"[0.13643454, 0.24544126, 0.14248046, 0.8119668, 0.004231296, 0.29842556, 0.6391827]",0.8119668
joy,When I won a trip to Greece in a competition. ,joy,"[0.009284823, 0.003466219, 0.005364069, 0.06772681, 0.38607895, 0.013260891, 0.004402455]",0.38607895
fear,When I am out in the dark and a suspicious looking character comes towards me. ,fear,"[0.42443505, 0.553968, 0.8719701, 0.7423019, 0.023905978, 0.5582989, 0.69548815]",0.8719701
anger,"At work, when an elderly man complained unjustifiably about me and distrusted me. ",disgust,"[0.8984156, 0.9849744, 0.12602568, 0.25680476, 0.0033053963, 0.43517828, 0.3165975]",0.9849744
sadness,When I had not understood anything after a lecture. ,guilt,"[0.41426075, 0.45256546, 0.11083595, 0.6048221, 0.007603519, 0.6047124, 0.41750467]",0.6048221
disgust,When an alcoholic stood dribbling over a food counter. ,disgust,"[0.5909265, 0.71144134, 0.13272047, 0.664594, 0.008681143, 0.6603681, 0.68262666]",0.71144134
shame,When my friend and I were discussing the good looks of a guy we realized that he had been listening. ,guilt,"[0.028891476, 0.025238177, 0.012815874, 0.27854374, 0.1289752, 0.048225004, 0.07376823]",0.27854374
guilt,When I complained about a colleague to the manager and he told her that someone had complained this colleague came to me believing that I liked her. ,guilt,"[0.013446208, 0.0067374613, 0.032945756, 0.17412199, 0.0494683, 0.0699828, 0.032268647]",0.17412199
joy,At a friend's birthday party with some of my closest friends. It was all very pleasant and one could say that I was happy to have such good friends. ,joy,"[0.0012368113, 0.0010670867, 0.0035325023, 0.028926516, 0.9785136, 0.00077689876, 0.0056718895]",0.9785136
fear,On the way home one Friday night in the heavy rain the car acquaplanned. I lost contact with the road surface for a few seconds. ,sadness,"[0.14083245, 0.28658807, 0.1723363, 0.3576709, 0.012824003, 0.5588502, 0.2595421]",0.5588502
anger,Mad at my dad. ,anger,"[0.99656016, 0.9784806, 0.04547393, 0.6811968, 0.00037117075, 0.09039968, 0.7046814]",0.99656016
sadness,A case of unrequited love. ,sadness,"[0.005622478, 0.008520309, 0.007974177, 0.041972954, 0.019028718, 0.1138054, 0.011766404]",0.1138054
disgust,A bad smelling cucumber. ,disgust,"[0.24526814, 0.9819948, 0.18682112, 0.28989318, 0.0046253367, 0.5782962, 0.7565264]",0.9819948
shame,Nearly caught masturbating. ,guilt,"[0.17954189, 0.162411, 0.14422007, 0.6773418, 0.010459833, 0.020716539, 0.5543689]",0.6773418
guilt,I do not help out enough at home. ,guilt,"[0.78335077, 0.5241008, 0.36033013, 0.9790259, 0.015437171, 0.93530726, 0.809717]",0.9790259
joy,I felt very happy when I won the football pools. ,joy,"[0.0010181913, 0.0020084374, 0.0028438668, 0.01038164, 0.9969085, 0.0005871808, 0.0020146356]",0.9969085
fear,When I flew from Athens to Copenhagen after a holiday. The plane was caught in a storm and it began to shake and I thouhght that we were going to crash. ,fear,"[0.2177917, 0.2366366, 0.9903217, 0.63471335, 0.0045098034, 0.9437379, 0.439218]",0.9903217
anger,When someone stole my bike. ,guilt,"[0.67993814, 0.55474687, 0.43320718, 0.84778315, 0.005819971, 0.84048885, 0.6542844]",0.84778315
sadness,"When I saw the list of books to read for an acccouting course, I thought "" Oh God how will I ever manaage it! "" ",sadness,"[0.88588864, 0.89518034, 0.97990316, 0.9139998, 0.0030547353, 0.9905317, 0.8980903]",0.9905317
disgust,It was when I read a newspaper article on the future and they foresaw that we would be eating frog-burgers by the year . An illustration showed a frog between two pieces of bread. ,fear,"[0.29917455, 0.7185335, 0.7501747, 0.3527373, 0.0030841744, 0.7227237, 0.5727019]",0.7501747
shame,When I dropped a bottle in the state liquor store and everyboby started laughing. ,shame,"[0.0121802185, 0.022373147, 0.01239313, 0.21189366, 0.045541417, 0.005202061, 0.24224484]",0.24224484
guilt,"When I was young - , I pinched from a store and was caught. The store then contacted my parents. ",guilt,"[0.512588, 0.46921113, 0.35156366, 0.8444275, 0.019132474, 0.7681232, 0.782634]",0.8444275
joy,When the whole family gets together for a one week holiday. Everybody feels free and the trip is well planned. It works out well and we enjoy ourselves. ,joy,"[0.0051652896, 0.002997387, 0.0064395056, 0.031816512, 0.7229499, 0.004430412, 0.008448686]",0.7229499
fear,"When I could not find my year old daughter. I ran and looked for her everywhere and could not find her. (I finally found her, she had gone to bed to sleep) ",guilt,"[0.17675993, 0.07456065, 0.21466295, 0.81210107, 0.030158108, 0.7984028, 0.35897848]",0.81210107
anger,When friends try to put me down or hurt me. ,disgust,"[0.57877207, 0.7220806, 0.3855374, 0.34818813, 0.0025528036, 0.38959065, 0.5756725]",0.7220806
sadness,Marriage crises. Boredom. ,sadness,"[0.009593396, 0.8837209, 0.5155776, 0.18084535, 0.00091077737, 0.93810403, 0.71168655]",0.93810403
disgust,When someone makes advances that one does not want. ,disgust,"[0.27490264, 0.398209, 0.17750847, 0.33402598, 0.0057478594, 0.27637136, 0.3896221]",0.398209
shame,The discovery that one has only thought of oneself. ,guilt,"[0.08621599, 0.29230025, 0.08243472, 0.6329351, 0.0053039244, 0.2686368, 0.57205904]",0.6329351
guilt,When I spanked a child in anger and later regretted it terribly. ,sadness,"[0.8682608, 0.9109315, 0.14400059, 0.96646637, 0.0033892435, 0.9793091, 0.9165666]",0.9793091
joy,When I passed the first examination that I had to repeat. ,guilt,"[0.1000038, 0.030102186, 0.04763991, 0.27666423, 0.15280923, 0.15356648, 0.07398424]",0.27666423
fear,When I drove to Stockholm for the first time and drove off the Stora Hissingen road at the wrong exit. ,guilt,"[0.18999162, 0.29456535, 0.123748854, 0.5180802, 0.011234646, 0.4864995, 0.4303859]",0.5180802
anger,When my boyfriend went away for a month long holiday without me. ,sadness,"[0.3530953, 0.3248942, 0.12807941, 0.5721179, 0.017807959, 0.7302543, 0.24350688]",0.7302543
sadness,Last year when I worked during the Summer holidays and studied at the same time for an examination I had to repeat my boyfriend went to Greece for a holiday for a month. ,guilt,"[0.1403811, 0.12073444, 0.09814267, 0.5410608, 0.06831744, 0.32858685, 0.2453814]",0.5410608
disgust,When a dog is left whining outside a shop. ,sadness,"[0.42493668, 0.65720874, 0.24326554, 0.6961908, 0.0069536497, 0.8503077, 0.58670187]",0.8503077
shame,When I promised to help a friend over a weekend and did not keep the promise. ,guilt,"[0.3643755, 0.30152908, 0.05741773, 0.7358884, 0.0060824673, 0.7258152, 0.4174362]",0.7358884
guilt,When I realized that I had three more examinations to take. ,sadness,"[0.26804662, 0.24264975, 0.13648035, 0.59739447, 0.0047047604, 0.759197, 0.4597047]",0.759197
joy,The day I was told that I had been accepted as a student of economics. ,joy,"[0.056324556, 0.011219227, 0.015159691, 0.16538644, 0.29160798, 0.08494512, 0.023206558]",0.29160798
fear,"While taking a short cut through the Vasa park, I was surrounded by three people who tried to steal my money. I was scared and was saved only by the appearance of other people. ",fear,"[0.27485666, 0.30899492, 0.97576505, 0.5405087, 0.010480069, 0.779936, 0.3826679]",0.97576505
anger,"At a restaurant I observed how the gypsies tried to get money by cheating the foreigners i. e non Swedish speaking. My anger had nothing to do with hatred against foreigners, but it was an expression of the anger I feel when I see people being used . ",anger,"[0.97455513, 0.33324465, 0.037013207, 0.076654024, 0.0007128739, 0.018514208, 0.09358073]",0.97455513
sadness,At the begining of a new course one is afraid of encountering problems one can not manage. Thoughts revolve around failing the subject and the consequences it would have for the future. ,fear,"[0.01887426, 0.02982423, 0.9945639, 0.943192, 0.0010826772, 0.5181112, 0.76304036]",0.9945639
disgust,While walking in town I noticed how the police harrassed a man who was under the influence of alcohol. They terrified him with the thought of arrest by driving close behind him on a pedestrian street. My disgust was directed at the gestures and the facial expressions of the policemen they seemed to be enjoying themselves. ,disgust,"[0.7208725, 0.9924408, 0.497609, 0.17028327, 0.0024351683, 0.06476717, 0.38731003]",0.9924408
shame,"When my boyfriend revealed that he knew that I had discovered things of an important nature about him, I felt ashamed as I had not mentioned it earlier. ",shame,"[0.015338283, 0.24519522, 0.3173977, 0.989921, 0.0016949082, 0.9192352, 0.99545103]",0.99545103
guilt,"When I am dishonest to a friend to whom I am very close. I feel guilty because I know that he gives a different version of the truth and I have not corrected these mistakes, and he is aware that I know that they are wrong. ",guilt,"[0.1383258, 0.268302, 0.24695976, 0.99695575, 0.0056942864, 0.88910663, 0.95134205]",0.99695575
joy,When I found out that I had passed the last two exams by a margin of three marks. ,sadness,"[0.14808321, 0.030074205, 0.014176783, 0.2650044, 0.26106554, 0.26556158, 0.07995084]",0.26556158
fear,When my father was ill and was waiting for the results of his tests. ,sadness,"[0.13330217, 0.23842496, 0.19471295, 0.59373754, 0.05249851, 0.8258098, 0.32892466]",0.8258098
anger,When I got caught in the pouring rain last Thursday and did not have a raincoat on me. ,sadness,"[0.31141514, 0.3747681, 0.34009162, 0.71138597, 0.012536435, 0.81183904, 0.40588477]",0.81183904
sadness,When I failed an exam. ,shame,"[0.7625838, 0.77543545, 0.37124616, 0.9194645, 0.0047246255, 0.8874826, 0.92156035]",0.92156035
shame,"When I had not prepared my contribution to the group as thoroughly as the other members, with the result that the overall result was poor. ",guilt,"[0.16631332, 0.33566648, 0.09184937, 0.6849323, 0.004428569, 0.55733234, 0.50946677]",0.6849323
guilt,"When my father and I worked on the house just after he had recovered from illness, I was rather lazy. This meant that he had to work hard and was not very well later. ",sadness,"[0.17223608, 0.18794227, 0.16279632, 0.6180371, 0.019515771, 0.6549153, 0.34736905]",0.6549153
joy,When I gave birth to my son and saw that he was alive and that I had managed it well. He was born a month too early with a malfunctioning lung. This happened a year ago. ,guilt,"[0.03389487, 0.021563943, 0.018500129, 0.294954, 0.23475514, 0.1658784, 0.06395869]",0.294954
fear,When I found out that my father had lung cancer and they did not know how long he would live. ,sadness,"[0.2054308, 0.14744358, 0.6656324, 0.67459464, 0.007471711, 0.9049836, 0.37211654]",0.9049836
anger,"When a colleague asked me for help at work, despite the fact that he had more time to do it than I had. ",guilt,"[0.2832539, 0.1766854, 0.14934285, 0.494601, 0.013252744, 0.3108403, 0.28402668]",0.494601
sadness,When I did not get the salary increase that I had been expecting and understood how little one's work was appreciated. ,sadness,"[0.2488612, 0.24641359, 0.10936161, 0.78190994, 0.0062734536, 0.7865613, 0.5376834]",0.7865613
disgust,When I was weeding the garden I found a lizard in my hand. ,guilt,"[0.12489242, 0.3703278, 0.116391405, 0.39762485, 0.13591148, 0.36150232, 0.25882164]",0.39762485
shame,"When I met a friend whom I had not seen for a long time and heard all about her troubles, I thought that I should have got in touch with her earlier. ",sadness,"[0.2614158, 0.09255777, 0.175779, 0.9062777, 0.0041200286, 0.92448044, 0.56984127]",0.92448044
guilt,I got angry at my mother for something trivial. We were in a bad mood because my father was very ill and I knew that my mother really needed support. I had reacted wrongly. ,anger,"[0.9647624, 0.59013253, 0.22435541, 0.6086488, 0.00078148075, 0.5719441, 0.3462319]",0.9647624
joy,"New year's eve /, I met my girlfriend. We stood on the steps outside her parents home and I kissed her for the first time. ",joy,"[0.0064928513, 0.00883629, 0.012180069, 0.08925224, 0.25096443, 0.055750374, 0.0403039]",0.25096443
fear,"When I was stopped by plain clothes policemen because the car I was driving had overturned on the Avenue. I had been driving too fast, and I was afraid when I was stopped, questionned and then toild to go. The situation ended happily since there were no consequences. ",fear,"[0.030172732, 0.028076401, 0.9692825, 0.5875585, 0.2762893, 0.004079932, 0.08931309]",0.9692825
anger,The editor changed the heading of an article that I had written. He considered the heading to be derogatory towards the person I had written about. ,shame,"[0.3482253, 0.26212966, 0.058210596, 0.24559711, 0.004794259, 0.3971071, 0.604058]",0.604058
sadness,"A close acquaintance of the family died of lung cancer. Although it was expected, I still felt depressed. ",sadness,"[0.009260468, 0.04860378, 0.37590858, 0.6413119, 0.000275594, 0.99781895, 0.6624067]",0.99781895
disgust,"When I saw a picture, in the Gothenburg Post, of a totally demolished car with two fatally injured passengers. The car was so badly damaged that they couldn't get the bodies out at the scene of the accident. ",sadness,"[0.32518986, 0.4511389, 0.22113308, 0.42724466, 0.0037399144, 0.75598687, 0.35347173]",0.75598687
shame,One night I had a sexual intercourse with another man. My sexual desire and my curiosity had made me jump into bed with him. I am ashamed of myself now. ,shame,"[0.7135969, 0.98212576, 0.3953805, 0.98021024, 0.006087655, 0.98733157, 0.9895314]",0.9895314
guilt,"Due to laziness, I failed the term studies completely at University. I also wanted, to some extent, to protest against my parents' expectations. ",guilt,"[0.5878582, 0.30705848, 0.10494128, 0.8048759, 0.004019465, 0.7595491, 0.43551624]",0.8048759
joy,When I got the loan for my studies. ,guilt,"[0.03348961, 0.015366005, 0.013298392, 0.38435876, 0.22038189, 0.13316718, 0.05142227]",0.38435876
fear,I met intoxicated people with dubious intentions in a back alley one Wednesday night. ,guilt,"[0.14222416, 0.15374997, 0.08788704, 0.42065972, 0.0056191836, 0.0638722, 0.21813129]",0.42065972
anger,On the T. V I saw a news feature on South Africa. A policeman attacked a group of black people with a whip. ,anger,"[0.40365776, 0.33726972, 0.26977384, 0.3375469, 0.006419301, 0.38134018, 0.31812963]",0.40365776
sadness,The thought of having to read a boring book of pages in English. ,sadness,"[0.353675, 0.763396, 0.6146398, 0.58165336, 0.0024808994, 0.83293486, 0.66276443]",0.83293486
disgust,Grovelling people. ,sadness,"[0.0029571885, 0.017987607, 0.050120343, 0.9908338, 0.013117074, 0.993978, 0.93263006]",0.993978
shame,My inability to assert myself positively in a group. ,sadness,"[0.330317, 0.42790976, 0.39883554, 0.69385237, 0.0064013703, 0.77629066, 0.535829]",0.77629066
guilt,I experience feelings of guilt because I do not study enough. ,guilt,"[0.0020831937, 0.01454721, 0.023051586, 0.9947173, 0.00023831618, 0.31886628, 0.7063191]",0.9947173
disgust,"Observing someone in the cafeteria noisily gulping in his food, having extremely bad manners. ",disgust,"[0.5463124, 0.7051696, 0.14557935, 0.39751604, 0.0055974848, 0.1804279, 0.57572997]",0.7051696
shame,I guess I have often been ashamed after having talked badly of other people. ,shame,"[0.024121204, 0.9401603, 0.83438134, 0.99521303, 0.002535022, 0.99291754, 0.9968886]",0.9968886
guilt,Having been angry and unpleasant towards my parents. ,anger,"[0.9937816, 0.93965757, 0.061985675, 0.6079988, 0.00058167794, 0.099525414, 0.4236791]",0.9937816
joy,When my sister - after a history of one abortion and one stillbirth - gave birth to a perfectly healty boy. ,joy,"[0.009427059, 0.007853585, 0.012456831, 0.1689496, 0.32541555, 0.036968134, 0.035643592]",0.32541555
fear,"When my sister had the still born child, she was emotionally very deep down, and it took her a long time to recover. ",sadness,"[0.41337392, 0.2683052, 0.3507131, 0.7150981, 0.005666162, 0.97563905, 0.6493396]",0.97563905
anger,"We were starting a student project, and the teacher we talked to was very negative and not very helpful. ",sadness,"[0.88313466, 0.86567587, 0.57897955, 0.5529899, 0.0030533313, 0.93265826, 0.6535078]",0.93265826
sadness,"When my boyfriend openly let me down, preferring another girl. ",sadness,"[0.5829611, 0.7088755, 0.12202903, 0.5315757, 0.004753539, 0.7821408, 0.5391083]",0.7821408
disgust,"I felt some disgust for my boyfriend for a time, after he had left me. ",disgust,"[0.3889879, 0.99352723, 0.047202047, 0.5936951, 0.00027899354, 0.75959975, 0.8827586]",0.99352723
shame,Can't think of any. ,disgust,"[0.019485535, 0.30563533, 0.02901089, 0.059938923, 0.006188505, 0.22808227, 0.1561966]",0.30563533
