labels,text,emotion,prob_emotion,prob_max
anger,I locked myself out. ,guilt,"[0.7686235, 0.4722412, 0.8176374, 0.88066673, 0.018753229, 0.7822305, 0.8015757]",0.88066673
sadness,I missed the last tram home and had to walk in the pouring rain. ,sadness,"[0.7944234, 0.7521964, 0.80875224, 0.9112219, 0.008561065, 0.9784837, 0.8851034]",0.9784837
disgust,I found some worms in the food and I had obviously eaten some. ,disgust,"[0.5627261, 0.9327424, 0.7733786, 0.93115956, 0.015076551, 0.78902924, 0.8876247]",0.9327424
shame,"My friend was so intoxicated that the police came and took him away, and they later contacted his parents. ",sadness,"[0.82316905, 0.800977, 0.753874, 0.85136455, 0.008688274, 0.92952687, 0.8495428]",0.92952687
guilt,I hapened to overhear something which I was not meant to hear. ,guilt,"[0.78508484, 0.6613599, 0.8528838, 0.92272615, 0.16310962, 0.64186233, 0.8560276]",0.92272615
joy,When I won a trip to Greece in a competition. ,joy,"[0.0063903737, 0.002711267, 0.02962875, 0.10002272, 0.9611085, 0.005306247, 0.002995287]",0.9611085
fear,When I am out in the dark and a suspicious looking character comes towards me. ,fear,"[0.61396295, 0.4681806, 0.9148216, 0.675677, 0.0040664263, 0.113584384, 0.24624361]",0.9148216
anger,"At work, when an elderly man complained unjustifiably about me and distrusted me. ",sadness,"[0.80389035, 0.35514832, 0.71967924, 0.8206817, 0.006279134, 0.86103, 0.7328908]",0.86103
sadness,When I had not understood anything after a lecture. ,sadness,"[0.39985946, 0.32374564, 0.33142447, 0.5929291, 0.021580527, 0.5961378, 0.5812591]",0.5961378
disgust,When an alcoholic stood dribbling over a food counter. ,disgust,"[0.86921734, 0.9374005, 0.58540213, 0.83595216, 0.017047059, 0.8364418, 0.8440045]",0.9374005
shame,When my friend and I were discussing the good looks of a guy we realized that he had been listening. ,guilt,"[0.29884106, 0.020657977, 0.56208766, 0.76207644, 0.07440537, 0.25203148, 0.53377247]",0.76207644
guilt,When I complained about a colleague to the manager and he told her that someone had complained this colleague came to me believing that I liked her. ,guilt,"[0.6274361, 0.33052588, 0.4714931, 0.6575997, 0.05658736, 0.55798745, 0.5622677]",0.6575997
joy,At a friend's birthday party with some of my closest friends. It was all very pleasant and one could say that I was happy to have such good friends. ,joy,"[0.00071317493, 0.0004665231, 0.001557451, 0.0032468725, 0.9792333, 0.0005321821, 0.00058210915]",0.9792333
fear,On the way home one Friday night in the heavy rain the car acquaplanned. I lost contact with the road surface for a few seconds. ,fear,"[0.6354634, 0.6861714, 0.88263136, 0.7545045, 0.014546745, 0.69620454, 0.728943]",0.88263136
anger,Mad at my dad. ,anger,"[0.9988667, 0.11960207, 0.0026575474, 0.05452497, 0.00072001695, 0.0007006609, 0.0060731573]",0.9988667
sadness,A case of unrequited love. ,sadness,"[0.012081419, 0.0011348003, 0.003168108, 0.1371396, 0.006024638, 0.98234516, 0.16822158]",0.98234516
disgust,A bad smelling cucumber. ,disgust,"[0.27151674, 0.9449255, 0.20629068, 0.29411566, 0.008436774, 0.3212309, 0.67701924]",0.9449255
shame,Nearly caught masturbating. ,guilt,"[0.47830364, 0.10220259, 0.846773, 0.87520826, 0.17678937, 0.052429233, 0.72759014]",0.87520826
guilt,I do not help out enough at home. ,guilt,"[0.61469734, 0.51968646, 0.49945843, 0.90805763, 0.11533654, 0.6446062, 0.81637675]",0.90805763
joy,I felt very happy when I won the football pools. ,joy,"[0.00070263096, 0.00036296874, 0.0009801787, 0.00072891574, 0.99706906, 0.00076992257, 0.00050831033]",0.99706906
fear,When I flew from Athens to Copenhagen after a holiday. The plane was caught in a storm and it began to shake and I thouhght that we were going to crash. ,fear,"[0.21762301, 0.054658517, 0.9916489, 0.30111802, 0.0013369471, 0.44218922, 0.09573628]",0.9916489
anger,When someone stole my bike. ,fear,"[0.92536145, 0.86944044, 0.9564802, 0.9289082, 0.004619141, 0.9543271, 0.889928]",0.9564802
sadness,"When I saw the list of books to read for an acccouting course, I thought "" Oh God how will I ever manaage it! "" ",fear,"[0.043146968, 0.25682715, 0.9734899, 0.83986783, 0.00032276005, 0.87515426, 0.41288066]",0.9734899
disgust,It was when I read a newspaper article on the future and they foresaw that we would be eating frog-burgers by the year . An illustration showed a frog between two pieces of bread. ,disgust,"[0.71555454, 0.91772926, 0.8851667, 0.52389365, 0.1012668, 0.79759467, 0.60221016]",0.91772926
shame,When I dropped a bottle in the state liquor store and everyboby started laughing. ,joy,"[0.008016789, 0.0079958085, 0.004687145, 0.33494815, 0.8244499, 0.0010696907, 0.14381817]",0.8244499
guilt,"When I was young - , I pinched from a store and was caught. The store then contacted my parents. ",guilt,"[0.8093652, 0.8749826, 0.8692486, 0.9537597, 0.008215566, 0.9022137, 0.9058255]",0.9537597
joy,When the whole family gets together for a one week holiday. Everybody feels free and the trip is well planned. It works out well and we enjoy ourselves. ,joy,"[0.017889226, 0.00086409267, 0.0025849824, 0.0034075559, 0.9621583, 0.0018390374, 0.0026777645]",0.9621583
fear,"When I could not find my year old daughter. I ran and looked for her everywhere and could not find her. (I finally found her, she had gone to bed to sleep) ",sadness,"[0.69716746, 0.121663064, 0.9265838, 0.74541116, 0.00051567546, 0.93931216, 0.47856683]",0.93931216
anger,When friends try to put me down or hurt me. ,sadness,"[0.8495073, 0.62668514, 0.8349459, 0.51700944, 0.0018003825, 0.8872576, 0.70311147]",0.8872576
sadness,Marriage crises. Boredom. ,sadness,"[0.016450228, 0.018817144, 0.018622404, 0.026199507, 0.000480808, 0.16068849, 0.013252034]",0.16068849
disgust,When someone makes advances that one does not want. ,fear,"[0.6565758, 0.5152142, 0.6912894, 0.49155325, 0.000993592, 0.47631073, 0.27903485]",0.6912894
shame,The discovery that one has only thought of oneself. ,guilt,"[0.45198706, 0.57794046, 0.33701447, 0.8848416, 0.058178682, 0.76025504, 0.7816033]",0.8848416
guilt,When I spanked a child in anger and later regretted it terribly. ,anger,"[0.99507433, 0.6287345, 0.09196778, 0.9667363, 0.0013321602, 0.9818465, 0.9176544]",0.99507433
joy,When I passed the first examination that I had to repeat. ,joy,"[0.15829386, 0.03343991, 0.15295056, 0.25967276, 0.92653155, 0.10288531, 0.054897033]",0.92653155
fear,When I drove to Stockholm for the first time and drove off the Stora Hissingen road at the wrong exit. ,guilt,"[0.807205, 0.74168473, 0.85465664, 0.9092378, 0.037279196, 0.8617843, 0.86153257]",0.9092378
anger,When my boyfriend went away for a month long holiday without me. ,sadness,"[0.8402456, 0.6581353, 0.74575096, 0.8161071, 0.0102678025, 0.9507225, 0.7382108]",0.9507225
sadness,Last year when I worked during the Summer holidays and studied at the same time for an examination I had to repeat my boyfriend went to Greece for a holiday for a month. ,sadness,"[0.5108105, 0.32583755, 0.29579934, 0.72927624, 0.12461187, 0.87129074, 0.5441457]",0.87129074
disgust,When a dog is left whining outside a shop. ,sadness,"[0.79105055, 0.82800066, 0.78390425, 0.85450315, 0.0015784401, 0.96759105, 0.77041316]",0.96759105
shame,When I promised to help a friend over a weekend and did not keep the promise. ,guilt,"[0.69110173, 0.6954041, 0.6766466, 0.920113, 0.0016635149, 0.90952706, 0.84298146]",0.920113
guilt,When I realized that I had three more examinations to take. ,fear,"[0.5548985, 0.5874642, 0.8569787, 0.7503816, 0.017349621, 0.8321046, 0.587459]",0.8569787
joy,The day I was told that I had been accepted as a student of economics. ,joy,"[0.041062534, 0.011203945, 0.12824441, 0.03288403, 0.94576913, 0.046756443, 0.024476523]",0.94576913
fear,"While taking a short cut through the Vasa park, I was surrounded by three people who tried to steal my money. I was scared and was saved only by the appearance of other people. ",fear,"[0.013504945, 0.01742316, 0.99716836, 0.77269024, 0.00048616296, 0.12158424, 0.22702307]",0.99716836
anger,"At a restaurant I observed how the gypsies tried to get money by cheating the foreigners i. e non Swedish speaking. My anger had nothing to do with hatred against foreigners, but it was an expression of the anger I feel when I see people being used . ",anger,"[0.99311185, 0.4933762, 0.025279917, 0.30820855, 0.0018969, 0.00087904325, 0.026135294]",0.99311185
sadness,At the begining of a new course one is afraid of encountering problems one can not manage. Thoughts revolve around failing the subject and the consequences it would have for the future. ,fear,"[0.022234598, 0.015910147, 0.99808323, 0.7560487, 0.0006225052, 0.2492904, 0.43925208]",0.99808323
disgust,While walking in town I noticed how the police harrassed a man who was under the influence of alcohol. They terrified him with the thought of arrest by driving close behind him on a pedestrian street. My disgust was directed at the gestures and the facial expressions of the policemen they seemed to be enjoying themselves. ,disgust,"[0.9856354, 0.9968581, 0.944022, 0.41540408, 0.30821928, 0.0039333836, 0.8897035]",0.9968581
shame,"When my boyfriend revealed that he knew that I had discovered things of an important nature about him, I felt ashamed as I had not mentioned it earlier. ",shame,"[0.0027316785, 0.15465608, 0.039607275, 0.9826765, 0.0005132593, 0.053717077, 0.99567103]",0.99567103
guilt,"When I am dishonest to a friend to whom I am very close. I feel guilty because I know that he gives a different version of the truth and I have not corrected these mistakes, and he is aware that I know that they are wrong. ",guilt,"[0.003622935, 0.076529935, 0.038824312, 0.9987332, 0.0016241436, 0.550676, 0.879633]",0.9987332
joy,When I found out that I had passed the last two exams by a margin of three marks. ,joy,"[0.08383631, 0.059815526, 0.12591721, 0.41034353, 0.7825612, 0.08265159, 0.12004585]",0.7825612
fear,When my father was ill and was waiting for the results of his tests. ,sadness,"[0.66041493, 0.3361546, 0.9349405, 0.9000635, 0.011069733, 0.9720157, 0.60404503]",0.9720157
anger,When I got caught in the pouring rain last Thursday and did not have a raincoat on me. ,sadness,"[0.76163274, 0.7845049, 0.874711, 0.8892046, 0.012415984, 0.9007347, 0.86822593]",0.9007347
sadness,When I failed an exam. ,sadness,"[0.79043794, 0.82733804, 0.8421346, 0.88238645, 0.0021364945, 0.9513303, 0.9035373]",0.9513303
shame,"When I had not prepared my contribution to the group as thoroughly as the other members, with the result that the overall result was poor. ",sadness,"[0.7476583, 0.7092887, 0.61460733, 0.9068451, 0.0028471383, 0.9261864, 0.8592598]",0.9261864
guilt,"When my father and I worked on the house just after he had recovered from illness, I was rather lazy. This meant that he had to work hard and was not very well later. ",sadness,"[0.40399057, 0.373716, 0.44343045, 0.75899565, 0.02134589, 0.8520672, 0.5977243]",0.8520672
joy,When I gave birth to my son and saw that he was alive and that I had managed it well. He was born a month too early with a malfunctioning lung. This happened a year ago. ,joy,"[0.0019060429, 0.0012809304, 0.012997267, 0.014212168, 0.85361135, 0.0016049417, 0.0032463567]",0.85361135
fear,When I found out that my father had lung cancer and they did not know how long he would live. ,sadness,"[0.62293845, 0.6542628, 0.9537568, 0.70911527, 0.003596252, 0.97434527, 0.6483805]",0.97434527
anger,"When a colleague asked me for help at work, despite the fact that he had more time to do it than I had. ",guilt,"[0.79183275, 0.5786062, 0.39713892, 0.8388593, 0.13429935, 0.7607561, 0.6980263]",0.8388593
sadness,When I did not get the salary increase that I had been expecting and understood how little one's work was appreciated. ,sadness,"[0.7890238, 0.7588101, 0.575418, 0.7348004, 0.001577471, 0.9228591, 0.8460589]",0.9228591
disgust,When I was weeding the garden I found a lizard in my hand. ,fear,"[0.6325896, 0.9166822, 0.93771845, 0.84095013, 0.22532533, 0.8536155, 0.77080774]",0.93771845
shame,"When I met a friend whom I had not seen for a long time and heard all about her troubles, I thought that I should have got in touch with her earlier. ",guilt,"[0.3571402, 0.073532775, 0.31990224, 0.98149157, 0.00093963224, 0.9543953, 0.9024299]",0.98149157
guilt,I got angry at my mother for something trivial. We were in a bad mood because my father was very ill and I knew that my mother really needed support. I had reacted wrongly. ,anger,"[0.9928681, 0.093663454, 0.36444056, 0.8346861, 0.0028502578, 0.02216522, 0.5983473]",0.9928681
joy,"New year's eve /, I met my girlfriend. We stood on the steps outside her parents home and I kissed her for the first time. ",joy,"[0.010794889, 0.0014013561, 0.18443432, 0.12546983, 0.9247621, 0.016943227, 0.029669123]",0.9247621
fear,"When I was stopped by plain clothes policemen because the car I was driving had overturned on the Avenue. I had been driving too fast, and I was afraid when I was stopped, questionned and then toild to go. The situation ended happily since there were no consequences. ",fear,"[0.00047372447, 0.00058170396, 0.97278476, 0.036642574, 0.006473281, 0.00095092074, 0.010259055]",0.97278476
anger,The editor changed the heading of an article that I had written. He considered the heading to be derogatory towards the person I had written about. ,disgust,"[0.8342692, 0.8800627, 0.33860025, 0.57364094, 0.026973004, 0.44966242, 0.6760367]",0.8800627
sadness,"A close acquaintance of the family died of lung cancer. Although it was expected, I still felt depressed. ",sadness,"[0.00065795425, 0.004844495, 0.03420085, 0.17268059, 0.00033292404, 0.9984836, 0.04851113]",0.9984836
disgust,"When I saw a picture, in the Gothenburg Post, of a totally demolished car with two fatally injured passengers. The car was so badly damaged that they couldn't get the bodies out at the scene of the accident. ",sadness,"[0.7756921, 0.8868208, 0.887973, 0.85593706, 0.0060177916, 0.98319787, 0.88513577]",0.98319787
shame,One night I had a sexual intercourse with another man. My sexual desire and my curiosity had made me jump into bed with him. I am ashamed of myself now. ,shame,"[0.10262637, 0.9857649, 0.004081697, 0.9933796, 0.0005871758, 0.81955504, 0.9983822]",0.9983822
guilt,"Due to laziness, I failed the term studies completely at University. I also wanted, to some extent, to protest against my parents' expectations. ",sadness,"[0.6638311, 0.12350339, 0.01238674, 0.76733834, 0.008710799, 0.7837525, 0.66580725]",0.7837525
joy,When I got the loan for my studies. ,joy,"[0.2701962, 0.029650709, 0.117855825, 0.46656173, 0.85695404, 0.122824006, 0.084463015]",0.85695404
fear,I met intoxicated people with dubious intentions in a back alley one Wednesday night. ,disgust,"[0.46957308, 0.81595945, 0.68876266, 0.6518341, 0.016286336, 0.08183724, 0.510047]",0.81595945
anger,On the T. V I saw a news feature on South Africa. A policeman attacked a group of black people with a whip. ,anger,"[0.9193523, 0.8847492, 0.8846395, 0.72821754, 0.0030716031, 0.91327786, 0.75922495]",0.9193523
sadness,The thought of having to read a boring book of pages in English. ,sadness,"[0.30354264, 0.6947862, 0.5788092, 0.13653375, 0.00068548025, 0.72882086, 0.1889776]",0.72882086
disgust,Grovelling people. ,disgust,"[0.96040505, 0.9892569, 0.85489947, 0.6515654, 0.041446254, 0.9542393, 0.69007]",0.9892569
shame,My inability to assert myself positively in a group. ,shame,"[0.37458754, 0.21155883, 0.7462002, 0.76472, 0.008534266, 0.7491906, 0.800207]",0.800207
guilt,I experience feelings of guilt because I do not study enough. ,guilt,"[0.0039744605, 0.010090139, 0.02278834, 0.9980591, 0.0004995186, 0.017488154, 0.16288556]",0.9980591
disgust,"Observing someone in the cafeteria noisily gulping in his food, having extremely bad manners. ",disgust,"[0.7786303, 0.922286, 0.16520716, 0.49431187, 0.027859323, 0.015913656, 0.7288693]",0.922286
shame,I guess I have often been ashamed after having talked badly of other people. ,shame,"[0.010210385, 0.24168469, 0.046079613, 0.95536107, 0.0023899148, 0.20819153, 0.99476117]",0.99476117
guilt,Having been angry and unpleasant towards my parents. ,anger,"[0.99838626, 0.89583117, 0.0062426347, 0.8637333, 0.0007464727, 0.0005659258, 0.17574789]",0.99838626
joy,When my sister - after a history of one abortion and one stillbirth - gave birth to a perfectly healty boy. ,joy,"[0.13664965, 0.029650103, 0.106169045, 0.32622328, 0.95358783, 0.02460047, 0.055412594]",0.95358783
fear,"When my sister had the still born child, she was emotionally very deep down, and it took her a long time to recover. ",sadness,"[0.18190518, 0.14666617, 0.42035472, 0.5215998, 0.0016413772, 0.9694987, 0.41575897]",0.9694987
anger,"We were starting a student project, and the teacher we talked to was very negative and not very helpful. ",sadness,"[0.6930935, 0.6493087, 0.60002625, 0.43253994, 0.002930546, 0.8697953, 0.51922446]",0.8697953
sadness,"When my boyfriend openly let me down, preferring another girl. ",sadness,"[0.93860686, 0.8774166, 0.8059355, 0.92828214, 0.0024608008, 0.98111856, 0.9573667]",0.98111856
disgust,"I felt some disgust for my boyfriend for a time, after he had left me. ",disgust,"[0.70261115, 0.99165267, 0.01597128, 0.07148486, 0.00109882, 0.0028940095, 0.71802765]",0.99165267
shame,Can't think of any. ,sadness,"[0.002301323, 0.009369619, 0.0016621705, 0.0022151289, 0.0016747166, 0.012927803, 0.005824997]",0.012927803
