labels,text,emotion,prob_emotion,emotion_word,prob_max
joy,When I saw a person I had not seen for a long time. ,joy,"[0.16370132565498352, 0.11500959098339081, 0.3768129348754883, 0.8013752102851868, 0.8896000981330872, 0.4852959215641022, 0.66492760181427]",pleasure,0.8896000981330872
fear,"When, as a child, I was nearly knocked down by a car. ",fear,"[0.8975962400436401, 0.9390053153038025, 0.9705407619476318, 0.903937041759491, 0.43870317935943604, 0.9464721083641052, 0.8206045627593994]",scare,0.9705407619476318
anger,"When I heard on the radio that the football match in Belgium had ended in a catastrophe, and several people had died. I could not understand how normal people could behave in such a way. ",disgust,"[0.9746631383895874, 0.981830894947052, 0.9800332188606262, 0.926348090171814, 0.6083893775939941, 0.9763832092285156, 0.8584067821502686]",repugnance,0.981830894947052
sadness,"When I feel lonely, perhaps because I have to study a lot and I am shut up in my appartment. Nothing happens in particular because there is no time for anything else. ",sadness,"[0.005032526329159737, 0.08571413904428482, 0.008626878261566162, 0.8456332087516785, 0.022167960181832314, 0.9956997632980347, 0.7707299590110779]",loneliness,0.9956997632980347
disgust,When one learns through the mass media all the wars and killing going on in the world. ,disgust,"[0.7796223163604736, 0.9259069561958313, 0.9051533341407776, 0.8699234127998352, 0.02323172427713871, 0.9013394713401794, 0.7594011425971985]",ugliness,0.9259069561958313
shame,"I lied, to be precise I cancelled a meeting with a good friend. ",guilt,"[0.7813358306884766, 0.7772625684738159, 0.6246131062507629, 0.9619941115379333, 0.39623430371284485, 0.7914913296699524, 0.8247896432876587]",culpability,0.9619941115379333
guilt,When one lets friends down ,sadness,"[0.9509806632995605, 0.9747299551963806, 0.8503820896148682, 0.9731351733207703, 0.029170235618948936, 0.9754143357276917, 0.9681986570358276]",unhappiness,0.9754143357276917
joy,When I was accepted for a course on finance and accounting. ,joy,"[0.2080869972705841, 0.04102616384625435, 0.26713404059410095, 0.89252769947052, 0.9579395651817322, 0.08881710469722748, 0.06899681687355042]",an achievement,0.9579395651817322
fear,"A bus drove over my right leg. The event itself was not very frightening but when I had to wait in the emergency ward for three hours and then my leg began to swell, I was frightened. ",fear,"[0.06128452718257904, 0.2410188913345337, 0.986968457698822, 0.8773931264877319, 0.2747514545917511, 0.2176809459924698, 0.5910953879356384]",fear,0.986968457698822
anger,"At my Summer job, nobody looked after me in particular and I had to learn all on my own. ",guilt,"[0.9205809831619263, 0.7317686080932617, 0.8640589118003845, 0.97771155834198, 0.1714726686477661, 0.9585551023483276, 0.7918798923492432]",responsibility,0.97771155834198
sadness,When I was not accepted as a student in finance and accounting. ,sadness,"[0.9286843538284302, 0.8953853249549866, 0.8633183240890503, 0.8976740837097168, 0.045736100524663925, 0.9691722989082336, 0.8968001008033752]",unhappiness,0.9691722989082336
disgust,When I had just moved into my new appartment I found a ventilator in the kitchen. I was going to clean it when I found that the drum was full of mud and slime. I felt disgusted. ,disgust,"[0.6751106977462769, 0.9956800937652588, 0.8611781597137451, 0.8552442789077759, 0.24751633405685425, 0.9688665270805359, 0.9221864342689514]",disgust,0.9956800937652588
shame,My elder brother and I have not always had a good relationship and I feel ashamed of myself as I do not call him to talk to him nowadays. ,shame,"[0.30258509516716003, 0.9246217608451843, 0.27334433794021606, 0.9929989576339722, 0.2187822461128235, 0.9202011823654175, 0.9983652234077454]",shame,0.9983652234077454
guilt,At my Summer job a new caretaker had been employed who was my age but I preferred going out for lunch with the accounts personnel rather than with him. ,guilt,"[0.8306800723075867, 0.8184993863105774, 0.6655709743499756, 0.9189012050628662, 0.7440259456634521, 0.8401259183883667, 0.7196131348609924]",responsibility,0.9189012050628662
joy,Passed an exam by points. ,joy,"[0.7563931345939636, 0.38901010155677795, 0.6557526588439941, 0.8851029276847839, 0.9867685437202454, 0.3187733590602875, 0.4094281494617462]",an achievement,0.9867685437202454
fear,"In a cottage in a large forest, I was alone for a while in the dark. ",sadness,"[0.717165470123291, 0.7166516184806824, 0.9213179349899292, 0.7611509561538696, 0.18935061991214752, 0.9872108697891235, 0.6131144762039185]",loneliness,0.9872108697891235
sadness,Railway station good-bye. ,sadness,"[0.6157768368721008, 0.6270399689674377, 0.6986653804779053, 0.9172934293746948, 0.7026590704917908, 0.9620400071144104, 0.7087356448173523]",sadness,0.9620400071144104
disgust,I saw a cripple in rags with small children in Italy. He was probably an imposter. ,disgust,"[0.8376951217651367, 0.9005289077758789, 0.8104590177536011, 0.8738939166069031, 0.2371496856212616, 0.8895877599716187, 0.845037579536438]",repugnance,0.9005289077758789
shame,I told a friend that I was going to a party and he would not enjoy himself if he came along. He understood that he would not have fitted in and there was something in that. ,guilt,"[0.6969510316848755, 0.8287485837936401, 0.7094191312789917, 0.9361594915390015, 0.7678104639053345, 0.6986150741577148, 0.5595160126686096]",responsibility,0.9361594915390015
guilt,I was the reason behind the break-up of my friend's relationship with his girlfriend. She finished with him. ,guilt,"[0.5376152396202087, 0.3293226957321167, 0.11352481693029404, 0.8494551181793213, 0.022147148847579956, 0.14494606852531433, 0.33878394961357117]",guilt,0.8494551181793213
joy,I passed an exam that I was absolutely certain that I had failed. ,fear,"[0.7614558935165405, 0.8073357343673706, 0.9618794322013855, 0.8985391855239868, 0.9593486785888672, 0.6744113564491272, 0.6559855341911316]",anxiety,0.9618794322013855
fear,"On the way back from Denmark with a friend on a small yatch, there was a storm and my friend was blown overboard I was very scared till I managed to get him back onboard. ",fear,"[0.08117938786745071, 0.18681128323078156, 0.9965613484382629, 0.9590312242507935, 0.23348549008369446, 0.4740840792655945, 0.6293439269065857]",fear,0.9965613484382629
anger,I locked myself out. ,guilt,"[0.9216874241828918, 0.7546613216400146, 0.8515049815177917, 0.9745209217071533, 0.12933415174484253, 0.8108887076377869, 0.8619799017906189]",culpability,0.9745209217071533
sadness,I missed the last tram home and had to walk in the pouring rain. ,anger,"[0.9689887166023254, 0.8889562487602234, 0.8856733441352844, 0.9670203924179077, 0.30604952573776245, 0.9529626369476318, 0.8851029276847839]",annoyance,0.9689887166023254
disgust,I found some worms in the food and I had obviously eaten some. ,guilt,"[0.9204578399658203, 0.943699836730957, 0.9269566535949707, 0.9842188954353333, 0.0732661634683609, 0.8120163679122925, 0.9423820376396179]",culpability,0.9842188954353333
shame,"My friend was so intoxicated that the police came and took him away, and they later contacted his parents. ",guilt,"[0.9084959030151367, 0.8974342942237854, 0.8942859768867493, 0.9396201968193054, 0.285865843296051, 0.8929622769355774, 0.8495428562164307]",responsibility,0.9396201968193054
guilt,I hapened to overhear something which I was not meant to hear. ,guilt,"[0.9397902488708496, 0.9247170686721802, 0.8904691934585571, 0.9730124473571777, 0.59220951795578, 0.7890454530715942, 0.9135351777076721]",culpability,0.9730124473571777
joy,When I won a trip to Greece in a competition. ,joy,"[0.01436232216656208, 0.00895239133387804, 0.03930574655532837, 0.7334603667259216, 0.9814410209655762, 0.008582867681980133, 0.02808994986116886]",an achievement,0.9814410209655762
fear,When I am out in the dark and a suspicious looking character comes towards me. ,disgust,"[0.8016005754470825, 0.9538947939872742, 0.9361154437065125, 0.8024890422821045, 0.01985286921262741, 0.7301273345947266, 0.4832560420036316]",repugnance,0.9538947939872742
anger,"At work, when an elderly man complained unjustifiably about me and distrusted me. ",disgust,"[0.9352445602416992, 0.9818419218063354, 0.8680307269096375, 0.925121545791626, 0.2643835246562958, 0.9564570784568787, 0.9363347291946411]",repugnance,0.9818419218063354
sadness,When I had not understood anything after a lecture. ,guilt,"[0.8226057291030884, 0.5920121073722839, 0.6096483469009399, 0.8794074654579163, 0.13534806668758392, 0.7253682613372803, 0.7284099459648132]",culpability,0.8794074654579163
disgust,When an alcoholic stood dribbling over a food counter. ,disgust,"[0.9538160562515259, 0.963780403137207, 0.8782637715339661, 0.9574280381202698, 0.35881882905960083, 0.8287006616592407, 0.9096748232841492]",repugnance,0.963780403137207
shame,When my friend and I were discussing the good looks of a guy we realized that he had been listening. ,guilt,"[0.8394729495048523, 0.42393389344215393, 0.7030932903289795, 0.8961888551712036, 0.49142593145370483, 0.30020010471343994, 0.8647379279136658]",culpability,0.8961888551712036
guilt,When I complained about a colleague to the manager and he told her that someone had complained this colleague came to me believing that I liked her. ,anger,"[0.9014911651611328, 0.7667481899261475, 0.6263042092323303, 0.7861077785491943, 0.32089129090309143, 0.7600789666175842, 0.8015943765640259]",irritation,0.9014911651611328
joy,At a friend's birthday party with some of my closest friends. It was all very pleasant and one could say that I was happy to have such good friends. ,joy,"[0.0008361333166249096, 0.0062820203602313995, 0.022829266265034676, 0.8683325052261353, 0.9932602047920227, 0.0016824500635266304, 0.5308054089546204]",happiness,0.9932602047920227
fear,On the way home one Friday night in the heavy rain the car acquaplanned. I lost contact with the road surface for a few seconds. ,fear,"[0.881817102432251, 0.8496797680854797, 0.9378085136413574, 0.8362864851951599, 0.23233875632286072, 0.7446666359901428, 0.7802944183349609]",scare,0.9378085136413574
anger,Mad at my dad. ,anger,"[0.9988666772842407, 0.9876541495323181, 0.009816841222345829, 0.9816510677337646, 0.35910719633102417, 0.9014936685562134, 0.8610645532608032]",anger,0.9988666772842407
sadness,A case of unrequited love. ,sadness,"[0.20337232947349548, 0.6727295517921448, 0.03127661719918251, 0.924346387386322, 0.3859664797782898, 0.9840443134307861, 0.8540635704994202]",unhappiness,0.9840443134307861
disgust,A bad smelling cucumber. ,disgust,"[0.9577075242996216, 0.9812268018722534, 0.6955419182777405, 0.49514222145080566, 0.11005924642086029, 0.7898766994476318, 0.8012080788612366]",repugnance,0.9812268018722534
shame,Nearly caught masturbating. ,joy,"[0.9073315858840942, 0.8644668459892273, 0.8961800932884216, 0.9364606738090515, 0.9888353943824768, 0.3040821850299835, 0.8761776685714722]",pleasure,0.9888353943824768
guilt,I do not help out enough at home. ,guilt,"[0.8813623189926147, 0.7724125385284424, 0.6921201944351196, 0.9755715131759644, 0.2526901662349701, 0.7563450932502747, 0.8163766264915466]",culpability,0.9755715131759644
joy,I felt very happy when I won the football pools. ,joy,"[0.0007727027405053377, 0.002106795785948634, 0.011782211251556873, 0.5555614829063416, 0.9985994696617126, 0.0008719257893972099, 0.28902292251586914]",happiness,0.9985994696617126
fear,When I flew from Athens to Copenhagen after a holiday. The plane was caught in a storm and it began to shake and I thouhght that we were going to crash. ,fear,"[0.6941660046577454, 0.9477899074554443, 0.9916489124298096, 0.9214389324188232, 0.6070125102996826, 0.8374306559562683, 0.7893760800361633]",fear,0.9916489124298096
anger,When someone stole my bike. ,guilt,"[0.9646057486534119, 0.957265317440033, 0.9564802050590515, 0.9807587265968323, 0.15032483637332916, 0.9670751094818115, 0.9533286690711975]",culpability,0.9807587265968323
sadness,"When I saw the list of books to read for an acccouting course, I thought "" Oh God how will I ever manaage it! "" ",fear,"[0.6756075620651245, 0.973563551902771, 0.9874505996704102, 0.9761654138565063, 0.2502671480178833, 0.961498498916626, 0.6384060382843018]",anxiety,0.9874505996704102
disgust,It was when I read a newspaper article on the future and they foresaw that we would be eating frog-burgers by the year . An illustration showed a frog between two pieces of bread. ,fear,"[0.8750410079956055, 0.9424874782562256, 0.9425978660583496, 0.7840796709060669, 0.7667561769485474, 0.8792715668678284, 0.7570638656616211]",scare,0.9425978660583496
shame,When I dropped a bottle in the state liquor store and everyboby started laughing. ,shame,"[0.023753374814987183, 0.02956562489271164, 0.01671566441655159, 0.848014771938324, 0.9119758009910583, 0.012070213444530964, 0.9367215037345886]",humiliation,0.9367215037345886
guilt,"When I was young - , I pinched from a store and was caught. The store then contacted my parents. ",guilt,"[0.9374402165412903, 0.9584187269210815, 0.9247202277183533, 0.9877732396125793, 0.13538885116577148, 0.9223870038986206, 0.9437685012817383]",culpability,0.9877732396125793
joy,When the whole family gets together for a one week holiday. Everybody feels free and the trip is well planned. It works out well and we enjoy ourselves. ,joy,"[0.01788920722901821, 0.0031250922475010157, 0.008878589607775211, 0.9708041548728943, 0.995071530342102, 0.0027171541005373, 0.3074968755245209]",pleasure,0.995071530342102
fear,"When I could not find my year old daughter. I ran and looked for her everywhere and could not find her. (I finally found her, she had gone to bed to sleep) ",guilt,"[0.9286890029907227, 0.4713974893093109, 0.9619051218032837, 0.9725735187530518, 0.4870418906211853, 0.9238094091415405, 0.7867645621299744]",responsibility,0.9725735187530518
anger,When friends try to put me down or hurt me. ,sadness,"[0.9373875260353088, 0.9449737071990967, 0.8519940376281738, 0.9278507828712463, 0.04890092834830284, 0.9649960994720459, 0.9625089168548584]",unhappiness,0.9649960994720459
sadness,Marriage crises. Boredom. ,sadness,"[0.3970201909542084, 0.16728702187538147, 0.07134483754634857, 0.11313823610544205, 0.004656168632209301, 0.848383367061615, 0.03189059719443321]",loneliness,0.848383367061615
disgust,When someone makes advances that one does not want. ,disgust,"[0.893967866897583, 0.9605281949043274, 0.7670267224311829, 0.7205186486244202, 0.07408103346824646, 0.9325345754623413, 0.4981083571910858]",repugnance,0.9605281949043274
shame,The discovery that one has only thought of oneself. ,guilt,"[0.7362573146820068, 0.7180519700050354, 0.6825209259986877, 0.9500414729118347, 0.30398377776145935, 0.7854418158531189, 0.8294644355773926]",culpability,0.9500414729118347
guilt,When I spanked a child in anger and later regretted it terribly. ,anger,"[0.9950743317604065, 0.9861674904823303, 0.8721528649330139, 0.9950594902038574, 0.5562729835510254, 0.976439893245697, 0.917654275894165]",anger,0.9950743317604065
joy,When I passed the first examination that I had to repeat. ,joy,"[0.3497440218925476, 0.05865839868783951, 0.33268988132476807, 0.7629618048667908, 0.9765719175338745, 0.13619773089885712, 0.11983633041381836]",an achievement,0.9765719175338745
fear,When I drove to Stockholm for the first time and drove off the Stora Hissingen road at the wrong exit. ,guilt,"[0.9418036341667175, 0.939975380897522, 0.9236651062965393, 0.9582127332687378, 0.275556743144989, 0.937282383441925, 0.8888333439826965]",culpability,0.9582127332687378
anger,When my boyfriend went away for a month long holiday without me. ,sadness,"[0.904281497001648, 0.827928364276886, 0.8086181282997131, 0.9389795064926147, 0.28412532806396484, 0.9572192430496216, 0.7474750876426697]",unhappiness,0.9572192430496216
sadness,Last year when I worked during the Summer holidays and studied at the same time for an examination I had to repeat my boyfriend went to Greece for a holiday for a month. ,guilt,"[0.8105744123458862, 0.5788410305976868, 0.6574597954750061, 0.9472233653068542, 0.39072945713996887, 0.870557427406311, 0.6583425998687744]",responsibility,0.9472233653068542
disgust,When a dog is left whining outside a shop. ,sadness,"[0.9773998856544495, 0.9574040770530701, 0.9054916501045227, 0.9368773698806763, 0.2265343964099884, 0.9868744015693665, 0.9003674387931824]",unhappiness,0.9868744015693665
shame,When I promised to help a friend over a weekend and did not keep the promise. ,guilt,"[0.9075179696083069, 0.9262923002243042, 0.7700938582420349, 0.9863882660865784, 0.2584875226020813, 0.9667003750801086, 0.9482395648956299]",culpability,0.9863882660865784
guilt,When I realized that I had three more examinations to take. ,guilt,"[0.8470960855484009, 0.8607391715049744, 0.8917222619056702, 0.9482689499855042, 0.20146623253822327, 0.8613983392715454, 0.7045936584472656]",responsibility,0.9482689499855042
joy,The day I was told that I had been accepted as a student of economics. ,joy,"[0.11702816188335419, 0.044897932559251785, 0.3379824459552765, 0.8932825326919556, 0.9668788313865662, 0.06226586923003197, 0.3712480068206787]",happiness,0.9668788313865662
fear,"While taking a short cut through the Vasa park, I was surrounded by three people who tried to steal my money. I was scared and was saved only by the appearance of other people. ",fear,"[0.27529725432395935, 0.5815936326980591, 0.9973500967025757, 0.9075291752815247, 0.3427641689777374, 0.5691181421279907, 0.6893680095672607]",scare,0.9973500967025757
anger,"At a restaurant I observed how the gypsies tried to get money by cheating the foreigners i. e non Swedish speaking. My anger had nothing to do with hatred against foreigners, but it was an expression of the anger I feel when I see people being used . ",anger,"[0.9931118488311768, 0.9376572370529175, 0.12527517974376678, 0.8697791695594788, 0.5755825638771057, 0.6713061332702637, 0.7502004504203796]",anger,0.9931118488311768
sadness,At the begining of a new course one is afraid of encountering problems one can not manage. Thoughts revolve around failing the subject and the consequences it would have for the future. ,fear,"[0.08918087184429169, 0.894052267074585, 0.998083233833313, 0.9747198820114136, 0.06013134866952896, 0.7426416277885437, 0.8915401101112366]",fear,0.998083233833313
disgust,While walking in town I noticed how the police harrassed a man who was under the influence of alcohol. They terrified him with the thought of arrest by driving close behind him on a pedestrian street. My disgust was directed at the gestures and the facial expressions of the policemen they seemed to be enjoying themselves. ,disgust,"[0.9942371845245361, 0.9968581199645996, 0.9790481328964233, 0.9158523678779602, 0.594314455986023, 0.9469805955886841, 0.981404721736908]",disgust,0.9968581199645996
shame,"When my boyfriend revealed that he knew that I had discovered things of an important nature about him, I felt ashamed as I had not mentioned it earlier. ",shame,"[0.0061683873645961285, 0.9588323831558228, 0.056095387786626816, 0.9855945110321045, 0.21671666204929352, 0.7374964356422424, 0.9956710338592529]",shame,0.9956710338592529
guilt,"When I am dishonest to a friend to whom I am very close. I feel guilty because I know that he gives a different version of the truth and I have not corrected these mistakes, and he is aware that I know that they are wrong. ",guilt,"[0.0483013391494751, 0.8549509644508362, 0.3452145457267761, 0.9987332224845886, 0.24922221899032593, 0.8754557967185974, 0.8796329498291016]",guilt,0.9987332224845886
joy,When I found out that I had passed the last two exams by a margin of three marks. ,joy,"[0.4042830765247345, 0.13757050037384033, 0.520709216594696, 0.8292611837387085, 0.9648693799972534, 0.12947265803813934, 0.26194193959236145]",an achievement,0.9648693799972534
fear,When my father was ill and was waiting for the results of his tests. ,sadness,"[0.894659161567688, 0.6325225830078125, 0.9566039443016052, 0.954216718673706, 0.6643955707550049, 0.9715585112571716, 0.7581953406333923]",sadness,0.9715585112571716
anger,When I got caught in the pouring rain last Thursday and did not have a raincoat on me. ,guilt,"[0.9396783113479614, 0.914389967918396, 0.9234079122543335, 0.9449440836906433, 0.26905542612075806, 0.9072775840759277, 0.8753302693367004]",culpability,0.9449440836906433
sadness,When I failed an exam. ,sadness,"[0.9291110038757324, 0.9649560451507568, 0.8980419635772705, 0.967600405216217, 0.13513925671577454, 0.9729520678520203, 0.9622330069541931]",unhappiness,0.9729520678520203
shame,"When I had not prepared my contribution to the group as thoroughly as the other members, with the result that the overall result was poor. ",sadness,"[0.9406086206436157, 0.8936413526535034, 0.7948119044303894, 0.9581575393676758, 0.03736255317926407, 0.9679667353630066, 0.8959109783172607]",unhappiness,0.9679667353630066
