labels,text,emotion,prob_emotion,prob_max
fear,"When one has arranged to meet someone and that person arrives late, in the meantime one starts thinking about all that could have gone wrong e. g a traffic accident. ",fear,"[0.3018367538849513, 0.23821301540980735, 0.889220267534256, 0.7875768492619196, 0.012098575864608089, 0.6180596550305685, 0.1067507133508722]",0.889220267534256
anger,When one is unjustly accused of something one has not done. ,shame,"[0.8025505046049753, 0.7355556885401408, 0.7661507527033488, 0.5291762718309959, 0.11908901839827497, 0.6405287633339564, 0.84174644947052]",0.84174644947052
sadness,When one's studies seem hopelessly difficult and uninteresting. ,sadness,"[0.46601856251557666, 0.6075134327014288, 0.41640683139363927, 0.2975071718295415, 0.007938656626114001, 0.6785686214764913, 0.4289778669675191]",0.6785686214764913
disgust,"When one finds out that someone you know is not at all like one had thought, for instance friends who steal and things like that, quite unwarranted. ",shame,"[0.6670182645320892, 0.7487989763418833, 0.588964839776357, 0.8029069105784098, 0.014520278860193988, 0.5883059750000635, 0.8280322551727295]",0.8280322551727295
shame,"When one has been unjust, stupid towards someone else. ",guilt,"[0.6653677572806677, 0.8078375359376272, 0.41493258128563565, 0.9171825150648752, 0.00817001253987352, 0.46781762440999347, 0.8427412708600363]",0.9171825150648752
guilt,When one has neglected or been unjust to a good friend. ,guilt,"[0.7382717728614807, 0.8191982805728912, 0.5809638102849325, 0.9087782303492228, 0.05599463213002309, 0.7321264346440634, 0.8511611620585123]",0.9087782303492228
joy,Passing an exam I did not expect to pass. ,joy,"[0.5177419458826383, 0.17441595749308667, 0.562818725903829, 0.5206994364658991, 0.8885465164979299, 0.18925153464078903, 0.1595782128473123]",0.8885465164979299
fear,When I climbed up a tree to pick apples. The angle of the ladder I was on did not enable me to get high enough. This implied that the ladder was not very stable. ,shame,"[0.598897730310758, 0.5141947517792383, 0.6988263577222824, 0.7134623577197393, 0.19865528494119644, 0.6437462121248245, 0.7144246598084768]",0.7144246598084768
guilt,When excuses are necessary and I get out of doing it myself. ,guilt,"[0.2696531467760603, 0.25599151601394016, 0.2991323346892993, 0.5214449266592661, 0.10735756469269593, 0.33588391294082004, 0.42478735496600467]",0.5214449266592661
joy,When I had my children. ,joy,"[0.2541085897634427, 0.057101300451904535, 0.27546366304159164, 0.5962471117575964, 0.809709628423055, 0.2760217146327098, 0.22898257275422415]",0.809709628423055
fear,When my year old son climbed up and sat on the th floor balcony with his legs hanging out. He was holding on tightly to the upper railing of the balcony but he could have easily lost his balance when he sat down. ,guilt,"[0.636864498257637, 0.4968317747116089, 0.7097120881080627, 0.8259764711062113, 0.5312025571862856, 0.36825918157895404, 0.6767887075742086]",0.8259764711062113
anger,When my partner was attacked and lost three teeth. ,fear,"[0.8468682169914246, 0.776525616645813, 0.9034038285414377, 0.823105921347936, 0.07388262386666611, 0.8731892307599386, 0.7212542394797007]",0.9034038285414377
sadness,When I see children on T. V from areas devastated by drought and war. ,sadness,"[0.5049324954549471, 0.6064766198396683, 0.7737706005573273, 0.7565059314171473, 0.04088592280944189, 0.8618898590405782, 0.5424903631210327]",0.8618898590405782
disgust,When I nearly walked on a blindworm and then saw it crawl away. ,fear,"[0.7675718863805135, 0.8316853046417236, 0.8991990586121877, 0.8486646513144175, 0.3598739330967267, 0.6706730822722117, 0.8222123483816782]",0.8991990586121877
shame,When I saw my year old son grab an oxygen mask as he had breathing difficulties. I had a bad conscience because I had not stopped smoking. Medication for the dilation of his breathing tubes also caused a sense of guilt in me. ,guilt,"[0.019857345692192514, 0.3134793018301328, 0.44418993840614956, 0.9260577956835429, 0.008970950613729656, 0.5245178813735644, 0.6173983762661616]",0.9260577956835429
guilt,"I experience a sense of guilt as my middle son cannot express himself like other children, neither verbally nor in writing. ",guilt,"[0.007223288431608428, 0.17369172970453897, 0.025267174389834206, 0.932048499584198, 0.004800276830792427, 0.13319508009590209, 0.34725873296459514]",0.932048499584198
joy,When my child was born. ,joy,"[0.19254181161522865, 0.03415850627546509, 0.450091486175855, 0.6492015967766444, 0.8485190471013387, 0.36416027780311805, 0.1689753116418918]",0.8485190471013387
fear,"It was spring and the ice was melting. I was far out on a jetty and I poked the ice with a long branch to try and break it. The branch went through the ice and I fell in, the water closed in over my head. ",fear,"[0.784450759490331, 0.7721998989582062, 0.9582003454367319, 0.9242293834686279, 0.0192177336042126, 0.8373103737831116, 0.8551270266373953]",0.9582003454367319
anger,"Unjust accusations directed at me and my way of acting, by someone close to me. ",anger,"[0.8878007630507151, 0.8004326025644938, 0.6566704461971918, 0.7521480321884155, 0.06346775288693607, 0.5121477047602335, 0.8812140127023061]",0.8878007630507151
sadness,Failing an examination. ,shame,"[0.8420589367548624, 0.7511049856742223, 0.900098592042923, 0.7927149211366972, 0.017377300149140257, 0.8262149890263876, 0.9679886003335317]",0.9679886003335317
disgust,"A drunkard fell, started bleeding and wet himself. Disgust that turned into sadness-unpleasantness. ",disgust,"[0.3289905848214403, 0.905751367410024, 0.23221496201585978, 0.6828543742497762, 0.004343594666958476, 0.8290964762369791, 0.808744748433431]",0.905751367410024
shame,"When, as an adult I have been caught lying or behaving badly. ",shame,"[0.638401930530866, 0.719431738058726, 0.717391182978948, 0.8853147427241007, 0.035515692337260894, 0.5721325973669688, 0.8956914047400156]",0.8956914047400156
guilt,"When I am in an environment or with a person much worse off than me, I realize how privileged I am. ",guilt,"[0.21241635953386626, 0.2137742886940638, 0.23873632152875265, 0.5096613193551699, 0.15861688119669756, 0.48991742233435315, 0.4743591050306956]",0.5096613193551699
joy,When I saw a person I had not seen for a long time. ,joy,"[0.08273522804180782, 0.04669123267134031, 0.18369761854410172, 0.44382144510746, 0.6890048036972681, 0.20312900158266226, 0.15522105681399503]",0.6890048036972681
fear,"When, as a child, I was nearly knocked down by a car. ",fear,"[0.7636610865592957, 0.6372559616963068, 0.9183337589104971, 0.77727872133255, 0.1672505106156071, 0.7516160756349564, 0.7368933657805125]",0.9183337589104971
anger,"When I heard on the radio that the football match in Belgium had ended in a catastrophe, and several people had died. I could not understand how normal people could behave in such a way. ",fear,"[0.8869819045066833, 0.8718019922574362, 0.8964340190092722, 0.8069056471188863, 0.14772343705408275, 0.7788483748833338, 0.7896069884300232]",0.8964340190092722
sadness,"When I feel lonely, perhaps because I have to study a lot and I am shut up in my appartment. Nothing happens in particular because there is no time for anything else. ",guilt,"[0.0027586700743995607, 0.01860260827622066, 0.005391214624978602, 0.40723543509375304, 0.006145193726600458, 0.36016352909306687, 0.20456874261920652]",0.40723543509375304
disgust,When one learns through the mass media all the wars and killing going on in the world. ,disgust,"[0.6992949843406677, 0.8167333503564199, 0.8124817609786987, 0.5998039940992991, 0.006365799412985022, 0.5918555483222008, 0.615624338388443]",0.8167333503564199
shame,"I lied, to be precise I cancelled a meeting with a good friend. ",guilt,"[0.435150812069575, 0.3960851753751437, 0.49407816926638287, 0.844536284605662, 0.10856970166787505, 0.4914565831422806, 0.7114417056242625]",0.844536284605662
guilt,When one lets friends down ,guilt,"[0.7821866671244303, 0.8240847786267599, 0.7490289409955343, 0.9508841633796692, 0.006176240664596359, 0.8063501516977946, 0.9308482507864634]",0.9508841633796692
joy,When I was accepted for a course on finance and accounting. ,joy,"[0.09342839041103919, 0.019974473553399246, 0.10697859339416027, 0.39282074260214966, 0.8760780890782675, 0.042553170739362635, 0.028581782166535657]",0.8760780890782675
fear,"A bus drove over my right leg. The event itself was not very frightening but when I had to wait in the emergency ward for three hours and then my leg began to swell, I was frightened. ",fear,"[0.017269985284656286, 0.07246575442453225, 0.82685387134552, 0.43013683209816617, 0.10654364343887816, 0.06267571061228712, 0.2047774651243041]",0.82685387134552
anger,"At my Summer job, nobody looked after me in particular and I had to learn all on my own. ",guilt,"[0.6144640396038691, 0.41979090000192326, 0.6778298119703928, 0.7590580781300863, 0.10519906381766002, 0.7444788217544556, 0.7351177235444387]",0.7590580781300863
sadness,When I was not accepted as a student in finance and accounting. ,sadness,"[0.7353218495845795, 0.5724713827172915, 0.705730269352595, 0.7191712856292725, 0.01486509475701799, 0.8459347685178121, 0.8320404688517252]",0.8459347685178121
disgust,When I had just moved into my new appartment I found a ventilator in the kitchen. I was going to clean it when I found that the drum was full of mud and slime. I felt disgusted. ,disgust,"[0.2561735187967618, 0.8295626329878966, 0.2227125819772482, 0.5537154600024223, 0.08821122215401071, 0.17077712598256767, 0.5859165533135334]",0.8295626329878966
shame,My elder brother and I have not always had a good relationship and I feel ashamed of myself as I do not call him to talk to him nowadays. ,shame,"[0.09347706381231546, 0.6260059649745623, 0.1437140457953016, 0.9593078196048737, 0.08750717382645234, 0.4813326336443424, 0.9919638733069102]",0.9919638733069102
guilt,At my Summer job a new caretaker had been employed who was my age but I preferred going out for lunch with the accounts personnel rather than with him. ,guilt,"[0.41581496844689053, 0.3806360761324565, 0.3286907734970252, 0.7001461187998453, 0.4996593991915385, 0.48659833272298175, 0.4509875103831291]",0.7001461187998453
joy,Passed an exam by points. ,joy,"[0.4562319989005725, 0.20148416298131147, 0.33240094780921936, 0.47848184903462726, 0.713132714231809, 0.25059707959493, 0.15324526062856117]",0.713132714231809
fear,"In a cottage in a large forest, I was alone for a while in the dark. ",fear,"[0.46299559871355694, 0.36054933567841846, 0.8133138418197632, 0.6215713024139404, 0.10333146744718154, 0.7956311404705048, 0.4335656190911929]",0.8133138418197632
sadness,Railway station good-bye. ,sadness,"[0.3168783423801263, 0.31103091190258664, 0.4435110191504161, 0.6084028879801432, 0.3996548230449359, 0.8604665199915568, 0.30998706569274265]",0.8604665199915568
disgust,I saw a cripple in rags with small children in Italy. He was probably an imposter. ,shame,"[0.5773267497618993, 0.5920619269212087, 0.5775322864452997, 0.5897637655337652, 0.0859249415807426, 0.7050754378239313, 0.7567310929298401]",0.7567310929298401
shame,I told a friend that I was going to a party and he would not enjoy himself if he came along. He understood that he would not have fitted in and there was something in that. ,guilt,"[0.3240206887324651, 0.27980904653668404, 0.4886023998260498, 0.5958889325459799, 0.475770299633344, 0.49709825217723846, 0.45206588009993237]",0.5958889325459799
guilt,I was the reason behind the break-up of my friend's relationship with his girlfriend. She finished with him. ,guilt,"[0.20124815901120505, 0.18158095392088094, 0.05443024324874083, 0.38894615322351456, 0.011415029875934124, 0.06643197716524203, 0.25276920447746914]",0.38894615322351456
joy,I passed an exam that I was absolutely certain that I had failed. ,fear,"[0.5690931578477224, 0.28148386379082996, 0.8846320907274882, 0.7025487224260966, 0.8586576680342356, 0.44464408854643506, 0.4090894858042399]",0.8846320907274882
fear,"On the way back from Denmark with a friend on a small yatch, there was a storm and my friend was blown overboard I was very scared till I managed to get him back onboard. ",fear,"[0.01627368835033849, 0.05954452941659838, 0.9810841580231985, 0.7590845127900442, 0.0996715498137443, 0.25513292748170596, 0.19321223728669187]",0.9810841580231985
anger,I locked myself out. ,fear,"[0.7510438760121664, 0.4445643723011017, 0.8027525544166565, 0.7785359819730123, 0.05118929035961628, 0.7071099976698557, 0.7405038774013519]",0.8027525544166565
sadness,I missed the last tram home and had to walk in the pouring rain. ,sadness,"[0.790056457122167, 0.5387936408321062, 0.7893647452195486, 0.7870659828186035, 0.08115314257641633, 0.8812505602836609, 0.7300750414530436]",0.8812505602836609
disgust,I found some worms in the food and I had obviously eaten some. ,shame,"[0.6831859648227692, 0.7298214038213094, 0.7968378861745199, 0.8559978107611338, 0.037592384653786816, 0.49265967806180316, 0.8989458382129669]",0.8989458382129669
shame,"My friend was so intoxicated that the police came and took him away, and they later contacted his parents. ",guilt,"[0.732952947417895, 0.5531758926808834, 0.7026978035767873, 0.869316945473353, 0.08341617897773783, 0.5572870196774602, 0.7842532694339752]",0.869316945473353
guilt,I hapened to overhear something which I was not meant to hear. ,guilt,"[0.8036210636297861, 0.6555549651384354, 0.8360798060894012, 0.9054290453592936, 0.2771059386432171, 0.68818199634552, 0.8088937401771545]",0.9054290453592936
joy,When I won a trip to Greece in a competition. ,joy,"[0.008997701884557804, 0.004669718987618883, 0.023424418953557808, 0.29349095933139324, 0.9154865046342214, 0.004056667132924001, 0.006958578053551416]",0.9154865046342214
fear,When I am out in the dark and a suspicious looking character comes towards me. ,fear,"[0.5627435346444448, 0.5314523975054423, 0.850276122490565, 0.6183909699320793, 0.011535124154761434, 0.17578527129565677, 0.3099484307070573]",0.850276122490565
anger,"At work, when an elderly man complained unjustifiably about me and distrusted me. ",guilt,"[0.7401399314403534, 0.6327921450138092, 0.6582917918761572, 0.8438621262709299, 0.06152874565062424, 0.5901971633235613, 0.8093260526657104]",0.8438621262709299
sadness,When I had not understood anything after a lecture. ,shame,"[0.4819161295890808, 0.3138360430796941, 0.42210379739602405, 0.6142649551232656, 0.05981730266163746, 0.4663289388020833, 0.6789769132932028]",0.6789769132932028
disgust,When an alcoholic stood dribbling over a food counter. ,shame,"[0.826865037282308, 0.877569337685903, 0.7288688023885092, 0.8697115381558737, 0.0846103667281568, 0.5107179482777914, 0.8799265126387278]",0.8799265126387278
shame,When my friend and I were discussing the good looks of a guy we realized that he had been listening. ,guilt,"[0.4571778327226639, 0.13270374820179617, 0.5954435467720032, 0.7681837975978851, 0.2658388987183571, 0.12791597315420708, 0.5942066262165705]",0.7681837975978851
guilt,When I complained about a colleague to the manager and he told her that someone had complained this colleague came to me believing that I liked her. ,shame,"[0.6178369621435801, 0.3374998892347018, 0.46119992931683856, 0.6390967071056366, 0.16569397101799646, 0.3866964429616928, 0.6857160379489263]",0.6857160379489263
joy,At a friend's birthday party with some of my closest friends. It was all very pleasant and one could say that I was happy to have such good friends. ,joy,"[0.0006440141441999003, 0.001518389311968349, 0.004502644869110857, 0.3114135130890645, 0.8985386490821838, 0.0008057350011464829, 0.14082777182920836]",0.8985386490821838
fear,On the way home one Friday night in the heavy rain the car acquaplanned. I lost contact with the road surface for a few seconds. ,fear,"[0.694029966990153, 0.5120627135038376, 0.8410971760749817, 0.7632693449656168, 0.10051628869647782, 0.532130628824234, 0.6628207365671793]",0.8410971760749817
anger,Mad at my dad. ,anger,"[0.9123697479565939, 0.5197499319911003, 0.005878866029282411, 0.6207035746386586, 0.142910024325829, 0.15225467297326153, 0.31076558531882864]",0.9123697479565939
sadness,A case of unrequited love. ,sadness,"[0.055478265043348074, 0.12022285215789452, 0.011652125938174626, 0.5705961460868517, 0.09804774021419387, 0.663155942534407, 0.28515021270141006]",0.663155942534407
disgust,A bad smelling cucumber. ,disgust,"[0.47414729992548627, 0.9201476474603018, 0.4130991113682588, 0.39598869780699414, 0.02770966097402076, 0.31057891994714737, 0.6882347365220388]",0.9201476474603018
shame,Nearly caught masturbating. ,guilt,"[0.4952848205963771, 0.24412488657981157, 0.7544935047626495, 0.761493057012558, 0.36595319211483, 0.14578545512631536, 0.6781525611877441]",0.761493057012558
guilt,I do not help out enough at home. ,guilt,"[0.5859251121679941, 0.44542910406986874, 0.46077588697274524, 0.8789088328679403, 0.14644804721077284, 0.6667062441507975, 0.7854341169198354]",0.8789088328679403
joy,I felt very happy when I won the football pools. ,joy,"[0.0006698222714476287, 0.0007238371617859229, 0.0024524636925586187, 0.21814292733809756, 0.9181966483592987, 0.0006471692516546076, 0.05135942291235551]",0.9181966483592987
fear,When I flew from Athens to Copenhagen after a holiday. The plane was caught in a storm and it began to shake and I thouhght that we were going to crash. ,fear,"[0.3473885195950667, 0.3311713331689437, 0.9849565923213959, 0.6069212158521017, 0.17569411578976238, 0.41370573670913774, 0.27171685981253785]",0.9849565923213959
anger,When someone stole my bike. ,guilt,"[0.9020057916641235, 0.8576522270838419, 0.9089887738227844, 0.9409041901429495, 0.04242117563262582, 0.8170450627803802, 0.8903532226880392]",0.9409041901429495
sadness,"When I saw the list of books to read for an acccouting course, I thought "" Oh God how will I ever manaage it! "" ",fear,"[0.31558780775715906, 0.4714069577554862, 0.9591363469759623, 0.765702411532402, 0.06663700582672998, 0.7595097633699576, 0.4018571972846985]",0.9591363469759623
disgust,It was when I read a newspaper article on the future and they foresaw that we would be eating frog-burgers by the year . An illustration showed a frog between two pieces of bread. ,disgust,"[0.7517719864845276, 0.8870936930179596, 0.8860486050446829, 0.6247484733661016, 0.249245997518301, 0.5303276541332403, 0.7069462736447653]",0.8870936930179596
shame,When I dropped a bottle in the state liquor store and everyboby started laughing. ,joy,"[0.008742220738592247, 0.01190946763381362, 0.00597448117332533, 0.44214809864449006, 0.7075847387313843, 0.003579189166581879, 0.5012850239872932]",0.7075847387313843
guilt,"When I was young - , I pinched from a store and was caught. The store then contacted my parents. ",guilt,"[0.809969037771225, 0.7608116219441096, 0.8286779125531515, 0.9503315389156342, 0.0473710543786486, 0.7150052239497503, 0.9131270547707876]",0.9503315389156342
joy,When the whole family gets together for a one week holiday. Everybody feels free and the trip is well planned. It works out well and we enjoy ourselves. ,joy,"[0.005578629633722206, 0.0014002000777206074, 0.0036055922391824424, 0.29347550684663776, 0.9511665602525076, 0.001578630714599664, 0.055034755767943956]",0.9511665602525076
fear,"When I could not find my year old daughter. I ran and looked for her everywhere and could not find her. (I finally found her, she had gone to bed to sleep) ",fear,"[0.796298990646998, 0.15456587402150035, 0.9215585092703501, 0.822374681631724, 0.08965683187125251, 0.7760741859674454, 0.5976477513710657]",0.9215585092703501
anger,When friends try to put me down or hurt me. ,shame,"[0.7242746849854788, 0.7347413202126821, 0.7302129069964091, 0.6200040752689043, 0.014610938300999502, 0.5840632259690514, 0.8059069017569224]",0.8059069017569224
sadness,Marriage crises. Boredom. ,sadness,"[0.11521392866658668, 0.0728703976298372, 0.029208805916520458, 0.06800609733909369, 0.0020129235344938934, 0.41928307618945837, 0.02050451732551058]",0.41928307618945837
disgust,When someone makes advances that one does not want. ,anger,"[0.6020874579747518, 0.5496344814697901, 0.5587738007307053, 0.5071087131897608, 0.024978629196994007, 0.42608411485950154, 0.3245546445250511]",0.6020874579747518
shame,The discovery that one has only thought of oneself. ,shame,"[0.5308611989021301, 0.5046549513936043, 0.5087765256563822, 0.7743349572022756, 0.11162346756706636, 0.6922648549079895, 0.7837920387585958]",0.7837920387585958
guilt,When I spanked a child in anger and later regretted it terribly. ,guilt,"[0.8294862906138102, 0.7831446429093679, 0.4259995352476835, 0.9021775722503662, 0.11920930782798678, 0.6460389015264809, 0.7908305327097574]",0.9021775722503662
joy,When I passed the first examination that I had to repeat. ,joy,"[0.15281433115402857, 0.033724798976133265, 0.11729952848205964, 0.4141872674226761, 0.8555069168408712, 0.10378983182211717, 0.04844339704141021]",0.8555069168408712
fear,When I drove to Stockholm for the first time and drove off the Stora Hissingen road at the wrong exit. ,guilt,"[0.751960684855779, 0.621041513979435, 0.799810787041982, 0.9166950583457947, 0.10905877687036991, 0.6814483056465784, 0.8013297915458679]",0.9166950583457947
anger,When my boyfriend went away for a month long holiday without me. ,sadness,"[0.8018241425355276, 0.5086206483344237, 0.6978576978047689, 0.8150959412256876, 0.09287262614816427, 0.8967719078063965, 0.6942783296108246]",0.8967719078063965
sadness,Last year when I worked during the Summer holidays and studied at the same time for an examination I had to repeat my boyfriend went to Greece for a holiday for a month. ,guilt,"[0.5089759031931559, 0.27170705422759056, 0.3778778910636902, 0.7692478994528452, 0.25388215482234955, 0.669228990872701, 0.5933984418710073]",0.7692478994528452
disgust,When a dog is left whining outside a shop. ,sadness,"[0.7617503305276235, 0.8343311448891958, 0.7692268093427023, 0.8743257224559784, 0.045903106103651226, 0.9045312503973643, 0.7968410054842631]",0.9045312503973643
shame,When I promised to help a friend over a weekend and did not keep the promise. ,guilt,"[0.6870540231466293, 0.6923938095569611, 0.6290019353230795, 0.9473471343517303, 0.04814723919844255, 0.8044581512610117, 0.8675686518351237]",0.9473471343517303
guilt,When I realized that I had three more examinations to take. ,fear,"[0.6189877986907959, 0.49052108886341256, 0.8052202562491099, 0.6766463766495386, 0.0850678648178776, 0.677178310851256, 0.5399463375409445]",0.8052202562491099
joy,The day I was told that I had been accepted as a student of economics. ,joy,"[0.05950470237682263, 0.020067689125426114, 0.14732261498769125, 0.43311716491977376, 0.9039068520069122, 0.029961925155172747, 0.09145836873600881]",0.9039068520069122
fear,"While taking a short cut through the Vasa park, I was surrounded by three people who tried to steal my money. I was scared and was saved only by the appearance of other people. ",fear,"[0.05089484417112544, 0.19763701502233744, 0.9898434082667033, 0.7427789121866226, 0.1142771707867117, 0.1790124507776151, 0.30036354953578365]",0.9898434082667033
anger,"At a restaurant I observed how the gypsies tried to get money by cheating the foreigners i. e non Swedish speaking. My anger had nothing to do with hatred against foreigners, but it was an expression of the anger I feel when I see people being used . ",anger,"[0.8368861675262451, 0.5293386826912562, 0.04425476072356105, 0.5143425555434078, 0.19874636452489844, 0.11944272931820403, 0.35638180281966925]",0.8368861675262451
sadness,At the begining of a new course one is afraid of encountering problems one can not manage. Thoughts revolve around failing the subject and the consequences it would have for the future. ,fear,"[0.03327056268850962, 0.271687059973677, 0.8900870879491171, 0.7403436501820883, 0.01500261357674996, 0.3352567882587512, 0.6303502668937048]",0.8900870879491171
disgust,While walking in town I noticed how the police harrassed a man who was under the influence of alcohol. They terrified him with the thought of arrest by driving close behind him on a pedestrian street. My disgust was directed at the gestures and the facial expressions of the policemen they seemed to be enjoying themselves. ,disgust,"[0.9605351587136587, 0.9727823535601298, 0.9568560024102529, 0.5540787209756672, 0.22977043284724155, 0.16370272628652552, 0.888233870267868]",0.9727823535601298
shame,"When my boyfriend revealed that he knew that I had discovered things of an important nature about him, I felt ashamed as I had not mentioned it earlier. ",shame,"[0.0032546547008678317, 0.3612619113797943, 0.03782093843134741, 0.9437042772769928, 0.09012335385583962, 0.19367882795631886, 0.9697559773921967]",0.9697559773921967
guilt,"When I am dishonest to a friend to whom I am very close. I feel guilty because I know that he gives a different version of the truth and I have not corrected these mistakes, and he is aware that I know that they are wrong. ",guilt,"[0.012439013284165412, 0.2086060095267991, 0.08461693798502286, 0.9509187042713165, 0.07317031000275165, 0.45563432985606295, 0.7006954997777939]",0.9509187042713165
joy,When I found out that I had passed the last two exams by a margin of three marks. ,joy,"[0.16849533033867678, 0.05754768708720803, 0.20448270253837109, 0.4580704023440679, 0.7991461356480917, 0.07400455884635448, 0.15476466715335846]",0.7991461356480917
fear,When my father was ill and was waiting for the results of his tests. ,sadness,"[0.5848005264997482, 0.3540226345260938, 0.8904171486695608, 0.7436009496450424, 0.1910014753229916, 0.923417717218399, 0.42890291412671405]",0.923417717218399
anger,When I got caught in the pouring rain last Thursday and did not have a raincoat on me. ,guilt,"[0.7487619618574778, 0.5943427110711733, 0.8168341120084127, 0.8644249935944875, 0.08472560641045372, 0.671347809334596, 0.8001707394917806]",0.8644249935944875
sadness,When I failed an exam. ,shame,"[0.7658798495928446, 0.7810827294985453, 0.8165168066819509, 0.845302219192187, 0.03154976871640732, 0.8504130740960439, 0.9282461206118265]",0.9282461206118265
shame,"When I had not prepared my contribution to the group as thoroughly as the other members, with the result that the overall result was poor. ",guilt,"[0.7153115371863047, 0.5831902970870336, 0.6400988399982452, 0.9069862961769104, 0.018414891286132235, 0.7437401687105497, 0.8574248353640238]",0.9069862961769104
guilt,"When my father and I worked on the house just after he had recovered from illness, I was rather lazy. This meant that he had to work hard and was not very well later. ",guilt,"[0.456774373849233, 0.34103425468007725, 0.4401850601037343, 0.8222443163394928, 0.05314383842051029, 0.6286166260639826, 0.5692799886067709]",0.8222443163394928
joy,When I gave birth to my son and saw that he was alive and that I had managed it well. He was born a month too early with a malfunctioning lung. This happened a year ago. ,joy,"[0.00427718033703665, 0.002936643121453623, 0.037219841353362426, 0.32116139167919755, 0.8607342938582102, 0.007678705403426041, 0.12360916127605985]",0.8607342938582102
fear,When I found out that my father had lung cancer and they did not know how long he would live. ,fear,"[0.49524108320474625, 0.5814787397782007, 0.9150783518950144, 0.7407319943110148, 0.14627945877145976, 0.9034870068232218, 0.5375377958019575]",0.9150783518950144
anger,"When a colleague asked me for help at work, despite the fact that he had more time to do it than I had. ",guilt,"[0.7424226502577463, 0.5109484146038691, 0.46680719157059986, 0.8685447374979655, 0.2331290120879809, 0.5038809726635615, 0.7389885981877645]",0.8685447374979655
