labels,text,feels_emo,prob_feels_emo,prob_max
sadness,My heart and soul  is leaving me and I can't even see here ,sadness,"[0.7271821, 0.77155197, 0.9940082, 0.00055996893, 0.99728, 0.3291142]",0.99728
joy,chips and curry sauce ,fear,"[0.6010596, 0.046454426, 0.975321, 0.74199134, 0.27296072, 0.6694572]",0.975321
anger,"Soo if i hit youu , i garrentee i won't stopp . type to keep going till i make a bitch bleed foreal ! ",anger,"[0.9954965, 0.79456085, 0.91628075, 0.11987573, 0.056423806, 0.65947855]",0.9954965
joy,Oh and off to work till midnight -. - ,fear,"[0.81588507, 0.47823742, 0.9464462, 0.023970094, 0.88196945, 0.8709536]",0.9464462
surprise,I have a package at the post office. Can't think what could be in it. I don't remember internet shopping while drinking. ,surprise,"[0.34090012, 0.21928094, 0.8577654, 0.037184153, 0.30807322, 0.9948932]",0.9948932
joy, bahahahaha so many things i could say. . . RT  I just shit my pants. Pure % gravy. ,surprise,"[0.6229014, 0.98686904, 0.894248, 0.36699376, 0.006914678, 0.9898726]",0.9898726
sadness, morning ) oh what a bad episode to come in towards the end. . . And only more episode? ? ,surprise,"[0.7037749, 0.8755619, 0.81367654, 0.0005369078, 0.9620344, 0.97518253]",0.97518253
fear,large crowds of manic football fans amp mascots ,fear,"[0.8066703, 0.1572937, 0.96967703, 0.49363825, 0.14287, 0.6687849]",0.96967703
joy,There is no concrete equation for joy. you can't explain how to get in your life. ,surprise,"[0.07147091, 0.008760377, 0.8749401, 0.84424686, 0.21031435, 0.9012199]",0.9012199
joy,I don't need present's of king's but just just to be in the presence of The King Peace PleasuresForEvermore ,joy,"[0.0063587935, 0.0009048312, 0.7312458, 0.9882157, 0.005015255, 0.5990266]",0.9882157
joy,All my battles r surely handled properly amp never by me . . . it feels so good ,joy,"[0.031338193, 0.00024796018, 0.8163723, 0.9934768, 0.0006018626, 0.10492444]",0.9934768
joy,Bringing my cousin amp his friend to jingle jam amp they get to see drake amp i dontt ? fml ,surprise,"[0.91870177, 0.7016024, 0.9288216, 0.7829933, 0.37338382, 0.9330535]",0.9330535
joy,Nobody up worth talking too so back to sleep I try to go! ,fear,"[0.3953214, 0.2938064, 0.96700233, 0.006869979, 0.44495434, 0.60009784]",0.96700233
joy,"Even if you're bad  something, i cant knock you if you try. / the time, those ppl are the s that love it the most. Don't kill their ",joy,"[0.6985093, 0.023793792, 0.45015186, 0.87799674, 0.07070679, 0.4073955]",0.87799674
fear,Someone on my high school football team is also called Moriarty. ,surprise,"[0.35610658, 0.047795974, 0.60231245, 0.1841682, 0.18837678, 0.66139317]",0.66139317
anger,I just absolutely lost my mind. . ( ,surprise,"[0.99080545, 0.94013435, 0.98242074, 0.0028716633, 0.077062495, 0.9969708]",0.9969708
joy,Christmas lights? Check! ) now its time to decorate inside. . ,joy,"[0.077746436, 0.0025900332, 0.69912666, 0.9721576, 0.006034432, 0.47601455]",0.9721576
joy,"Obscura, de app van  is awesome. Zowel  als ik stonden daardoor al op de homepage van La fille d'O. ",surprise,"[0.07044737, 0.0022345325, 0.8612917, 0.9759202, 0.008502817, 0.9918241]",0.9918241
anger,My earlier tweet should've said quotI sometimes think I'm the youngest person. . . quot ,fear,"[0.6397632, 0.021543233, 0.901286, 0.36133587, 0.30267945, 0.49843407]",0.901286
sadness,Working on this third drink tho. . . Someone is tryna challenge me to a cook off. . . they've already ,anger,"[0.77899057, 0.0143807605, 0.24118426, 0.03848856, 0.058900096, 0.33424208]",0.77899057
sadness,sounds awful but alot of people are dying recently (( ,sadness,"[0.5214369, 0.9198427, 0.9782648, 0.0004434027, 0.98783934, 0.3533604]",0.98783934
joy,Getting Ready to Spend Time With Fam --- and is What Life Is All About ,joy,"[0.008265058, 0.0012522938, 0.6443361, 0.9966869, 0.00085854874, 0.20898868]",0.9966869
joy,Group meeting . hours early. Can't wait to present today and rid myself from this bitch. suitandtie ,anger,"[0.9848142, 0.918639, 0.67894137, 0.0878003, 0.0051142215, 0.41485003]",0.9848142
joy,is to do calc problems. . . . that has been my life for the last hours and will be for the rest of the night ,fear,"[0.16143546, 0.019391375, 0.7317026, 0.006682613, 0.059321295, 0.1467122]",0.7317026
sadness,Feeling left out. . . I guess I always have my boyfriend. ,fear,"[0.08683981, 0.0066726757, 0.96960056, 0.0005426443, 0.96855986, 0.06908705]",0.96960056
anger, FUCKS. ME. OFF. Its like. Bitch. This is my ultimate favourite song and you're saying where-EBER? ! hahahaha xx ,anger,"[0.9962788, 0.9839929, 0.8898772, 0.0243827, 0.014105899, 0.98070943]",0.9962788
anger, I believe you've just got on to a hypothetical highway that may be leading to the danger zone. mad ,anger,"[0.99816835, 0.95441467, 0.99239993, 0.00144042, 0.017571788, 0.9270814]",0.99816835
fear,"So shall they fear the name of the Lord from the west, and his glory from the rising of the sun. . . . . (KJV) glory God ",fear,"[0.5692796, 0.12142363, 0.9966965, 0.757314, 0.10280242, 0.7825769]",0.9966965
surprise,"Decemeber th! ! ! ! ! ! ! COME ON, good night, cant wait ",joy,"[0.9667446, 0.011415847, 0.7301582, 0.9843986, 0.012529606, 0.8905366]",0.9843986
sadness,I only have two class periods left with my favorite teacher. ,sadness,"[0.6117661, 0.002207563, 0.9198051, 0.53276145, 0.9551893, 0.89509857]",0.9551893
anger,Stupid fucking woman on the bus talks to the bus driver every week for ages I wanna get home u stupid dirty old fuck ,anger,"[0.9987208, 0.99767977, 0.95448923, 0.010299892, 0.5279945, 0.45904446]",0.9987208
sadness,been awake since am. too tired for black friday fun. ,fear,"[0.065401085, 0.02039726, 0.8120323, 0.0026315313, 0.20944583, 0.05612997]",0.8120323
surprise, when u get a chance u should leave that piece out for min then turn the lights out ,fear,"[0.59981376, 0.4307703, 0.89428264, 0.13535531, 0.29367518, 0.3787636]",0.89428264
surprise, I would feel obligated if you knew when it happened. It's all about the element of ,surprise,"[0.17865118, 0.016783789, 0.9477696, 0.03238856, 0.29921797, 0.9600184]",0.9600184
fear,"My biggest is loosing you, so please don't make me ever face that fear. You have no absolutely no idea how much you mean to me. ",fear,"[0.2733956, 0.03122239, 0.9989687, 0.0031903489, 0.9347236, 0.8416439]",0.9989687
sadness," Thanks, but I think a puck to the eye means he probably will stay clear of the Garden. ",fear,"[0.84454316, 0.45702332, 0.98697495, 0.20672302, 0.6418301, 0.9283079]",0.98697495
fear,Father forgive me for my and help me live boldly in Your truth GloryOfTheCross ,fear,"[0.9074212, 0.19303352, 0.9837361, 0.23600318, 0.7837323, 0.5783633]",0.9837361
sadness,I can't believe I'm saying this but Room by is a big ass simp album. ,surprise,"[0.8631251, 0.9815291, 0.9430816, 0.8432393, 0.30777153, 0.9985195]",0.9985195
fear,Waiting for the start of from  The return of SuperDragon will be a great night! ,joy,"[0.01143557, 0.0007431637, 0.8041245, 0.9960877, 0.001592651, 0.36102268]",0.9960877
anger,"They're playing Manchester Orchestra in between acts. . . Hey Allston Pudding, I really would have liked to go to that concert. ",sadness,"[0.49951077, 0.032123882, 0.8449526, 0.3494396, 0.94908315, 0.8647282]",0.94908315
surprise,SOMETiMES I JUST SiT BACK AND OBSERVE THiNGS ,joy,"[0.15141638, 0.047584232, 0.49929988, 0.60660523, 0.35142955, 0.58413494]",0.60660523
joy,Guess I better start my psychology paper that's due Monday. ,fear,"[0.64687705, 0.047407027, 0.9862092, 0.118875906, 0.49237943, 0.8297799]",0.9862092
joy,literally haven't seen the sun in a week and it's finally coming out! ,surprise,"[0.2813451, 0.011539544, 0.8842791, 0.97748065, 0.025983483, 0.99278367]",0.99278367
joy,"Since this is the season to give I'm giving God my problems solutions, sickness healing, insecurity a touch of HIS garment! ",fear,"[0.04746285, 0.005070382, 0.9968364, 0.84534556, 0.18921354, 0.3521079]",0.9968364
joy,Now for the painful walk downstairs ,sadness,"[0.8154727, 0.5495841, 0.97792494, 0.0018438376, 0.9780822, 0.514926]",0.9780822
joy,FANTASTIC. My amazing memory saves the day again! Now I can sleep in tomorrow ,joy,"[0.012182392, 0.0005307809, 0.9837968, 0.99834526, 0.001142456, 0.989167]",0.99834526
sadness,Naubusan kami ng slot sa k ng MILO MARATHON | ,fear,"[0.69188064, 0.621072, 0.95795566, 0.57509536, 0.45388603, 0.93206227]",0.95795566
fear,People are more likely to die in hospital at the weekend? ,fear,"[0.29349753, 0.13911913, 0.94507813, 0.0027546056, 0.74998873, 0.88118434]",0.94507813
joy,"Can honestly say, don't think I've ever done so shit in an exam before ",surprise,"[0.9278484, 0.9857767, 0.9268156, 0.004080901, 0.935218, 0.99364954]",0.99364954
joy,Barca saraaaw  saaraawwww ya shamaataatiii fehoom Madrid today fayzen w barca finally fell XD ,sadness,"[0.9715058, 0.37414473, 0.97722286, 0.2844242, 0.97795177, 0.9509105]",0.97795177
sadness, haha nah. For the most part im done skating for the season unless we get some really nice days. It's just to cold. ,fear,"[0.59243155, 0.1296615, 0.9655317, 0.4196334, 0.2093982, 0.8585476]",0.9655317
sadness,"If nobody makes plans by tomorrow morning, I'm gonna finally watch all those SVU episodes crowding my DVR. ",fear,"[0.9501998, 0.14163384, 0.9650805, 0.8712434, 0.17985547, 0.85486627]",0.9650805
joy,The world didnt give it and the world cant take it away ,joy,"[0.5736925, 0.1108913, 0.65843135, 0.79444176, 0.14137544, 0.7805362]",0.79444176
joy,time to start this research paper ,fear,"[0.28609252, 0.02501197, 0.789858, 0.15068814, 0.11720235, 0.3440698]",0.789858
joy,History wasn't so bad! Now the last exam on tuesday! And that would be N. S! ,fear,"[0.7899326, 0.13209032, 0.95918256, 0.9468992, 0.35969004, 0.94354504]",0.95918256
joy,Ready to knock some out before . am today ,joy,"[0.4960524, 0.0068154735, 0.5240924, 0.7979288, 0.006622667, 0.1272091]",0.7979288
joy, Celebrating your Birthday amp droppin a new album? Livin life w/mad style ) Happy Birthday! ! Xoxo Success ,joy,"[0.59703934, 0.004999893, 0.570763, 0.99438334, 0.00168922, 0.91668856]",0.99438334
joy,I have learned to be content in any situation amp I thank God for peace that surpasses ALL understanding ,joy,"[0.002984768, 0.00116555, 0.6195888, 0.9742339, 0.0032395276, 0.05283974]",0.9742339
joy,Just had possibly the most awkward conversation in my life. ,fear,"[0.84994173, 0.54943126, 0.94565374, 0.002190686, 0.6676394, 0.8279994]",0.94565374
sadness,staging environment. private server. logged in to back-end CMS. opening the front-end in new window. . . too many connections. . . WTF? ,surprise,"[0.9523413, 0.91959095, 0.67425317, 0.0013006966, 0.14651173, 0.9954573]",0.9954573
joy,"Soooooo. . . yeah, I think I'm gonna start posting my newest fan fiction. I was gonna wait till I was finish, but I'm excited. D ",joy,"[0.0062349862, 0.00092510623, 0.27663755, 0.99668795, 0.00088013936, 0.93960685]",0.99668795
joy,Gotta take a customer out for dinner tonight. not ,surprise,"[0.26450434, 0.060602687, 0.4548967, 0.030261861, 0.30761936, 0.47621724]",0.47621724
anger,"quotIn your do not sin do not let the sun go down while you are still angry, and DO NOT GIVE THE DEVIL A FOOTHOLD. quot Ephesians ",anger,"[0.9949883, 0.398129, 0.9653544, 0.005263059, 0.10408333, 0.31652158]",0.9949883
sadness,"sleepy time. cant wait to work with  tomorrow, considering her days are numbered dontwannathinkaboutit ",fear,"[0.4932495, 0.17459042, 0.9692569, 0.32607523, 0.44415912, 0.32920116]",0.9692569
fear, I'm also putting off getting an eye test as I know ill need glasses! ,fear,"[0.48857266, 0.16163893, 0.9927826, 0.04797951, 0.5554761, 0.028977703]",0.9927826
joy," Jon bought me a luffly Radley purse yesterday  very nice, lucky you! ! x ",surprise,"[0.07237719, 0.0006797891, 0.62696004, 0.98944724, 0.0015576362, 0.9946636]",0.9946636
fear,''What is profound might become absolutely meaningless'' ,fear,"[0.5057006, 0.15941137, 0.98530996, 0.026953932, 0.7783023, 0.8706691]",0.98530996
surprise,back on the internet no such thing as writing essays. ,fear,"[0.42639762, 0.06489009, 0.8262866, 0.17954847, 0.28631955, 0.6244029]",0.8262866
sadness,I want cake. I bet we don't have any. ,surprise,"[0.24534135, 0.00089348643, 0.93106025, 0.17610358, 0.7767862, 0.9748921]",0.9748921
surprise,"Je viens de voir le film Les Schtroumpfs avec mes enfants. Et j'ai beaucoup ri. Par contre, bien sûr téléchargercesttrèsmal ",surprise,"[0.96993375, 0.76970685, 0.9661491, 0.87405914, 0.94275284, 0.972806]",0.972806
joy,"Remember, men need laughter sometimes more than food. ",joy,"[0.038525406, 0.005616152, 0.9476124, 0.99243164, 0.021355739, 0.7159469]",0.99243164
joy,Great. . . thanksgiving. mad people in my house for no apparent reason smh -_- ,anger,"[0.9901816, 0.9534945, 0.43211508, 0.035894122, 0.9477533, 0.97340333]",0.9901816
fear,"Don't believe the lies, look me in the eyes- please don't be scared of me ",fear,"[0.93344384, 0.19126691, 0.99636865, 0.006697576, 0.45465124, 0.66484326]",0.99636865
joy,"It's so cold in here every freaking girls boobs, including my own, have become their own powerpoint presentation. ",fear,"[0.9096602, 0.919251, 0.9603432, 0.0025878414, 0.48683536, 0.46707097]",0.9603432
anger, I received my parcel trashed. It proves it was teared from backside and thing was removed. cheapservice ,disgust,"[0.9935229, 0.99561214, 0.5280374, 0.0012229251, 0.99059546, 0.9729772]",0.99561214
surprise,"Got approved for a Kay credit card for up to $, going to buy James a watch! Shhhhhh lol ",surprise,"[0.15760957, 0.0102244355, 0.9112274, 0.94320214, 0.01930404, 0.9700922]",0.9700922
joy,"Abundance is seeing lots and lots of family, eat lots of delicious food, see many beautiful places repeatedly over the last four days. ",joy,"[0.0018699613, 0.0002495866, 0.2537181, 0.9878077, 0.0005006956, 0.13237344]",0.9878077
surprise,Traffic jam of Bandra-Worli Sea link from Bandra to Worli. ,fear,"[0.84598815, 0.4487428, 0.87779015, 0.011976565, 0.73505616, 0.57000154]",0.87779015
anger,Went upstairs for a min and came back to find my puppy ate a huge corner of my book. . . ,surprise,"[0.9817069, 0.9733927, 0.91055125, 0.07553774, 0.9834072, 0.9899261]",0.9899261
fear,Little hesitant to apply deodorant ever again ,fear,"[0.45384368, 0.40803805, 0.9974558, 0.0023323246, 0.6075427, 0.69146615]",0.9974558
joy,Enjoy this Day Beautiful World and Planet Earth's wonderful people! ! ,joy,"[0.006388009, 0.00042350468, 0.93996185, 0.99725705, 0.0023845285, 0.6741232]",0.99725705
joy,Guess what? Its Thursday and I have tests today. . . ,surprise,"[0.6426905, 0.11871489, 0.9786678, 0.08040052, 0.44847196, 0.9878784]",0.9878784
sadness,Packing to leave tomorrow ,fear,"[0.6631795, 0.0621314, 0.93376493, 0.5318253, 0.6769541, 0.43917373]",0.93376493
surprise,"Had me zo voorgenomen om Josey zelf zijn te laten maken. . . Waarom zit ik dan onder de behanglijm, glitters en verf? ",fear,"[0.9026062, 0.8489963, 0.9850214, 0.17805244, 0.8742889, 0.97634774]",0.9850214
fear,Is it a lack of or a of loneliness that make people put up with bullshit ,fear,"[0.1843365, 0.057998355, 0.8686645, 0.0012627195, 0.48288086, 0.14751735]",0.8686645
fear, China has it right regarding Don't listen to the rhetoric amp mongering disguising oil amp gas motives ,fear,"[0.8029717, 0.38931656, 0.93816036, 0.08021902, 0.43316242, 0.6955359]",0.93816036
surprise,I haven't listened to I Remember Me in full in a minute ,fear,"[0.58211786, 0.17583114, 0.8809847, 0.51687646, 0.6260102, 0.6067931]",0.8809847
joy,gotta get up in hours to ride a plane ,fear,"[0.77919286, 0.16625495, 0.9591021, 0.0118714655, 0.77587813, 0.8469863]",0.9591021
joy,Happiness may shift with the circumstances but the Joy of the Lord gives you the Victory over the circumstances. ,joy,"[0.015108653, 0.0029265662, 0.88286734, 0.9600877, 0.030796578, 0.3930778]",0.9600877
anger,words cant even describe how i feel right nowww! mad cmonguys ,anger,"[0.9986319, 0.96421194, 0.9527386, 0.008667542, 0.9305107, 0.97624993]",0.9986319
joy,bawling my eyes out and curled up. . . . i have never felt this sick so far ,disgust,"[0.018225979, 0.9962203, 0.97825956, 0.00081016496, 0.9949161, 0.9952543]",0.9962203
fear,Had a coffee about hours ago and I'm coming up like a bastard with the and jitters now! Need naggins to calm me down ! ! ! ,fear,"[0.29360557, 0.85270697, 0.9942093, 0.0018353551, 0.22209528, 0.97169554]",0.9942093
joy,Working my first Campbell game of the year ,surprise,"[0.70876485, 0.20607148, 0.6013595, 0.5664428, 0.45194626, 0.8559997]",0.8559997
surprise,Your o dancing like your o big when your boob pops out scotch ,joy,"[0.2726352, 0.13077208, 0.9698298, 0.9919302, 0.018840622, 0.9690831]",0.9919302
joy,After all that ive been through I still have The joy of the Lord is my strength. The devil cant steal my joy. Joy. GM TWEEPS! ! ! ! ,joy,"[0.85273844, 0.7069176, 0.9703324, 0.98769057, 0.053408492, 0.9844093]",0.98769057
anger," you ok? ( is such a good hashtag, love getting evil feelings out that way! ",anger,"[0.9835903, 0.8480809, 0.9581799, 0.0009534772, 0.24705927, 0.9351091]",0.9835903
sadness,Is wanting  to be healthy to join me back in the paint ,fear,"[0.022870347, 0.003917096, 0.96422744, 0.09099282, 0.23447077, 0.1351554]",0.96422744
surprise,"RT, follow  and WIN one of the special collector items that we are giving away to our Twitter friends! RT WIN ",fear,"[0.82897854, 0.12731655, 0.96593106, 0.9499741, 0.39102924, 0.90920657]",0.96593106
joy,"Seein' folks, overcome limitations, by seeing that THEY can be who they DREAM! That their capacity for is the compass! ",fear,"[0.04372424, 0.0030923043, 0.8812396, 0.7358322, 0.003926365, 0.47740042]",0.8812396
joy, COME take pictures with Comet The Bear in the Pearson Commons from - PM! ) Christmas pictures! ! ! ,joy,"[0.10619053, 0.002717419, 0.46946955, 0.9093578, 0.025872799, 0.4182833]",0.9093578
anger,Annoying people who rung you and then hang up once you pick up the phone ,anger,"[0.97751814, 0.7516864, 0.6687611, 0.041503843, 0.33418033, 0.22133203]",0.97751814
joy,Lost volleyball game to meadowlark ,sadness,"[0.93046176, 0.6785951, 0.97175545, 0.008456627, 0.9871247, 0.8532156]",0.9871247
joy,Nothing like a am dentist appointment to get your day started right. . . whatdididotodeservethis ,anger,"[0.98327404, 0.7154105, 0.93052524, 0.005964587, 0.96603715, 0.97140855]",0.98327404
joy,Successful day of nothingness. D Now back to reality. ,fear,"[0.104876935, 0.016581556, 0.95002997, 0.20047116, 0.06144752, 0.76192284]",0.95002997
fear,"Looking through old Facebook photos, I noticed circa late spring , aka graduation, that my eyes were bugged out. ",surprise,"[0.9756822, 0.8679506, 0.97236156, 0.0401139, 0.9683284, 0.9882753]",0.9882753
surprise,Arabic coursework deadline extended by a week! ,surprise,"[0.4533842, 0.09025932, 0.9236634, 0.9473486, 0.084346026, 0.95265007]",0.95265007
surprise,"Tyler Seguin (Boston), Ryan Nugent-Hopkins (Edmonton) and Jeff Skinner (Carolina) will not be made available for world juniors. ",fear,"[0.74487066, 0.16735826, 0.9189174, 0.25539407, 0.8758473, 0.73593944]",0.9189174
surprise,watch'n the news ampamp this lady went to the ER for stomach cramps ampamp had a whole baby . . she didn kno she was preggo what a ,surprise,"[0.84278506, 0.855565, 0.8088263, 0.16543435, 0.9022531, 0.9913673]",0.9913673
joy,"Our storms are designed to test out Faith. As a Christian we have the power to WIN in every situation. Cry but keep flying, ",sadness,"[0.12345287, 0.027067782, 0.8553062, 0.01707391, 0.9745954, 0.2108757]",0.9745954
joy,mom said someone ant work called her newborn girl LUBNA wohoo ,joy,"[0.95251554, 0.8755026, 0.9019535, 0.983978, 0.53343767, 0.96698576]",0.983978
sadness,"Lol! I just did, too. RT  I forced some down anyway, lol I'll regret it later RT  No room for dessert. ",fear,"[0.4304132, 0.7271256, 0.96657234, 0.10621509, 0.43308613, 0.8611303]",0.96657234
anger,We all are not worthy of God's forgiveness. We are saved by His loving grace. Don't harbor resentment. fear ,fear,"[0.93275034, 0.38143116, 0.98257875, 0.051838275, 0.8561818, 0.6595039]",0.98257875
joy,at JAKARTA quotMAGICAL ELECTROquot W/ DJ's  CHRISTWIST KHALID amp MAGICIAN MASTER DANIEL GL DANES  ,joy,"[0.5755925, 0.034333337, 0.8733558, 0.8949558, 0.14608791, 0.81388795]",0.8949558
sadness,I meet Santa Claus! ! ! ! He said he couldn't bring me  me and  we're sad. ,sadness,"[0.010995656, 0.0022974384, 0.6671166, 0.010949617, 0.99680835, 0.98861104]",0.99680835
sadness,I'll miss watching Buehrle on the south side. He was my favorite White Sox player. ,sadness,"[0.49565867, 0.0025509077, 0.9411728, 0.015521133, 0.9958164, 0.7000305]",0.9958164
fear,And know I pop bottles because I bottle my emotions. . At least I put it all in the open. . ,fear,"[0.0032857212, 0.00090922316, 0.5814432, 0.0009163215, 0.0043282993, 0.012145545]",0.5814432
anger," nevermind. forget it, and im so mad i forgot the moves earlier! ",anger,"[0.998831, 0.7046244, 0.9182862, 0.0009723539, 0.039641097, 0.6728188]",0.998831
joy,I am fucking extremely full! ! ,fear,"[0.31075567, 0.23338154, 0.7546752, 0.64993316, 0.008033926, 0.27903527]",0.7546752
joy,Tweetin For My Big Brovaa Since His Fatt Ass Wanna Take Snack Breaks n Shitt. ! ,anger,"[0.99075466, 0.97195464, 0.950215, 0.15972959, 0.8043559, 0.7463221]",0.99075466
joy,"Such a pointless day at college, just ate mcdonalds now for fitness ",sadness,"[0.9185937, 0.7129967, 0.78141093, 0.0014298966, 0.9795725, 0.39342147]",0.9795725
surprise,Wow! RT  I've got a feeling that very shortly we'll be making a special announcement for a very lucky person. . . ! ,joy,"[0.07310212, 0.0016429081, 0.33365157, 0.97374517, 0.00073824316, 0.9363372]",0.97374517
disgust,"This covo in the car is so funny about dudes fucking dudes, in the hood ",joy,"[0.002907339, 0.0004225633, 0.119785145, 0.92099595, 0.00038021893, 0.02911526]",0.92099595
surprise,"Mum and Dad left £ and some sweets on our bed, ",surprise,"[0.44356143, 0.032363314, 0.53964114, 0.915799, 0.54036814, 0.9525003]",0.9525003
surprise,"aww. max gaat in de kast liggen en als ik er dan langs loop, valt ie me aan attack ",fear,"[0.95611656, 0.736152, 0.9901956, 0.66105896, 0.9852616, 0.98802364]",0.9901956
anger,At what point does Fred Hoiberg's heart doctor get concerned? ,fear,"[0.25349814, 0.037797775, 0.987961, 0.0323783, 0.34414718, 0.24899569]",0.987961
sadness,Back from the hospital just in time for a tutorial. Today will not be a good day boredness fedupness ,disgust,"[0.9082725, 0.9910883, 0.9566279, 0.0006906675, 0.96586967, 0.424772]",0.9910883
joy,"Our pastor asked us to join in him in fasting, for days, in this eat right and exercise. ",fear,"[0.23353232, 0.025481505, 0.91916776, 0.09480194, 0.15650758, 0.71608686]",0.91916776
surprise,Hannibal for the night for  birthday! ! ! ,joy,"[0.3070577, 0.04832175, 0.9831722, 0.9875421, 0.0047318772, 0.9811002]",0.9875421
surprise,It's so awesome to a woman when she gets outta the shower by eating her pussy. ,joy,"[0.019704716, 0.0011880051, 0.72723615, 0.993923, 0.0021862418, 0.5591337]",0.993923
joy,I have a date mw. I haven't been this excited to go out in months. I feel the need to look pretty amp get flowers  nervous ,fear,"[0.009341732, 0.0017863902, 0.9627292, 0.93815744, 0.0013733957, 0.5742978]",0.9627292
anger,  miss carmen u need to control that ask joey he does s good job s ,fear,"[0.98125124, 0.5698712, 0.9851193, 0.016789503, 0.3458424, 0.72573644]",0.9851193
joy,mid terms begin next week. ,fear,"[0.548917, 0.0918967, 0.9772584, 0.25132406, 0.4445486, 0.77220553]",0.9772584
joy, it's okay I just won't get any pain pills til tomorrow cause my mom can't leave. . ,fear,"[0.16179428, 0.021783672, 0.977747, 0.013862702, 0.07283329, 0.78463566]",0.977747
joy, OMG JUST ! i get the death stare tomorrow. . . . . ,surprise,"[0.9909922, 0.9816202, 0.99529594, 0.0030855015, 0.9038209, 0.99695945]",0.99695945
joy,"Love when mt boyfriend gets drunk, and then no one knows where he is ",joy,"[0.0038863479, 0.00038509982, 0.9480757, 0.9936435, 0.0012220808, 0.81879514]",0.9936435
surprise,secretly learning a song on the piano. my parents will crap themselves when I preform for them Christmas day cheapgift ,fear,"[0.2795809, 0.62907386, 0.98749745, 0.14331296, 0.15567014, 0.9865905]",0.98749745
joy,Kind of in an amazing mood  ,joy,"[0.003280534, 0.0005445391, 0.077885315, 0.99883753, 0.0012859245, 0.7894952]",0.99883753
joy,my sissy in law been cooking all day . ,surprise,"[0.76106054, 0.06866829, 0.8732552, 0.56465006, 0.42897803, 0.9433677]",0.9433677
sadness,"no matter how much i love her, or tweet her  will never tweet me back. ",sadness,"[0.8119078, 0.28043336, 0.8595492, 0.008518541, 0.9856844, 0.8958275]",0.9856844
joy,"Break! , Angels are cheering for you, blessing you. You are fully supported. Feel amp enjoy it. LJB ",joy,"[0.0031060465, 0.0007069379, 0.8230218, 0.9915249, 0.0013210191, 0.8631175]",0.9915249
surprise, On a été a la Vp ! ! Un petit cadeau t attend a Paris hihi lt ,surprise,"[0.49112, 0.018297803, 0.89851654, 0.96346116, 0.06844458, 0.9734558]",0.9734558
joy,"I release all struggle now, and I am at peace. ",fear,"[0.0067730704, 0.00083572237, 0.9216548, 0.8260577, 0.001204338, 0.46146774]",0.9216548
joy,Debate paper for history ,fear,"[0.6513652, 0.093137704, 0.9532551, 0.16162732, 0.37555337, 0.520805]",0.9532551
joy,Having a lie in tomorrow! Don't have to be up till . ,joy,"[0.2321513, 0.033043306, 0.93197423, 0.99449205, 0.08787382, 0.98799706]",0.99449205
joy,o my fucking god new korn album is out ,surprise,"[0.98000896, 0.9630506, 0.7028111, 0.3338683, 0.16016054, 0.9971625]",0.9971625
