labels,text,feels_emo,prob_feels_emo,prob_max
joy,"Seein' folks, overcome limitations, by seeing that THEY can be who they DREAM! That their capacity for is the compass! ",surprise,"[0.005399802, 0.00037752706, 0.26154545, 0.60394365, 0.0039465046, 0.83243513]",0.83243513
joy, COME take pictures with Comet The Bear in the Pearson Commons from - PM! ) Christmas pictures! ! ! ,joy,"[0.09920972, 0.0034010233, 0.5407147, 0.8310962, 0.10558737, 0.8262245]",0.8310962
anger,Annoying people who rung you and then hang up once you pick up the phone ,disgust,"[0.91641647, 0.942131, 0.7940891, 0.00011631474, 0.2728726, 0.576359]",0.942131
joy,Lost volleyball game to meadowlark ,sadness,"[0.90522933, 0.7492224, 0.8490957, 0.0021385858, 0.9849554, 0.9757362]",0.9849554
joy,Nothing like a am dentist appointment to get your day started right. . . whatdididotodeservethis ,surprise,"[0.7138888, 0.42189446, 0.72466266, 0.22738406, 0.16884659, 0.95801824]",0.95801824
joy,Successful day of nothingness. D Now back to reality. ,surprise,"[0.12262713, 0.1216468, 0.44120982, 0.17301306, 0.04791778, 0.7496211]",0.7496211
fear,"Looking through old Facebook photos, I noticed circa late spring , aka graduation, that my eyes were bugged out. ",fear,"[0.4611746, 0.42081487, 0.98294556, 0.005742637, 0.94182515, 0.9827057]",0.98294556
surprise,Arabic coursework deadline extended by a week! ,surprise,"[0.430627, 0.29774573, 0.7061085, 0.06273314, 0.2706262, 0.9526199]",0.9526199
surprise,"Tyler Seguin (Boston), Ryan Nugent-Hopkins (Edmonton) and Jeff Skinner (Carolina) will not be made available for world juniors. ",surprise,"[0.41000757, 0.40334702, 0.711009, 0.07255616, 0.7121363, 0.8084165]",0.8084165
surprise,watch'n the news ampamp this lady went to the ER for stomach cramps ampamp had a whole baby . . she didn kno she was preggo what a ,surprise,"[0.66246676, 0.754849, 0.74467427, 0.015605528, 0.73333824, 0.9771928]",0.9771928
joy,"Our storms are designed to test out Faith. As a Christian we have the power to WIN in every situation. Cry but keep flying, ",fear,"[0.6244027, 0.14942326, 0.78130794, 0.002942866, 0.6069066, 0.6911452]",0.78130794
joy,mom said someone ant work called her newborn girl LUBNA wohoo ,surprise,"[0.9655852, 0.8143455, 0.9514272, 0.89659554, 0.80820525, 0.97414196]",0.97414196
sadness,"Lol! I just did, too. RT  I forced some down anyway, lol I'll regret it later RT  No room for dessert. ",surprise,"[0.9635255, 0.92198616, 0.94404763, 0.009820772, 0.9487768, 0.9718464]",0.9718464
anger,We all are not worthy of God's forgiveness. We are saved by His loving grace. Don't harbor resentment. fear ,fear,"[0.36998904, 0.23950015, 0.99390334, 0.004301401, 0.49240157, 0.54475254]",0.99390334
joy,at JAKARTA quotMAGICAL ELECTROquot W/ DJ's  CHRISTWIST KHALID amp MAGICIAN MASTER DANIEL GL DANES  ,surprise,"[0.041069113, 0.0064861304, 0.4024332, 0.39568034, 0.07671833, 0.8034752]",0.8034752
sadness,I meet Santa Claus! ! ! ! He said he couldn't bring me  me and  we're sad. ,sadness,"[0.9769006, 0.940595, 0.96178335, 0.0022516865, 0.99736893, 0.9840059]",0.99736893
sadness,I'll miss watching Buehrle on the south side. He was my favorite White Sox player. ,sadness,"[0.5019584, 0.27214047, 0.7952718, 0.06702473, 0.9928773, 0.9139132]",0.9928773
fear,And know I pop bottles because I bottle my emotions. . At least I put it all in the open. . ,fear,"[0.04179706, 0.032472957, 0.547538, 0.0004446933, 0.08919115, 0.15141119]",0.547538
anger," nevermind. forget it, and im so mad i forgot the moves earlier! ",anger,"[0.9987112, 0.98391646, 0.94555825, 0.0015973367, 0.9830707, 0.95090014]",0.9987112
joy,I am fucking extremely full! ! ,anger,"[0.9957243, 0.97287583, 0.9130239, 0.972842, 0.6380986, 0.9793594]",0.9957243
joy,Tweetin For My Big Brovaa Since His Fatt Ass Wanna Take Snack Breaks n Shitt. ! ,anger,"[0.9373847, 0.66111165, 0.8785095, 0.16339473, 0.48460838, 0.83149624]",0.9373847
joy,"Such a pointless day at college, just ate mcdonalds now for fitness ",sadness,"[0.9624808, 0.94290274, 0.730605, 0.0008418277, 0.98317784, 0.9219768]",0.98317784
surprise,Wow! RT  I've got a feeling that very shortly we'll be making a special announcement for a very lucky person. . . ! ,surprise,"[0.009103037, 0.00017076413, 0.106626056, 0.57303387, 0.0022369344, 0.91697437]",0.91697437
disgust,"This covo in the car is so funny about dudes fucking dudes, in the hood ",surprise,"[0.36246827, 0.00969786, 0.7900653, 0.836427, 0.0024377333, 0.9389015]",0.9389015
surprise,"Mum and Dad left £ and some sweets on our bed, ",surprise,"[0.30401593, 0.106771655, 0.8509377, 0.48705235, 0.56846845, 0.97141945]",0.97141945
surprise,"aww. max gaat in de kast liggen en als ik er dan langs loop, valt ie me aan attack ",fear,"[0.9660013, 0.6649997, 0.9756256, 0.9465197, 0.74295074, 0.9748444]",0.9756256
anger,At what point does Fred Hoiberg's heart doctor get concerned? ,fear,"[0.07553563, 0.19225293, 0.9150427, 0.00012113877, 0.19256108, 0.8300752]",0.9150427
sadness,Back from the hospital just in time for a tutorial. Today will not be a good day boredness fedupness ,disgust,"[0.9739507, 0.9943962, 0.83998, 0.0006349897, 0.99052024, 0.42704388]",0.9943962
joy,"Our pastor asked us to join in him in fasting, for days, in this eat right and exercise. ",fear,"[0.13341911, 0.10253553, 0.8715582, 0.018221589, 0.31938493, 0.78836966]",0.8715582
surprise,Hannibal for the night for  birthday! ! ! ,surprise,"[0.543442, 0.13346727, 0.8892113, 0.86277556, 0.16400823, 0.9731098]",0.9731098
surprise,It's so awesome to a woman when she gets outta the shower by eating her pussy. ,joy,"[0.013292637, 0.0002924036, 0.39393806, 0.976536, 0.0013571209, 0.7799405]",0.976536
joy,I have a date mw. I haven't been this excited to go out in months. I feel the need to look pretty amp get flowers  nervous ,fear,"[0.008629846, 0.00067564513, 0.8309285, 0.5194593, 0.0074057756, 0.78944516]",0.8309285
anger,  miss carmen u need to control that ask joey he does s good job s ,fear,"[0.9748526, 0.5531436, 0.98356676, 0.0013917271, 0.960341, 0.72126347]",0.98356676
joy,mid terms begin next week. ,surprise,"[0.50994784, 0.4233603, 0.8454738, 0.027500162, 0.4650951, 0.90700144]",0.90700144
joy, it's okay I just won't get any pain pills til tomorrow cause my mom can't leave. . ,fear,"[0.05394596, 0.035544373, 0.91955626, 0.07257864, 0.5367871, 0.8835674]",0.91955626
joy, OMG JUST ! i get the death stare tomorrow. . . . . ,anger,"[0.9969379, 0.9892021, 0.9968753, 0.0012454552, 0.97740585, 0.99632853]",0.9969379
joy,"Love when mt boyfriend gets drunk, and then no one knows where he is ",surprise,"[0.010855743, 0.00034768684, 0.58980554, 0.85106593, 0.019954357, 0.8673331]",0.8673331
surprise,secretly learning a song on the piano. my parents will crap themselves when I preform for them Christmas day cheapgift ,fear,"[0.768798, 0.9484868, 0.96974117, 0.42603913, 0.73145103, 0.96447474]",0.96974117
joy,Kind of in an amazing mood  ,joy,"[0.0015190498, 0.0007329827, 0.0039778105, 0.997581, 0.00094293174, 0.52695626]",0.997581
joy,my sissy in law been cooking all day . ,surprise,"[0.43356115, 0.04475773, 0.65871567, 0.36770692, 0.34358045, 0.8573968]",0.8573968
sadness,"no matter how much i love her, or tweet her  will never tweet me back. ",sadness,"[0.93243164, 0.20013677, 0.9334363, 0.0020963843, 0.96443343, 0.83640647]",0.96443343
joy,"Break! , Angels are cheering for you, blessing you. You are fully supported. Feel amp enjoy it. LJB ",joy,"[0.043400668, 0.0045473506, 0.9215953, 0.964807, 0.05172458, 0.7973052]",0.964807
surprise, On a été a la Vp ! ! Un petit cadeau t attend a Paris hihi lt ,surprise,"[0.956605, 0.6625451, 0.93861336, 0.95332915, 0.5356502, 0.9890427]",0.9890427
joy,"I release all struggle now, and I am at peace. ",joy,"[0.0024325394, 0.010836027, 0.67221427, 0.98774636, 0.012567516, 0.36594385]",0.98774636
joy,Debate paper for history ,surprise,"[0.19382842, 0.14207658, 0.46059972, 0.010423355, 0.19027172, 0.76079965]",0.76079965
joy,Having a lie in tomorrow! Don't have to be up till . ,surprise,"[0.5004755, 0.4913343, 0.94185203, 0.97017705, 0.49524775, 0.98662823]",0.98662823
joy,o my fucking god new korn album is out ,surprise,"[0.9880348, 0.824804, 0.69552946, 0.9350477, 0.14723322, 0.99522287]",0.99522287
