labels,text,emo_name,prob_emo_name,prob_max
disgust,When I found a bristle in the liver paste tube. ,disgust,"[0.34669903, 0.70702124, 0.51511276, 0.64327276, 0.47517487, 0.5985797, 0.70247114]",0.70702124
shame,"When I was tired and unmotivated, I shouted at my girlfriend and and brought up negative sides of her character which are actually not so important. ",shame,"[0.40854427, 0.57990944, 0.4562779, 0.6047728, 0.0038471331, 0.48626184, 0.7243889]",0.7243889
guilt,When I think that I do not study enough. After the weekend I think that I should have been able to have accomplished something during that time. ,shame,"[0.18212827, 0.5979192, 0.58960587, 0.7874469, 0.05472123, 0.72830784, 0.83953387]",0.83953387
joy,When I pass an examination which I did not think I did well. ,sadness,"[0.24298532, 0.31676298, 0.28081405, 0.45557028, 0.33526048, 0.46495825, 0.3502784]",0.46495825
fear,"When one has arranged to meet someone and that person arrives late, in the meantime one starts thinking about all that could have gone wrong e. g a traffic accident. ",guilt,"[0.65935653, 0.7686281, 0.8692564, 0.92050934, 0.030813577, 0.8501427, 0.905405]",0.92050934
anger,When one is unjustly accused of something one has not done. ,shame,"[0.7444778, 0.8777604, 0.8259947, 0.3015747, 0.009531814, 0.8710138, 0.9210087]",0.9210087
sadness,When one's studies seem hopelessly difficult and uninteresting. ,sadness,"[0.3499214, 0.7588768, 0.4679787, 0.46892345, 0.0006657873, 0.7873567, 0.7495669]",0.7873567
disgust,"When one finds out that someone you know is not at all like one had thought, for instance friends who steal and things like that, quite unwarranted. ",sadness,"[0.8335174, 0.83801246, 0.7777276, 0.6784462, 0.081101306, 0.8932912, 0.8811513]",0.8932912
shame,"When one has been unjust, stupid towards someone else. ",shame,"[0.72662514, 0.79541177, 0.26822156, 0.66008484, 0.0022290463, 0.769434, 0.9224228]",0.9224228
guilt,When one has neglected or been unjust to a good friend. ,shame,"[0.5730897, 0.590483, 0.28606796, 0.8090418, 0.0076521975, 0.7455665, 0.8811992]",0.8811992
joy,Passing an exam I did not expect to pass. ,joy,"[0.56922513, 0.009031497, 0.22004782, 0.29188025, 0.84951895, 0.16924831, 0.03160937]",0.84951895
fear,When I climbed up a tree to pick apples. The angle of the ladder I was on did not enable me to get high enough. This implied that the ladder was not very stable. ,sadness,"[0.70329434, 0.69377506, 0.7343405, 0.6429546, 0.20336208, 0.7754432, 0.74011225]",0.7754432
guilt,When excuses are necessary and I get out of doing it myself. ,shame,"[0.5340587, 0.7189552, 0.71203935, 0.57645, 0.0037093107, 0.7198342, 0.8149105]",0.8149105
joy,When I had my children. ,guilt,"[0.2605136, 0.23681778, 0.42703938, 0.6517634, 0.6512664, 0.28768957, 0.4671904]",0.6517634
fear,When my year old son climbed up and sat on the th floor balcony with his legs hanging out. He was holding on tightly to the upper railing of the balcony but he could have easily lost his balance when he sat down. ,fear,"[0.46434936, 0.6408731, 0.7043117, 0.55367297, 0.076543726, 0.616002, 0.6199929]",0.7043117
anger,When my partner was attacked and lost three teeth. ,sadness,"[0.819127, 0.71817166, 0.70968044, 0.75643075, 0.028597917, 0.86137253, 0.8190703]",0.86137253
sadness,When I see children on T. V from areas devastated by drought and war. ,sadness,"[0.7227558, 0.7227892, 0.4964551, 0.5322066, 0.08835302, 0.7747764, 0.77233934]",0.7747764
disgust,When I nearly walked on a blindworm and then saw it crawl away. ,shame,"[0.63661873, 0.8226767, 0.7246298, 0.73921806, 0.40797645, 0.75283825, 0.8414746]",0.8414746
shame,When I saw my year old son grab an oxygen mask as he had breathing difficulties. I had a bad conscience because I had not stopped smoking. Medication for the dilation of his breathing tubes also caused a sense of guilt in me. ,guilt,"[0.1548914, 0.5570777, 0.6562464, 0.9068412, 0.00071213616, 0.81832236, 0.85341257]",0.9068412
guilt,"I experience a sense of guilt as my middle son cannot express himself like other children, neither verbally nor in writing. ",guilt,"[0.10208757, 0.072137244, 0.8099437, 0.9966439, 0.00032684059, 0.8184181, 0.9405972]",0.9966439
joy,When my child was born. ,joy,"[0.201538, 0.28711572, 0.33824727, 0.6460683, 0.7584985, 0.3334171, 0.37248597]",0.7584985
fear,"It was spring and the ice was melting. I was far out on a jetty and I poked the ice with a long branch to try and break it. The branch went through the ice and I fell in, the water closed in over my head. ",fear,"[0.48624697, 0.6553099, 0.8191759, 0.551882, 0.022186872, 0.7328653, 0.7457672]",0.8191759
anger,"Unjust accusations directed at me and my way of acting, by someone close to me. ",anger,"[0.9252791, 0.9014355, 0.8386156, 0.45203882, 0.00044473866, 0.83059186, 0.9149773]",0.9252791
sadness,Failing an examination. ,shame,"[0.66891205, 0.91902196, 0.5087676, 0.7437793, 0.0012178799, 0.8833714, 0.9535114]",0.9535114
disgust,"A drunkard fell, started bleeding and wet himself. Disgust that turned into sadness-unpleasantness. ",sadness,"[0.107429974, 0.95874, 0.47710627, 0.7436898, 0.0004714071, 0.9920357, 0.96210116]",0.9920357
shame,"When, as an adult I have been caught lying or behaving badly. ",shame,"[0.7263919, 0.7811496, 0.5785888, 0.841748, 0.0044034123, 0.6618883, 0.91047186]",0.91047186
guilt,"When I am in an environment or with a person much worse off than me, I realize how privileged I am. ",guilt,"[0.0025325755, 0.033453666, 0.0855285, 0.15314198, 0.022971788, 0.046772543, 0.010224828]",0.15314198
joy,When I saw a person I had not seen for a long time. ,sadness,"[0.4591519, 0.33915773, 0.5025187, 0.49262, 0.5474818, 0.56376165, 0.35324332]",0.56376165
fear,"When, as a child, I was nearly knocked down by a car. ",shame,"[0.7530574, 0.7184599, 0.7952661, 0.79785776, 0.09391357, 0.7778382, 0.8824935]",0.8824935
anger,"When I heard on the radio that the football match in Belgium had ended in a catastrophe, and several people had died. I could not understand how normal people could behave in such a way. ",disgust,"[0.7206687, 0.9185694, 0.8113617, 0.53785557, 0.03929922, 0.867405, 0.8595642]",0.9185694
sadness,"When I feel lonely, perhaps because I have to study a lot and I am shut up in my appartment. Nothing happens in particular because there is no time for anything else. ",sadness,"[0.08327771, 0.21849044, 0.16335686, 0.31849897, 0.002674164, 0.8324453, 0.57203054]",0.8324453
disgust,When one learns through the mass media all the wars and killing going on in the world. ,disgust,"[0.6723928, 0.8278568, 0.7373538, 0.65884364, 0.0066076666, 0.72181815, 0.77705115]",0.8278568
shame,"I lied, to be precise I cancelled a meeting with a good friend. ",guilt,"[0.633766, 0.7811119, 0.67441964, 0.8867771, 0.067603625, 0.76953834, 0.8751162]",0.8867771
guilt,When one lets friends down ,shame,"[0.32774204, 0.8080634, 0.48260203, 0.87057894, 0.0005660942, 0.9439883, 0.9561268]",0.9561268
joy,When I was accepted for a course on finance and accounting. ,joy,"[0.06961024, 0.1518185, 0.35356578, 0.24313101, 0.6423743, 0.18695678, 0.10630147]",0.6423743
fear,"A bus drove over my right leg. The event itself was not very frightening but when I had to wait in the emergency ward for three hours and then my leg began to swell, I was frightened. ",fear,"[0.14811565, 0.121894166, 0.98078775, 0.43989426, 0.0022177326, 0.50501835, 0.57807827]",0.98078775
anger,"At my Summer job, nobody looked after me in particular and I had to learn all on my own. ",disgust,"[0.5510996, 0.7058608, 0.5874881, 0.5601133, 0.24529105, 0.6942401, 0.6978819]",0.7058608
sadness,When I was not accepted as a student in finance and accounting. ,shame,"[0.43711796, 0.76768285, 0.7388633, 0.68826747, 0.007701774, 0.82131374, 0.84990555]",0.84990555
disgust,When I had just moved into my new appartment I found a ventilator in the kitchen. I was going to clean it when I found that the drum was full of mud and slime. I felt disgusted. ,disgust,"[0.8472674, 0.98163795, 0.57421565, 0.6292465, 0.003291704, 0.80493695, 0.9475555]",0.98163795
shame,My elder brother and I have not always had a good relationship and I feel ashamed of myself as I do not call him to talk to him nowadays. ,shame,"[0.7033571, 0.92086035, 0.72424537, 0.8390715, 0.14400041, 0.9006927, 0.9755982]",0.9755982
guilt,At my Summer job a new caretaker had been employed who was my age but I preferred going out for lunch with the accounts personnel rather than with him. ,sadness,"[0.49799022, 0.67814606, 0.6748068, 0.5901372, 0.3060329, 0.68185973, 0.6039777]",0.68185973
joy,Passed an exam by points. ,joy,"[0.018852921, 0.0016980084, 0.041568037, 0.060037766, 0.5455475, 0.049853962, 0.0020619514]",0.5455475
fear,"In a cottage in a large forest, I was alone for a while in the dark. ",sadness,"[0.71784943, 0.6158865, 0.7250404, 0.56901616, 0.11106939, 0.7463515, 0.6987616]",0.7463515
sadness,Railway station good-bye. ,sadness,"[0.06518353, 0.45476574, 0.33977616, 0.28598213, 0.0014973455, 0.9518913, 0.19103111]",0.9518913
disgust,I saw a cripple in rags with small children in Italy. He was probably an imposter. ,sadness,"[0.31489635, 0.84139305, 0.5215023, 0.39327738, 0.05317217, 0.85736674, 0.8107362]",0.85736674
shame,I told a friend that I was going to a party and he would not enjoy himself if he came along. He understood that he would not have fitted in and there was something in that. ,sadness,"[0.36977774, 0.63373345, 0.7291959, 0.776255, 0.43782493, 0.78491724, 0.5513074]",0.78491724
guilt,I was the reason behind the break-up of my friend's relationship with his girlfriend. She finished with him. ,guilt,"[0.69491285, 0.7102987, 0.5319859, 0.8178144, 0.0078796875, 0.7790933, 0.81756383]",0.8178144
joy,I passed an exam that I was absolutely certain that I had failed. ,joy,"[0.13131048, 0.40015712, 0.55069846, 0.56391484, 0.65628576, 0.42663565, 0.36909196]",0.65628576
fear,"On the way back from Denmark with a friend on a small yatch, there was a storm and my friend was blown overboard I was very scared till I managed to get him back onboard. ",fear,"[0.7348165, 0.63142383, 0.9891221, 0.77014285, 0.017404377, 0.8501665, 0.697947]",0.9891221
anger,I locked myself out. ,shame,"[0.6068731, 0.79744726, 0.7412248, 0.7313406, 0.007232093, 0.7114336, 0.8468663]",0.8468663
sadness,I missed the last tram home and had to walk in the pouring rain. ,shame,"[0.7927304, 0.8612464, 0.77991515, 0.8244095, 0.020249106, 0.87153244, 0.92834646]",0.92834646
disgust,I found some worms in the food and I had obviously eaten some. ,guilt,"[0.5556809, 0.8350721, 0.67951256, 0.9171969, 0.032439392, 0.762336, 0.89367557]",0.9171969
shame,"My friend was so intoxicated that the police came and took him away, and they later contacted his parents. ",shame,"[0.56799793, 0.7359719, 0.7023556, 0.53311884, 0.18793386, 0.75873715, 0.8108296]",0.8108296
guilt,I hapened to overhear something which I was not meant to hear. ,shame,"[0.8266249, 0.8162109, 0.8039016, 0.7352981, 0.049267825, 0.7414834, 0.90518695]",0.90518695
joy,When I won a trip to Greece in a competition. ,joy,"[0.124211036, 0.0382138, 0.18266898, 0.27741987, 0.47999173, 0.107199766, 0.03745424]",0.47999173
fear,When I am out in the dark and a suspicious looking character comes towards me. ,fear,"[0.54182714, 0.5938103, 0.80284065, 0.5071254, 0.008972743, 0.5351109, 0.66628134]",0.80284065
anger,"At work, when an elderly man complained unjustifiably about me and distrusted me. ",fear,"[0.88552755, 0.93685573, 0.9441083, 0.74240273, 0.0010442367, 0.7414267, 0.89335674]",0.9441083
sadness,When I had not understood anything after a lecture. ,shame,"[0.6135093, 0.67279226, 0.5434187, 0.5192139, 0.01285804, 0.5966125, 0.77693635]",0.77693635
disgust,When an alcoholic stood dribbling over a food counter. ,disgust,"[0.58512646, 0.88711387, 0.4894103, 0.5475596, 0.023403674, 0.7116918, 0.88572973]",0.88711387
shame,When my friend and I were discussing the good looks of a guy we realized that he had been listening. ,shame,"[0.05797085, 0.004285941, 0.33986282, 0.30356115, 0.33369282, 0.14377373, 0.53670603]",0.53670603
guilt,When I complained about a colleague to the manager and he told her that someone had complained this colleague came to me believing that I liked her. ,sadness,"[0.50028396, 0.5038175, 0.44455573, 0.52924323, 0.067033, 0.6550433, 0.6342768]",0.6550433
joy,At a friend's birthday party with some of my closest friends. It was all very pleasant and one could say that I was happy to have such good friends. ,joy,"[0.0038671219, 0.0007101108, 0.010467391, 0.07868655, 0.9326627, 0.00059311773, 0.00093963405]",0.9326627
fear,On the way home one Friday night in the heavy rain the car acquaplanned. I lost contact with the road surface for a few seconds. ,shame,"[0.43337616, 0.65650314, 0.5929986, 0.6093489, 0.04443896, 0.6165602, 0.6768862]",0.6768862
anger,Mad at my dad. ,anger,"[0.9867337, 0.8985989, 0.2527153, 0.6543135, 0.0019130219, 0.7372012, 0.721894]",0.9867337
sadness,A case of unrequited love. ,joy,"[0.0031121976, 0.0018891717, 0.00054073246, 0.0059610098, 0.42195532, 0.27238253, 0.004951036]",0.42195532
disgust,A bad smelling cucumber. ,disgust,"[0.57457393, 0.98405415, 0.5869086, 0.6049359, 0.0006914107, 0.87738514, 0.94742554]",0.98405415
shame,Nearly caught masturbating. ,shame,"[0.5732716, 0.8861531, 0.8052907, 0.8976195, 0.0027537805, 0.8489743, 0.9305657]",0.9305657
guilt,I do not help out enough at home. ,shame,"[0.54746526, 0.7344348, 0.64104396, 0.900578, 0.20180976, 0.79930556, 0.9062009]",0.9062009
joy,I felt very happy when I won the football pools. ,joy,"[0.0035761965, 0.00017431266, 0.000463277, 0.0007603626, 0.9620094, 0.00033241918, 0.00019769934]",0.9620094
fear,When I flew from Athens to Copenhagen after a holiday. The plane was caught in a storm and it began to shake and I thouhght that we were going to crash. ,fear,"[0.790119, 0.63357675, 0.9815283, 0.6743173, 0.0062580863, 0.745767, 0.5546218]",0.9815283
anger,When someone stole my bike. ,sadness,"[0.7853679, 0.8547324, 0.7864012, 0.8442571, 0.01113121, 0.89766926, 0.8881365]",0.89766926
sadness,"When I saw the list of books to read for an acccouting course, I thought "" Oh God how will I ever manaage it! "" ",fear,"[0.39458168, 0.42850056, 0.9162374, 0.6373805, 0.024109293, 0.7867391, 0.7219654]",0.9162374
disgust,It was when I read a newspaper article on the future and they foresaw that we would be eating frog-burgers by the year . An illustration showed a frog between two pieces of bread. ,fear,"[0.11113764, 0.69540226, 0.73010975, 0.2835378, 0.117885634, 0.5877454, 0.47380835]",0.73010975
shame,When I dropped a bottle in the state liquor store and everyboby started laughing. ,joy,"[0.044613782, 0.0024946362, 0.008387256, 0.29832515, 0.5517291, 0.0026837767, 0.36383405]",0.5517291
guilt,"When I was young - , I pinched from a store and was caught. The store then contacted my parents. ",shame,"[0.6902569, 0.8410089, 0.76755464, 0.84532076, 0.15513428, 0.76039314, 0.9068038]",0.9068038
joy,When the whole family gets together for a one week holiday. Everybody feels free and the trip is well planned. It works out well and we enjoy ourselves. ,joy,"[0.10104563, 0.033361204, 0.042687908, 0.058579955, 0.907726, 0.0069260756, 0.0126052955]",0.907726
fear,"When I could not find my year old daughter. I ran and looked for her everywhere and could not find her. (I finally found her, she had gone to bed to sleep) ",sadness,"[0.66578496, 0.70939374, 0.81890637, 0.7583842, 0.021376442, 0.8430892, 0.6489257]",0.8430892
anger,When friends try to put me down or hurt me. ,shame,"[0.6437037, 0.6668915, 0.6431457, 0.57548285, 0.0010852907, 0.73410517, 0.74768585]",0.74768585
sadness,Marriage crises. Boredom. ,sadness,"[0.057732377, 0.4119749, 0.06533256, 0.2137303, 0.00032094723, 0.76226175, 0.14241603]",0.76226175
disgust,When someone makes advances that one does not want. ,anger,"[0.7227129, 0.543276, 0.5958372, 0.5937142, 0.00312893, 0.62909156, 0.71379393]",0.7227129
shame,The discovery that one has only thought of oneself. ,shame,"[0.021149706, 0.26124784, 0.027596707, 0.11563952, 0.41211864, 0.6635974, 0.69046587]",0.69046587
guilt,When I spanked a child in anger and later regretted it terribly. ,anger,"[0.97874635, 0.82953006, 0.006136507, 0.9697381, 0.0010632392, 0.903244, 0.9349826]",0.97874635
joy,When I passed the first examination that I had to repeat. ,joy,"[0.11934203, 0.18710853, 0.27652377, 0.30212983, 0.6540316, 0.48286203, 0.35776332]",0.6540316
fear,When I drove to Stockholm for the first time and drove off the Stora Hissingen road at the wrong exit. ,shame,"[0.45295322, 0.55729777, 0.58925027, 0.71618307, 0.06967012, 0.5704998, 0.75490177]",0.75490177
anger,When my boyfriend went away for a month long holiday without me. ,sadness,"[0.7282909, 0.71605825, 0.74364436, 0.722973, 0.05526752, 0.8821368, 0.6834617]",0.8821368
sadness,Last year when I worked during the Summer holidays and studied at the same time for an examination I had to repeat my boyfriend went to Greece for a holiday for a month. ,guilt,"[0.1684996, 0.61943024, 0.56072766, 0.76850057, 0.031403977, 0.6210092, 0.67847174]",0.76850057
disgust,When a dog is left whining outside a shop. ,shame,"[0.5767124, 0.8541691, 0.6364545, 0.6398921, 0.020289151, 0.78783095, 0.85464]",0.85464
shame,When I promised to help a friend over a weekend and did not keep the promise. ,guilt,"[0.8025208, 0.84655046, 0.7152944, 0.922336, 0.008300998, 0.8758397, 0.8978699]",0.922336
guilt,When I realized that I had three more examinations to take. ,sadness,"[0.2878568, 0.5104176, 0.5583711, 0.5576529, 0.03634319, 0.60712916, 0.46153405]",0.60712916
joy,The day I was told that I had been accepted as a student of economics. ,joy,"[0.13890056, 0.16239856, 0.26144916, 0.21687254, 0.678676, 0.36928967, 0.045025658]",0.678676
fear,"While taking a short cut through the Vasa park, I was surrounded by three people who tried to steal my money. I was scared and was saved only by the appearance of other people. ",fear,"[0.7090337, 0.66403836, 0.98620725, 0.4698793, 0.0116127655, 0.7766583, 0.7294637]",0.98620725
anger,"At a restaurant I observed how the gypsies tried to get money by cheating the foreigners i. e non Swedish speaking. My anger had nothing to do with hatred against foreigners, but it was an expression of the anger I feel when I see people being used . ",anger,"[0.9866154, 0.87685513, 0.31683248, 0.519039, 0.024602098, 0.69413704, 0.88682735]",0.9866154
sadness,At the begining of a new course one is afraid of encountering problems one can not manage. Thoughts revolve around failing the subject and the consequences it would have for the future. ,fear,"[0.601001, 0.7170828, 0.975391, 0.9043059, 0.0021923147, 0.8557875, 0.87576604]",0.975391
disgust,While walking in town I noticed how the police harrassed a man who was under the influence of alcohol. They terrified him with the thought of arrest by driving close behind him on a pedestrian street. My disgust was directed at the gestures and the facial expressions of the policemen they seemed to be enjoying themselves. ,disgust,"[0.29287475, 0.95674574, 0.59063846, 0.14713903, 0.0007268196, 0.59390026, 0.6330055]",0.95674574
shame,"When my boyfriend revealed that he knew that I had discovered things of an important nature about him, I felt ashamed as I had not mentioned it earlier. ",shame,"[0.20464478, 0.8778282, 0.78636366, 0.93991953, 0.0022498898, 0.8839667, 0.98358005]",0.98358005
guilt,"When I am dishonest to a friend to whom I am very close. I feel guilty because I know that he gives a different version of the truth and I have not corrected these mistakes, and he is aware that I know that they are wrong. ",guilt,"[0.48591068, 0.6759134, 0.73366714, 0.9893309, 0.03274738, 0.87490296, 0.9451756]",0.9893309
joy,When I found out that I had passed the last two exams by a margin of three marks. ,joy,"[0.11472832, 0.2556027, 0.3858784, 0.35225898, 0.6625107, 0.4562894, 0.087521784]",0.6625107
fear,When my father was ill and was waiting for the results of his tests. ,sadness,"[0.5320384, 0.5701271, 0.72272414, 0.54217654, 0.21016714, 0.79870534, 0.6925233]",0.79870534
anger,When I got caught in the pouring rain last Thursday and did not have a raincoat on me. ,guilt,"[0.7597234, 0.68319786, 0.7581008, 0.87787163, 0.041891664, 0.743013, 0.8430771]",0.87787163
sadness,When I failed an exam. ,shame,"[0.7224419, 0.86881, 0.7352265, 0.82415736, 0.0021328584, 0.8728023, 0.9278283]",0.9278283
shame,"When I had not prepared my contribution to the group as thoroughly as the other members, with the result that the overall result was poor. ",shame,"[0.69431317, 0.8264726, 0.5130614, 0.90073395, 0.016688624, 0.8788661, 0.91254795]",0.91254795
guilt,"When my father and I worked on the house just after he had recovered from illness, I was rather lazy. This meant that he had to work hard and was not very well later. ",shame,"[0.003570962, 0.06731077, 0.09802796, 0.10923029, 0.0017672611, 0.27033767, 0.3603085]",0.3603085
joy,When I gave birth to my son and saw that he was alive and that I had managed it well. He was born a month too early with a malfunctioning lung. This happened a year ago. ,joy,"[0.0073323897, 0.0363874, 0.07848416, 0.14241438, 0.6060216, 0.4251812, 0.09357006]",0.6060216
fear,When I found out that my father had lung cancer and they did not know how long he would live. ,sadness,"[0.87219703, 0.7218631, 0.8034449, 0.69437695, 0.15684575, 0.9005976, 0.73130906]",0.9005976
anger,"When a colleague asked me for help at work, despite the fact that he had more time to do it than I had. ",shame,"[0.6972974, 0.7511047, 0.56817615, 0.83955413, 0.11594454, 0.71046185, 0.8510325]",0.8510325
sadness,When I did not get the salary increase that I had been expecting and understood how little one's work was appreciated. ,sadness,"[0.73554283, 0.79818606, 0.728049, 0.69588035, 0.0067475587, 0.8675708, 0.83133405]",0.8675708
disgust,When I was weeding the garden I found a lizard in my hand. ,fear,"[0.46835685, 0.46060038, 0.47692698, 0.4742471, 0.26613978, 0.35787526, 0.46976787]",0.47692698
shame,"When I met a friend whom I had not seen for a long time and heard all about her troubles, I thought that I should have got in touch with her earlier. ",shame,"[0.62732244, 0.67464036, 0.7312018, 0.83338827, 0.036985155, 0.78894526, 0.8768664]",0.8768664
guilt,I got angry at my mother for something trivial. We were in a bad mood because my father was very ill and I knew that my mother really needed support. I had reacted wrongly. ,anger,"[0.9481845, 0.5152006, 0.5991463, 0.7923857, 0.025779892, 0.6136167, 0.8216456]",0.9481845
joy,"New year's eve /, I met my girlfriend. We stood on the steps outside her parents home and I kissed her for the first time. ",joy,"[0.102960296, 0.042775057, 0.08166455, 0.15901853, 0.41417262, 0.1355309, 0.035448473]",0.41417262
fear,"When I was stopped by plain clothes policemen because the car I was driving had overturned on the Avenue. I had been driving too fast, and I was afraid when I was stopped, questionned and then toild to go. The situation ended happily since there were no consequences. ",fear,"[0.07989725, 0.075885996, 0.6214039, 0.110300615, 0.089811556, 0.019206053, 0.047098566]",0.6214039
anger,The editor changed the heading of an article that I had written. He considered the heading to be derogatory towards the person I had written about. ,shame,"[0.5790089, 0.62696195, 0.5221027, 0.4962686, 0.14144896, 0.55593884, 0.66091436]",0.66091436
sadness,"A close acquaintance of the family died of lung cancer. Although it was expected, I still felt depressed. ",sadness,"[0.63018227, 0.91461796, 0.7985349, 0.8595449, 0.0011246711, 0.99031854, 0.84151596]",0.99031854
disgust,"When I saw a picture, in the Gothenburg Post, of a totally demolished car with two fatally injured passengers. The car was so badly damaged that they couldn't get the bodies out at the scene of the accident. ",sadness,"[0.41259307, 0.86601436, 0.6827204, 0.5229084, 0.09240586, 0.8837734, 0.8043269]",0.8837734
shame,One night I had a sexual intercourse with another man. My sexual desire and my curiosity had made me jump into bed with him. I am ashamed of myself now. ,shame,"[0.49254647, 0.948984, 0.40686858, 0.908051, 0.012296315, 0.9349781, 0.9931537]",0.9931537
guilt,"Due to laziness, I failed the term studies completely at University. I also wanted, to some extent, to protest against my parents' expectations. ",sadness,"[0.1832108, 0.69231457, 0.34983894, 0.53793913, 0.011178278, 0.87806004, 0.8097496]",0.87806004
joy,When I got the loan for my studies. ,guilt,"[0.36865976, 0.50386196, 0.4642151, 0.55914086, 0.44777828, 0.44049302, 0.4805026]",0.55914086
fear,I met intoxicated people with dubious intentions in a back alley one Wednesday night. ,guilt,"[0.5907154, 0.7849733, 0.73416466, 0.8074875, 0.020634197, 0.6353093, 0.77394056]",0.8074875
anger,On the T. V I saw a news feature on South Africa. A policeman attacked a group of black people with a whip. ,disgust,"[0.6373561, 0.7902674, 0.5538592, 0.5121641, 0.103839226, 0.6614309, 0.6890541]",0.7902674
sadness,The thought of having to read a boring book of pages in English. ,fear,"[0.29410058, 0.7807874, 0.8426304, 0.5425642, 0.0018181943, 0.76402485, 0.7181024]",0.8426304
disgust,Grovelling people. ,shame,"[0.004846665, 0.05214375, 0.3621805, 0.5667899, 0.20640635, 0.39882296, 0.717272]",0.717272
shame,My inability to assert myself positively in a group. ,shame,"[0.41154853, 0.7708838, 0.36789605, 0.6031148, 0.0011927482, 0.769183, 0.922624]",0.922624
guilt,I experience feelings of guilt because I do not study enough. ,guilt,"[0.017420081, 0.008105126, 0.06254986, 0.9946733, 0.00048580533, 0.29618612, 0.8951734]",0.9946733
disgust,"Observing someone in the cafeteria noisily gulping in his food, having extremely bad manners. ",shame,"[0.7853475, 0.9184219, 0.5357874, 0.7114353, 0.018096555, 0.7000706, 0.9434723]",0.9434723
shame,I guess I have often been ashamed after having talked badly of other people. ,shame,"[0.29069242, 0.9425076, 0.6160931, 0.9420715, 0.0004749283, 0.90066403, 0.99345464]",0.99345464
guilt,Having been angry and unpleasant towards my parents. ,anger,"[0.99583995, 0.9319986, 0.15577018, 0.8151146, 0.0004583876, 0.18031809, 0.8728474]",0.99583995
joy,When my sister - after a history of one abortion and one stillbirth - gave birth to a perfectly healty boy. ,joy,"[0.09059351, 0.3937334, 0.2812347, 0.38968945, 0.75165385, 0.49872476, 0.24888536]",0.75165385
fear,"When my sister had the still born child, she was emotionally very deep down, and it took her a long time to recover. ",sadness,"[0.763585, 0.8866137, 0.7031598, 0.8313367, 0.09578845, 0.94826806, 0.8467509]",0.94826806
anger,"We were starting a student project, and the teacher we talked to was very negative and not very helpful. ",disgust,"[0.5862346, 0.8498669, 0.59466445, 0.46109283, 0.037691187, 0.7688273, 0.74683267]",0.8498669
sadness,"When my boyfriend openly let me down, preferring another girl. ",sadness,"[0.7922274, 0.857016, 0.6717676, 0.7577575, 0.003861984, 0.9356421, 0.9313031]",0.9356421
disgust,"I felt some disgust for my boyfriend for a time, after he had left me. ",disgust,"[0.73891634, 0.99651045, 0.6265601, 0.85066676, 0.00061261246, 0.8552194, 0.9796922]",0.99651045
shame,Can't think of any. ,shame,"[0.049560107, 0.2506404, 0.109052904, 0.111502364, 0.0013427594, 0.17886327, 0.3399907]",0.3399907
guilt,"Before an accident, my aunt offered me the front seat of the car, next to the driver. I declined, she took that seat and was killed there when the car crashed. ",sadness,"[0.5832467, 0.69820446, 0.7101086, 0.6190184, 0.06809036, 0.9125145, 0.7799255]",0.9125145
